statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS130-1-structure-a,Evidence that the local authority health promotion activities on preventing skin cancer and recognising early signs are consistent with the messages in any national campaigns.,NA,NA,Local data collection.
1,outcome,a,QS130-1-outcome-a,Incidence of skin cancer.,To be determined locally,To be determined locally,Public Health England National Cancer Registration and Analysis Service.
1,outcome,b,QS130-1-outcome-b,Proportion of melanoma diagnosed at stage 1 or 2.,To be determined locally,To be determined locally,Public Health England National Cancer Registration and Analysis Service.
1,outcome,c,QS130-1-outcome-c,Proportion of non-melanoma skin cancer diagnosed at stage 1 or 2.,To be determined locally,To be determined locally,Local data collection.
2,structure,a,QS130-2-structure-a,"Evidence of local arrangements to ensure that GPs who manage low‑risk basal cell carcinoma, including GPwSI, maintain and audit records of their caseload.",NA,NA,Local data collection.
2,process,a,QS130-2-process-a,"Proportion of GPs managing low‑risk basal cell carcinoma, including GPwSI, who audited their caseload within the past 12 months.",Number in the denominator who audited their caseload within the past 12 months.,"Number of GPs managing low‑risk basal cell carcinoma, including GPwSI.",Local data collection.
2,outcome,a,QS130-2-outcome-a,Proportion of skin lesions excised by GPs and GPwSI in dermatology and skin surgery that are subsequently confirmed as low‑risk basal cell carcinomas.,To be determined locally,To be determined locally,Local data collection.
2,outcome,b,QS130-2-outcome-b,Patient safety incidents reported related to removal of basal cell carcinomas in primary care.,To be determined locally,To be determined locally,Local data collection.
3,structure,a,QS130-3-structure-a,Evidence of local arrangements and clinical protocols ensuring that a suspected cancer pathway is in place for suspected malignant melanoma.,NA,NA,Local data collection.
3,process,a,QS130-3-process-a,Proportion of confirmed malignant melanomas that were referred using a suspected cancer pathway for an appointment within 2 weeks.,Number in the denominator that were referred using a suspected cancer pathway for an appointment within 2 weeks.,Number of confirmed malignant melanomas.,NHS England Cancer waiting times.
3,outcome,a,QS130-3-outcome-a,Time between GP referral for suspected skin cancer and specialist assessment.,To be determined locally,To be determined locally,NHS England Cancer waiting times.
3,outcome,b,QS130-3-outcome-b,Time from GP referral for suspected skin cancer to first definitive treatment.,To be determined locally,To be determined locally,NHS England Cancer waiting times.
4,structure,a,QS130-4-structure-a,Evidence of local arrangements and clinical protocols to ensure that people undergoing specialist assessment of pigmented skin lesions are examined using dermoscopy.,NA,NA,Local data collection.
4,process,a,QS130-4-process-a,Proportion of pigmented skin lesions undergoing specialist assessment that are examined using dermoscopy.,Number in the denominator examined using dermoscopy.,Number of pigmented skin lesions undergoing specialist assessment.,Local data collection.
4,outcome,a,QS130-4-outcome-a,Pigmented skin lesions not selected for biopsy that are subsequently confirmed as melanoma,To be determined locally,To be determined locally,Public Health England Cancer stats tool and local data collection.
4,outcome,b,QS130-4-outcome-b,Proportion of melanoma diagnosed at stage 1 or 2.,To be determined locally,To be determined locally,"Public Health England, National Cancer Registration and Analysis Service."
5,structure,a,QS130-5-structure-a,Evidence of local arrangements and clinical protocols to ensure that skin cancer clinical nurse specialists are available for people with malignant melanoma or squamous cell carcinoma.,NA,NA,Local data collection.
5,process,a,QS130-5-process-a,Proportion of people with malignant melanoma or squamous cell carcinoma who have a skin cancer clinical nurse specialist.,Number in the denominator who have a skin cancer clinical nurse specialist.,Number of people with malignant melanoma or squamous cell carcinoma.,Quality Health National Cancer Patient Experience Survey and National Cancer Intelligence Network Cancer Outcomes and Services Dataset.
5,outcome,a,QS130-5-outcome-a,Quality of life among people with malignant melanoma or squamous cell carcinoma.,To be determined locally,To be determined locally,Quality Health National Cancer Patient Experience Survey.
5,outcome,b,QS130-5-outcome-b,"Satisfaction with support received from skin cancer clinical nurse specialist, reported by people with skin cancer.",To be determined locally,To be determined locally,Quality Health National Cancer Patient Experience Survey.
6,structure,a,QS130-6-structure-a,Evidence of local arrangements and clinical protocols to ensure that the advantages and disadvantages of sentinel lymph node biopsy as a staging procedure are discussed with people with stage IB–IIC melanoma with a Breslow thickness of more than 1 mm.,NA,NA,Local data collection.
6,process,a,QS130-6-process-a,Proportion of people with stage IB–IIC melanoma with a Breslow thickness of more than 1 mm who have a discussion about the advantages and disadvantages of sentinel lymph node biopsy as a staging procedure.,Number in the denominator who have a discussion about the advantages and disadvantages of sentinel lymph node biopsy as a staging procedure.,Number of people with stage IB–IIC melanoma with a Breslow thickness of more than 1 mm.,Local data collection.
6,outcome,a,QS130-6-outcome-a,"Satisfaction with support received when deciding the best treatment, reported by people with skin cancer.",To be determined locally,To be determined locally,Quality Health National Cancer Patient Experience Survey.
7,structure,a,QS130-7-structure-a,Evidence of local arrangements and clinical protocols to provide genetic testing of the tumours for people with unresectable or metastatic melanoma.,NA,NA,Local data collection.
7,process,a,QS130-7-process-a,Proportion of people with unresectable or metastatic melanoma who receive genetic testing of the tumour.,Number in the denominator who receive genetic testing of the tumour.,Number of people with unresectable or metastatic melanoma.,Local data collection.
7,outcome,a,QS130-7-outcome-a,Year survival rates in people with diagnosed with unresectable or metastatic melanoma.,To be determined locally,To be determined locally,"Office for National Statistics Cancer survival by stage at diagnosis, experimental statistics: 2012 to 2014."
