statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS155-1-structure-a,Evidence of a locally defined approach to risk stratification and of systems in place to make staff aware of the approach.,NA,NA,"Local data collection, for example, service specifications and written communications to staff."
2,structure,a,QS155-2-structure-a,Evidence of local arrangements for young people and adults with low back pain with or without sciatica to be referred for specialist opinion.,NA,NA,"Local data collection, for example, service protocols."
2,structure,b,QS155-2-structure-b,Evidence of local protocols outlining serious underlying pathology in relation to presentations of low back pain with or without sciatica.,NA,NA,"Local data collection, for example, service protocols."
2,process,a,QS155-2-process-a,Proportion of young people and adults with low back pain with or without sciatica who have imaging requested by a non-specialist service when no serious underlying pathology is suspected.,The number in the denominator who have imaging requested by a non-specialist service.,The number of young people and adults with low back pain with or without sciatica for whom there is no suspicion of serious underlying pathology.,"Local data collection, for example, patient notes."
3,structure,a,QS155-3-structure-a,Evidence of local arrangements to ensure that staff have access to information and the knowledge needed to signpost to other services for young people and adults with low back pain with or without sciatica.,NA,NA,"Local data collection, for example, service protocols."
3,process,a,QS155-3-process-a,Proportion of young people and adults with low back pain with or without sciatica who are given advice and information to self-manage their condition.,The number in the denominator who are given advice and information to self-manage their condition.,The number of young people and adults with low back pain with or without sciatica.,"Local data collection, for example, audit of patient notes."
3,outcome,a,QS155-3-outcome-a,Number of repeat GP appointments for young people and adults with low back pain with or without sciatica.,To be determined locally,To be determined locally,"Local data collection, for example, audit of patient notes."
3,outcome,b,QS155-3-outcome-b,Levels of satisfaction amongst young people and adults with the management of their low back pain with or without sciatica.,To be determined locally,To be determined locally,National Pain Audit 2012 and local data collection.
4,structure,a,QS155-4-structure-a,"Evidence of local arrangements to ensure that no GP prescriptions include paracetamol alone, gabapentinoids, antiepileptics or antidepressants to treat young people and adults with low back pain without sciatica unless the young person or adult has other indications for those medicines.",NA,NA,"Local data collection, for example, service protocols."
4,process,a,QS155-4-process-a,"Proportion of young people and adults with low back pain without sciatica, who are given gabapentinoids or antiepileptics and have no other indications for them.",The number in the denominator who are given gabapentinoids or antiepileptics.,The number of young people and adults with low back pain without sciatica and no other indications for gabapentinoids or antiepileptics.,"Local data collection, for example, GP prescribing audits."
4,process,b,QS155-4-process-b,"Proportion of young people and adults with low back pain without sciatica, who are given antidepressants and have no other indications for them.",The number in the denominator who are given antidepressants.,The number of young people and adults with low back pain without sciatica and no other indications for antidepressants.,"Local data collection, for example, GP prescribing audits."
4,process,c,QS155-4-process-c,"Proportion of young people and adults with low back pain without sciatica, who are given paracetamol alone and have no other indications for it.",The number in the denominator who are given paracetamol alone.,The number of young people and adults with low back pain without sciatica and no other indications for paracetamol.,"Local data collection, for example, GP prescribing audits."
4,outcome,a,QS155-4-outcome-a,Number of medicines-related adverse events for young people and adults with low back pain without sciatica.,To be determined locally,To be determined locally,"Local data collection, for example, GP prescribing audits."
5,structure,a,QS155-5-structure-a,Evidence of local arrangements to ensure that no GP prescriptions include opioids to treat young people and adults with chronic low back pain without sciatica unless they have other indications for those medicines.,NA,NA,"Local data collection, for example, service protocols."
5,process,a,QS155-5-process-a,Proportion of young people and adults who are given opioids to treat chronic low back pain without sciatica and have no other indications for them.,The number in the denominator who are given opioids.,The number of young people and adults with chronic low back pain without sciatica and no other indications for opioids.,"Local data collection, for example, GP prescribing audits."
5,outcome,a,QS155-5-outcome-a,Number of opioids-related adverse events for young people and adults with chronic low back pain without sciatica.,To be determined locally,To be determined locally,"Local data collection, for example, GP prescribing audits."
6,structure,a,QS155-6-structure-a,"Evidence of local arrangements to ensure that spinal injections are not given to young people and adults to treat low back pain without sciatica, with the exception of radiofrequency denervation for people who meet the criteria.",NA,NA,"Local data collection, for example, service protocols."
6,process,a,QS155-6-process-a,Proportion of young people and adults who have spinal injections for low back pain without sciatica who meet the criteria for radiofrequency denervation.,The number in the denominator who meet the criteria for radiofrequency denervation.,The number of young people and adults who have spinal injections for low back pain without sciatica.,"Local data collection, for example, patient notes."
