statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS31-1-structure-a,"Evidence of local arrangements for all carers of looked-after children and young people to receive ongoing high-quality mandatory training and support packages that equip them to provide warm, nurturing care.",NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from patient records."
1,structure,b,QS31-1-structure-b,Evidence of local arrangements to ensure that all carers of looked-after children and young people receive specialist training and support that helps them to develop positive attachments with children in their care.,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from patient records."
1,outcome,a,QS31-1-outcome-a,"Feedback from looked-after children and young people that they feel they receive warm, nurturing care.",To be determined locally,To be determined locally,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from patient records and surveys."
1,outcome,b,QS31-1-outcome-b,Looked-after children and young people's self-reported wellbeing and self-esteem.,To be determined locally,To be determined locally,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from patient records and surveys."
1,outcome,c,QS31-1-outcome-c,Carer satisfaction with provision of training and support.,To be determined locally,To be determined locally,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from carer surveys."
2,structure,a,QS31-2-structure-a,"Evidence of local arrangements for the team working with the child or young person to work collaboratively to manage the multidisciplinary care plan, with the named lead social worker taking a lead professional role.",NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from patient records."
2,structure,b,QS31-2-structure-b,"Evidence of effective local information-sharing protocols between health, social care and educational services.",NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from service level agreements."
2,structure,c,QS31-2-structure-c,Evidence of local arrangements to include the carer as part of the team working with the child or young person.,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from patient records."
2,outcome,a,QS31-2-outcome-a,Feedback from looked-after children and young people that they do not have to re-tell their life and medical history when using services.,To be determined locally,To be determined locally,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from patient records and surveys."
2,outcome,b,QS31-2-outcome-b,"Feedback from looked-after children and young people that they feel information about them is shared appropriately between people working with them, and caring for them.",To be determined locally,To be determined locally,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from patient records and surveys."
2,outcome,c,QS31-2-outcome-c,Feedback from carers that they feel involved as part of the team working with the child or young person.,To be determined locally,To be determined locally,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from carer surveys."
2,outcome,d,QS31-2-outcome-d,Feedback from the team working with the child or young person that they have all of the information they need to work effectively.,To be determined locally,To be determined locally,No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations.
3,structure,a,QS31-3-structure-a,"Evidence of a strategy to commission a diverse range of placements for looked-after children and young people, which includes arrangements for considering sibling co-placement.",NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example local authority strategic plans."
3,structure,b,QS31-3-structure-b,Evidence of local arrangements to involve looked-after children and young people in choices and discussions about placement changes.,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from patient records."
3,structure,c,QS31-3-structure-c,Evidence of local arrangements for identifying potential carers among extended family and friends and assessing them for suitability at the start of the care planning process.,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from patient records."
3,structure,d,QS31-3-structure-d,"Evidence of local arrangements to ensure that the child or young person gets to know their new carers and placement through visits and, where possible, overnight stays before they move to the placement.",NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from patient records."
3,outcome,a,QS31-3-outcome-a,Looked-after children and young people's satisfaction with their placement.,To be determined locally,To be determined locally,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from patient records and surveys."
3,outcome,b,QS31-3-outcome-b,Carer satisfaction with decisions made to place children or young people in their care.,To be determined locally,To be determined locally,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by health and social care professionals and provider organisations, for example from carer surveys."
