statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS169-1-structure-a,Evidence of local arrangements for healthcare professionals to agree a discharge plan with parents or carers of a preterm baby before the baby is discharged from hospital.,NA,NA,"Local data collection, for example, service protocols."
1,process,a,QS169-1-process-a,Proportion of preterm babies discharged from hospital whose parents or carers have a discharge plan.,The number in the denominator whose parents or carers have a discharge plan.,The number of preterm babies discharged from hospital.,"Local data collection, such as the child's personal folder or patient record systems."
1,outcome,a,QS169-1-outcome-a,Proportion of parents or carers who felt prepared for their baby's discharge from hospital.,To be determined locally,To be determined locally,"Local data collection, for example, parent or carer surveys. The Picker Institute's Neonatal Survey 2014 includes a question on whether parents felt prepared for their baby's discharge from neonatal care."
2,structure,a,QS169-2-structure-a,Evidence of local arrangements for a neonatal outreach team with expertise in the development of babies born preterm to be available through a single point of contact.,NA,NA,"Local data collection, for example, service specifications."
2,process,a,QS169-2-process-a,Proportion of preterm babies who are eligible for enhanced developmental support whose parents or carers are provided with a single point of contact for outreach care within the neonatal service.,The number in the denominator whose parents or carers are provided with a single point of contact for outreach care within the neonatal service.,The number of preterm babies who are eligible for enhanced developmental support.,Local data collection based on audits of patient care records.
2,outcome,a,QS169-2-outcome-a,Proportion of parents or carers of a preterm baby who felt they could access support for dealing with non-acute issues following discharge from neonatal services.,To be determined locally,To be determined locally,"Local data collection, for example, parent or carer surveys."
3,structure,a,QS169-3-structure-a,"Evidence of local systems, such as the BadgerNet electronic record system, to record data on children born preterm and identify who needs enhanced developmental surveillance.",NA,NA,"Local data collection, for example, service specifications."
3,structure,b,QS169-3-structure-b,Evidence of local systems to arrange 2 face-to-face follow-up appointments in the first year and an assessment at 2 years (corrected ages) that focus on development with children born preterm who are eligible for enhanced developmental surveillance.,NA,NA,"Local data collection, for example, service protocols."
3,process,a,QS169-3-process-a,Proportion of children born preterm who are eligible for enhanced developmental surveillance who have a follow-up appointment between 3 and 5 months (corrected age) that focuses on development.,The number in the denominator who have a follow-up appointment between 3 and 5 months (corrected age) that focuses on development.,The number of children born preterm who are eligible for enhanced developmental surveillance.,"Local data collection, such as the Royal College of Paediatrics and Child Health personal child health record ('red book') or a patient record system, such as BadgerNet."
3,process,b,QS169-3-process-b,Proportion of children born preterm who are eligible for enhanced developmental surveillance who have a further follow-up appointment by 12 months (corrected age) that focuses on development.,The number in the denominator who have a further follow-up appointment by 12 months (corrected age) that focuses on development.,The number of children born preterm who are eligible for enhanced developmental surveillance.,"Local data collection, such as the Royal College of Paediatrics and Child Health personal child health record ('red book') or a patient record system, such as BadgerNet."
3,process,c,QS169-3-process-c,Proportion of children born preterm who are eligible for enhanced developmental surveillance who have a face-to-face developmental assessment at 2 years (corrected age).,The number in the denominator who have a face-to-face developmental assessment at 2 years (corrected age).,The number of children born preterm who are eligible for enhanced developmental surveillance.,"Local data collection, such as the Royal College of Paediatrics and Child Health personal child health record ('red book') or a patient record system, such as BadgerNet. The National Neonatal Audit Programme includes data on clinical follow-up at age 2 years for babies born before 30+0 weeks' gestation."
3,outcome,a,QS169-3-outcome-a,Proportion of children born preterm who are eligible for enhanced developmental surveillance who have a face-to-face developmental assessment at 2 years (corrected age) with a developmental outcome category recorded.,To be determined locally,To be determined locally,"Local data collection, such as the Royal College of Paediatrics and Child Health personal child health record ('red book') or a patient record system, such as BadgerNet. The National Neonatal Audit Programme includes data on neurodevelopmental outcomes recorded at clinical follow-up at age 2 years for babies born before 30 weeks' gestation."
3,outcome,b,QS169-3-outcome-b,Proportion of children born preterm with developmental problems and disorders identified at the appointments in the first 2 years (corrected ages) who have support provided.,To be determined locally,To be determined locally,"Local data collection, such as the Royal College of Paediatrics and Child Health personal child health record ('red book') or a patient record system, such as BadgerNet."
4,structure,a,QS169-4-structure-a,"Evidence of local systems, such as the BadgerNet electronic record system, to record data on children born preterm and identify those born before 28+0 weeks' gestation.",NA,NA,"Local data collection, for example, service specifications."
4,structure,b,QS169-4-structure-b,Evidence of local systems to arrange a developmental assessment at 4 years (uncorrected age) with children who are born before 28+0 weeks' gestation.,NA,NA,"Local data collection, for example, service protocols."
4,process,a,QS169-4-process-a,Proportion of children born before 28+0 weeks' gestation who have a face-to-face developmental assessment at 4 years (uncorrected age).,The number in the denominator who have a face-to-face developmental assessment at 4 years (uncorrected age).,The number of children born before 28+0 weeks' gestation.,"Local data collection, such as the Royal College of Paediatrics and Child Health personal child health record ('red book') or the child health information system."
4,outcome,a,QS169-4-outcome-a,Proportion of children born before 28+0 weeks' gestation with developmental problems and disorders identified at the developmental assessment at 4 years (uncorrected age) who have support provided.,To be determined locally,To be determined locally,"Local data collection, such as the Royal College of Paediatrics and Child Health personal child health record ('red book') or the child health information system."
