statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS89-1-structure-a,Evidence of local arrangements to ensure that healthcare professionals in hospitals and care homes with nursing know how to carry out pressure ulcer risk assessments.,NA,NA,Local data collection.
1,structure,b,QS89-1-structure-b,Evidence of local arrangements to ensure that people admitted to hospital or a care home with nursing have a pressure ulcer risk assessment within 6 hours of admission.,NA,NA,Local data collection.
1,process,a,QS89-1-process-a,Proportion of new inpatient hospital admissions that have a pressure ulcer risk assessment carried out within 6 hours of admission.,The number in the denominator that have a pressure ulcer risk assessment carried out within 6 hours of admission.,The number of new inpatient hospital admissions.,Local data collection.
1,process,b,QS89-1-process-b,Proportion of new residential admissions to care homes with nursing that have a pressure ulcer risk assessment carried out within 6 hours of admission.,The number in the denominator that have a pressure ulcer risk assessment carried out within 6 hours of admission.,The number of new residential admissions to care homes with nursing.,Local data collection.
2,structure,a,QS89-2-structure-a,Evidence of local arrangements to ensure that healthcare professionals from community nursing services know how to perform pressure ulcer risk assessments.,NA,NA,Local data collection.
2,structure,b,QS89-2-structure-b,Evidence of local arrangements to ensure that people with 1 or more risk factors for pressure ulcers referred to community nursing services have a pressure ulcer risk assessment at the first face‑to‑face visit.,NA,NA,Local data collection.
2,process,a,QS89-2-process-a,Proportion of referrals to community nursing services for people with 1 or more risk factors for pressure ulcers in which a pressure ulcer risk assessment is carried out at the first face‑to‑face visit.,The number in the denominator in which a pressure ulcer risk assessment is carried out at the first face‑to‑face visit.,The number of referrals to community nursing services for people with 1 or more risk factors for pressure ulcers.,Local data collection.
3,structure,a,QS89-3-structure-a,Evidence of local arrangements to ensure that healthcare professionals know how to carry out a risk assessment to reassess the risk of developing pressure ulcers.,NA,NA,Local data collection.
3,structure,b,QS89-3-structure-b,"Evidence of local arrangements to ensure that people who have had a surgical or interventional procedure, or who have been transferred between care environments, have their pressure ulcer risk reassessed afterwards.",NA,NA,Local data collection.
3,process,a,QS89-3-process-a,Proportion of inpatient hospital interventional or surgical procedures that have a pressure ulcer risk reassessment carried out while the person is in hospital.,The number in the denominator that have a pressure ulcer risk reassessment carried out after the interventional or surgical procedure while the person is in hospital.,The number of inpatient hospital interventional or surgical procedures.,Local data collection.
