statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS181-1-structure-a,"Evidence that local authorities identify in the Local Plan, local transport plan and other key strategies how they will address air pollution, including who is responsible for delivering key actions.",NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, actions to improve air quality are included in the Department for Environment, Food and Rural Affairs' Local Air Quality Management annual status report template."
1,structure,b,QS181-1-structure-b,"Evidence that local authorities identify in the Local Plan, local transport plan and other key strategies how they will encourage and enable active travel.",NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, actions to improve air quality are included in the Department for Environment, Food and Rural Affairs' Local Air Quality Management annual status report template."
1,structure,c,QS181-1-structure-c,"Evidence that local authorities identify in the Local Plan, local transport plan and other key strategies how they will encourage and enable travel by zero- and low-emission vehicles.",NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, actions to improve air quality are included in the Department for Environment, Food and Rural Affairs' Local Air Quality Management annual status report template."
1,structure,d,QS181-1-structure-d,"Evidence that local authorities identify in the Local Plan, local transport plan and other key strategies how they will develop buildings and spaces to reduce exposure to air pollution.",NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, actions to improve air quality are included in the Department for Environment, Food and Rural Affairs' Local Air Quality Management annual status report template."
1,structure,e,QS181-1-structure-e,Evidence that local authorities identify key actions to address air pollution and monitor progress against them.,NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, actions to improve air quality are included in the Department for Environment, Food and Rural Affairs' Local Air Quality Management annual status report template."
1,outcome,a,QS181-1-outcome-a,"Proportion of journeys made by local residents that are by walking, cycling, public transport or zero- or low-emission vehicles.",To be determined locally,To be determined locally,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, surveys of residents. Data for local authorities from the Department for Transport's National Travel Survey are available under special licence."
1,outcome,b,QS181-1-outcome-b,Annual and hourly mean concentrations for nitrogen dioxide (NO2).,To be determined locally,To be determined locally,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, local results recorded in the Department for Environment, Food and Rural Affairs' Local Air Quality Management annual status report template. Modelled data from the Automatic Urban and Rural Network are available from the Department of Environment Food and Rural Affairs' UK Air Information Resource."
1,outcome,c,QS181-1-outcome-c,Annual and daily mean concentrations for particulate matter of 10 micrometres or less in diameter (PM10).,To be determined locally,To be determined locally,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, local results recorded in the Department for Environment, Food and Rural Affairs' Local Air Quality Management annual status report template. Modelled data from the Automatic Urban and Rural Network are available from the Department of Environment Food and Rural Affairs' UK Air Information Resource."
1,outcome,d,QS181-1-outcome-d,Annual mean concentration for fine particulate matter of 2.5 micrometres or less in diameter (PM2.5).,To be determined locally,To be determined locally,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, local results recorded in the Department for Environment, Food and Rural Affairs' Local Air Quality Management annual status report template. Modelled data from the Automatic Urban and Rural Network are available from the Department of Environment Food and Rural Affairs' UK Air Information Resource."
2,structure,a,QS181-2-structure-a,Evidence of local processes and guidance that ensure planning applications for major developments include proposals to minimise and mitigate road-traffic-related air pollution.,NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example review of supplementary planning guidance."
2,structure,b,QS181-2-structure-b,Evidence of a local framework for assessing proposals to minimise and mitigate road-traffic-related air pollution in planning applications for major developments.,NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example review of supplementary planning guidance."
2,process,a,QS181-2-process-a,Proportion of planning applications for major developments granted permission with conditions or obligations to minimise and mitigate road-traffic-related air pollution.,The number in the denominator with conditions or obligations to minimise and mitigate road-traffic-related air pollution.,The number of planning applications for major developments granted permission.,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example local planning application system."
2,outcome,a,QS181-2-outcome-a,"Proportion of journeys made by local residents that are by walking, cycling, public transport or zero- or low-emission vehicles.",To be determined locally,To be determined locally,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, surveys of residents. Data for local authorities from the Department for Transport's National Travel Survey are available under special licence."
2,outcome,b,QS181-2-outcome-b,Annual and hourly mean concentrations for nitrogen dioxide (NO2).,To be determined locally,To be determined locally,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, local results recorded in the Department for Environment, Food and Rural Affairs' Local Air Quality Management annual status report template. Modelled data from the Automatic Urban and Rural Network are available from the Department of Environment Food and Rural Affairs' UK Air Information Resource."
