statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS102-1-structure-a,Evidence of local arrangements to ensure that systems are in place for children and young people who are referred to a specialist mental health service with a first episode of psychosis to start assessment within 2 weeks.,NA,NA,Local data collection.
1,process,a,QS102-1-process-a,Proportion of children and young people who are referred to a specialist mental health service with a first episode of psychosis who start assessment within 2 weeks.,The number in the denominator who start assessment within 2 weeks of referral.,The number of children and young people who are referred to a specialist mental health service with a first episode of psychosis.,Local data collection. National data are collected in the NHS Digital Children and Young People's Health Services Data Set.
1,outcome,a,QS102-1-outcome-a,Mental health admission rates for children and young people.,To be determined locally,To be determined locally,Local data collection. National data are collected in the NHS Digital Children and Young People's Health Services Data Set.
1,outcome,b,QS102-1-outcome-b,Duration of untreated psychosis.,To be determined locally,To be determined locally,Local data collection.
2,structure,a,QS102-2-structure-a,Evidence of local arrangements to ensure that family intervention is an available treatment option for children and young people with a first episode of psychosis and their family members.,NA,NA,Local data collection.
2,process,a,QS102-2-process-a,Proportion of children and young people with a first episode of psychosis whose family members receive family intervention.,The number in the denominator whose family members receive family intervention.,The number of children and young people with a first episode of psychosis.,Local data collection.
2,process,b,QS102-2-process-b,Proportion of children and young people with a first episode of psychosis who receive family intervention.,The number in the denominator who receive family intervention.,The number of children and young people with a first episode of psychosis.,Local data collection.
2,outcome,a,QS102-2-outcome-a,Relapse rates for children and young people with psychosis.,To be determined locally,To be determined locally,Local data collection.
3,structure,a,QS102-3-structure-a,Evidence of local arrangements to ensure that children and young people newly diagnosed with bipolar depression or a first episode of psychosis are offered a psychological intervention.,NA,NA,Local data collection.
3,process,a,QS102-3-process-a,Proportion of children and young people newly diagnosed with bipolar depression who receive cognitive behavioural therapy or interpersonal therapy.,The number in the denominator who receive cognitive behavioural therapy or interpersonal therapy.,The number of children and young people newly diagnosed with bipolar depression.,Local data collection.
3,process,b,QS102-3-process-b,Proportion of children and young people newly diagnosed with a first episode of psychosis who receive cognitive behavioural therapy.,The number in the denominator who receive cognitive behavioural therapy.,The number of children and young people newly diagnosed with a first episode of psychosis.,Local data collection.
3,outcome,a,QS102-3-outcome-a,Relapse rates for children and young people with bipolar depression.,To be determined locally,To be determined locally,Local data collection.
3,outcome,b,QS102-3-outcome-b,Relapse rates for children and young people with psychosis.,To be determined locally,To be determined locally,Local data collection.
4,structure,a,QS102-4-structure-a,"Evidence of local arrangements to ensure that parents and carers of children and young people newly diagnosed with bipolar disorder, psychosis or schizophrenia are given information about carer‑focused education and support.",NA,NA,Local data collection.
4,process,a,QS102-4-process-a,"Proportion of children and young people newly diagnosed with bipolar disorder, psychosis or schizophrenia whose parents or carers receive information about carer‑focused education and support.",The number in the denominator whose parents or carers receive information about carer‑focused education and support.,"The number of children and young people newly diagnosed with bipolar disorder, psychosis or schizophrenia.",Local data collection.
4,outcome,a,QS102-4-outcome-a,"Satisfaction of parents and carers of children and young people newly diagnosed with bipolar disorder, psychosis or schizophrenia with the information and support provided to meet their own needs.",To be determined locally,To be determined locally,Local data collection.
4,outcome,b,QS102-4-outcome-b,"Quality of life for parents and carers of children and young people with bipolar disorder, psychosis or schizophrenia.",To be determined locally,To be determined locally,Local data collection.
5,structure,a,QS102-5-structure-a,"Evidence of local arrangements to ensure that children and young people with bipolar disorder, psychosis or schizophrenia are given healthy lifestyle advice at diagnosis.",NA,NA,Local data collection.
5,structure,b,QS102-5-structure-b,"Evidence of local arrangements to ensure that children and young people with bipolar disorder, psychosis or schizophrenia being supported in primary care or specialist mental health services are given healthy lifestyle advice at their annual review.",NA,NA,Local data collection.
5,process,a,QS102-5-process-a,"Proportion of children and young people with bipolar disorder, psychosis or schizophrenia who receive healthy lifestyle advice at diagnosis.",The number in the denominator who receive healthy lifestyle advice at diagnosis.,"The number of children and young people with a new diagnosis of bipolar disorder, psychosis or schizophrenia.",Local data collection.
5,process,b,QS102-5-process-b,"Proportion of children and young people with bipolar disorder, psychosis or schizophrenia who receive healthy lifestyle advice at their annual review.",The number in the denominator who receive healthy lifestyle advice at their annual review.,"The number of children and young people with bipolar disorder, psychosis or schizophrenia who are supported in primary care or specialist mental health services.",Local data collection.
5,outcome,a,QS102-5-outcome-a,"Obesity rates in children and young people with bipolar disorder, psychosis or schizophrenia.",To be determined locally,To be determined locally,Local data collection.
5,outcome,b,QS102-5-outcome-b,"Physical activity in children and young people with bipolar disorder, psychosis or schizophrenia.",To be determined locally,To be determined locally,Local data collection.
5,outcome,c,QS102-5-outcome-c,"Drug use in children and young people with bipolar disorder, psychosis or schizophrenia.",To be determined locally,To be determined locally,Local data collection.
5,outcome,d,QS102-5-outcome-d,"Alcohol consumption in children and young people with bipolar disorder, psychosis or schizophrenia.",To be determined locally,To be determined locally,Local data collection.
5,outcome,e,QS102-5-outcome-e,"Smoking rates in children and young people with bipolar disorder, psychosis or schizophrenia.",To be determined locally,To be determined locally,Local data collection.
5,outcome,f,QS102-5-outcome-f,"Infection rates for sexually transmitted diseases in children and young people with bipolar disorder, psychosis or schizophrenia.",To be determined locally,To be determined locally,Local data collection.
5,outcome,g,QS102-5-outcome-g,"Premature mortality of people with bipolar disorder, psychosis or schizophrenia.",To be determined locally,To be determined locally,Local data collection.
6,structure,a,QS102-6-structure-a,"Evidence of local arrangements to ensure that children and young people with bipolar disorder, psychosis or schizophrenia prescribed antipsychotic medication have their treatment monitored for side effects.",NA,NA,Local data collection.
6,process,a,QS102-6-process-a,"Proportion of children and young people newly diagnosed with bipolar disorder, psychosis or schizophrenia prescribed antipsychotic medication who have a record of baseline physical health investigations.",The number in the denominator who have a record of baseline physical health investigations.,"The number of children and young people newly diagnosed with bipolar disorder, psychosis or schizophrenia prescribed antipsychotic medication.",Local data collection. The Prescribing Observatory for Mental Health (POMH-UK) audit-based quality improvement programme on prescribing antipsychotics for children and adolescents includes data (for participating trusts) on documented tests and measures taken before starting antipsychotic treatment.
6,process,b,QS102-6-process-b,"Proportion of children and young people with bipolar disorder, psychosis or schizophrenia newly prescribed antipsychotic medication who have a record of side‑effect monitoring 12 weeks after starting treatment.",The number in the denominator who have a record of side‑effect monitoring 12 weeks after starting treatment.,"The number of children and young people with bipolar disorder, psychosis or schizophrenia newly prescribed antipsychotic medication.",Local data collection.
6,process,c,QS102-6-process-c,"Proportion of children and young people with bipolar disorder, psychosis or schizophrenia prescribed antipsychotic medication for more than a year with a record of side‑effect monitoring within the last 6 months.",The number in the denominator with a record of side‑effect monitoring within the last 6 months.,"The number of children and young people with bipolar disorder, psychosis or schizophrenia prescribed antipsychotic medication for more than a year.",Local data collection. The POMH-UK audit-based quality improvement programme on prescribing antipsychotics for children and adolescents includes data (for participating trusts) on a documented review of therapeutic response and side effects of antipsychotic medication at least once every 6 months.
6,outcome,a,QS102-6-outcome-a,"Obesity rates in children and young people with bipolar disorder, psychosis or schizophrenia.",To be determined locally,To be determined locally,Local data collection.
6,outcome,b,QS102-6-outcome-b,"Incidence of cardiovascular disease in people with bipolar disorder, psychosis or schizophrenia.",To be determined locally,To be determined locally,"Local data collection. Data can be collected for adults with schizophrenia using the Royal College of Psychiatrists' National audit of schizophrenia Audit of practice tool, question 30."
6,outcome,c,QS102-6-outcome-c,"Incidence of type 2 diabetes in people with bipolar disorder, psychosis or schizophrenia.",To be determined locally,To be determined locally,"Local data collection. Data can be collected for adults with schizophrenia using the Royal College of Psychiatrists' National audit of schizophrenia: audit of practice tool, question 30."
7,structure,a,QS102-7-structure-a,"Evidence of local arrangements to ensure that children and young people with bipolar disorder, psychosis or schizophrenia who are in crisis are offered home treatment if it is suitable.",NA,NA,Local data collection.
7,process,a,QS102-7-process-a,"Proportion of crisis episodes in children and young people with bipolar disorder, psychosis or schizophrenia that are assessed for the suitability of home treatment.",The number in the denominator that are assessed for the suitability of home treatment.,"The number of crisis episodes in children and young people with bipolar disorder, psychosis or schizophrenia.",Local data collection.
7,process,b,QS102-7-process-b,"Proportion of crisis episodes in children and young people with bipolar disorder, psychosis or schizophrenia that are assessed as suitable for home treatment and result in home treatment.",The number in the denominator that result in home treatment.,"The number of crisis episodes in children and young people with bipolar disorder, psychosis or schizophrenia that are assessed as suitable for home treatment.",Local data collection.
7,outcome,a,QS102-7-outcome-a,Mental health admission rates for children and young people.,To be determined locally,To be determined locally,Local data collection. National data are collected in the NHS Digital Children and Young People's Health Services Data Set.
8,structure,a,QS102-8-structure-a,"Evidence of local arrangements to ensure that children and young people with bipolar disorder, psychosis or schizophrenia have arrangements for accessing education or employment‑related training included in their care plan.",NA,NA,Local data collection.
8,process,a,QS102-8-process-a,"Proportion of children and young people with bipolar disorder, psychosis or schizophrenia who have arrangements for accessing education or employment‑related training included in their care plan.",The number in the denominator who have arrangements for accessing education or employment‑related training included in their care plan.,"The number of children and young people with bipolar disorder, psychosis or schizophrenia.",Local data collection.
8,outcome,a,QS102-8-outcome-a,"Satisfaction of children and young people with bipolar disorder, psychosis or schizophrenia with the support they received to access education or employment‑related training.",To be determined locally,To be determined locally,Local data collection.
8,outcome,b,QS102-8-outcome-b,"Educational attainment of young people with bipolar disorder, psychosis or schizophrenia at age 16 years.",To be determined locally,To be determined locally,Local data collection.
8,outcome,c,QS102-8-outcome-c,"Educational attainment of young people with bipolar disorder, psychosis or schizophrenia at age 19 years.",To be determined locally,To be determined locally,Local data collection.
8,outcome,d,QS102-8-outcome-d,"Employment of people with bipolar disorder, psychosis or schizophrenia.",To be determined locally,To be determined locally,Local data collection.
