statement_number,measure_type,point,measure_id,measure,numerator,denominator
1,structure,a,QS197-1-structure-a,WHO growth chart.,NA,NA
1,structure,b,QS197-1-structure-b,Evidence of local arrangements to ensure that calibrated equipment is available for primary and community healthcare professionals to weigh babies and preschool children.,NA,NA
1,structure,c,QS197-1-structure-c,Evidence of local arrangements and protocols to ensure that babies and preschool children are weighed and measured at each of the mandated health visiting team contacts.,NA,NA
1,process,a,QS197-1-process-a,WHO growth chart during each of the mandated health visiting team contacts if there are concerns about faltering growth.,WHO growth chart at every mandated health visiting contact.,The number of babies and preschool children in whom there are concerns about faltering growth.
1,process,b,QS197-1-process-b,WHO growth chart at appropriate intervals if there are concerns about faltering growth.,WHO growth chart at appropriate intervals.,The number of babies and preschool children in whom there are concerns about faltering growth.
2,structure,a,QS197-2-structure-a,Evidence of local arrangements to ensure that healthcare professionals are trained to take a detailed feeding or eating history.,NA,NA
2,process,a,QS197-2-process-a,Proportion of babies and preschool children who have a detailed feeding or eating history taken if there are concerns about faltering growth.,The number in the denominator who have a detailed eating or feeding history taken.,The number of babies and preschool children in whom there are concerns about faltering growth.
2,outcome,a,QS197-2-outcome-a,Proportion of parents or carers who feel supported if there are concerns that their baby or preschool child has faltering growth.,The number in the denominator who feel supported.,The number of parents or carers of babies or preschool children in whom there are concerns about faltering growth.
3,structure,a,QS197-3-structure-a,Evidence of local arrangements and written clinical protocols to ensure that the primary care team are trained to develop a management plan for babies and preschool children if there are concerns about faltering growth.,NA,NA
3,structure,b,QS197-3-structure-b,Evidence of local arrangements and written clinical protocols to ensure that the primary care team have access to healthcare professionals with expertise in faltering growth.,NA,NA
3,process,a,QS197-3-process-a,Proportion of babies and preschool children in whom there are concerns about faltering growth who have a management plan that includes specific goals.,The number in the denominator who have a management plan that includes specific goals.,The number of babies and preschool children in whom there are concerns about faltering growth.
3,outcome,a,QS197-3-outcome-a,Proportion of parents and carers who are satisfied with the way concerns about faltering growth in their baby or preschool child are being managed.,The number in the denominator who are satisfied with the way concerns are being managed.,The number of parents and carers with babies or preschool children in whom there are concerns about faltering growth.
4,structure,a,QS197-4-structure-a,Evidence of local arrangements to ensure that mothers receive practical support to continue breastfeeding if there are concerns about faltering growth and supplementation with formula is recommended.,NA,NA
4,process,a,QS197-4-process-a,Proportion of mothers who are supported to continue to breastfeed if their baby is given supplementation with formula because of concerns about faltering growth.,The number in the denominator who are supported to continue to breastfeed.,The number of breastfeeding mothers whose baby is given supplementation with formula because of concerns about faltering growth.
4,outcome,a,QS197-4-outcome-a,Proportion of mothers who are satisfied with the support they receive to continue breastfeeding if their baby has faltering growth.,The number in the denominator who are satisfied with the support they receive to continue breastfeeding.,The number of breastfeeding mothers whose babies have faltering growth.
