statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS198-1-structure-a,Evidence of written clinical protocols to ensure that 'red flag' symptoms are recognised in children under 12 years presenting with headache.,NA,NA,"Local data collection, for example checklists of symptoms."
1,structure,b,QS198-1-structure-b,Evidence of written clinical protocols to ensure that children under 12 years with headache and one or more 'red flag' symptoms are referred for neurological assessment immediately.,NA,NA,"Local data collection, for example referral pathways."
1,process,a,QS198-1-process-a,Proportion of children under 12 years with headache and one or more 'red flag' symptoms who are referred for same-day neurological assessment.,The number in the denominator who are referred for same-day neurological assessment.,The number of children under 12 years with headache and one or more 'red flag' symptoms.,"Local data collection, for example local audit of patient records."
1,outcome,a,QS198-1-outcome-a,Mortality rates from intracranial pathology in children under 12 years.,To be determined locally,To be determined locally,"Local data collection, for example local audit of patient records."
2,structure,a,QS198-2-structure-a,Local arrangements and written protocols to ensure that children aged under 4 years with suspected abnormal head shape or size have their head circumference assessed using a standardised growth chart.,NA,NA,"Local data collection, for example local protocols."
2,structure,b,QS198-2-structure-b,Local arrangements and written protocols to ensure that healthcare professionals have access to the necessary training needed to assess head shape and size in children aged under 4 years.,NA,NA,"Local data collection, for example staff training records."
2,process,a,QS198-2-process-a,"Proportion of children aged under 4 years with suspected abnormal head shape or size who have the longest of 3 head measurements plotted on a standardised growth chart, corrected for gestational age.","The number in the denominator who have the longest of 3 head measurements plotted on a standardised growth chart, corrected for gestational age.",Children aged under 4 years with suspected abnormal head shape or size.,"Local data collection, for example NHS personal child health records (red books)."
2,outcome,a,QS198-2-outcome-a,"Referrals for specialist neurological assessment in children aged under 4 years with suspected abnormal head shape or size, who have the longest of 3 head measurements plotted on a standardised growth chart, corrected for gestational age.",To be determined locally,To be determined locally,"Local data collection, for example local audit of patient records."
3,structure,a,QS198-3-structure-a,Evidence of written clinical protocols to ensure that adults presenting with symptoms of dystonia are referred for neurological assessment.,NA,NA,"Local data collection, for example clinical pathways."
3,process,a,QS198-3-process-a,Proportion of adults with suspected dystonia who are referred for neurological assessment.,The number in the denominator who are referred for neurological assessment.,The number of adults with suspected dystonia.,"Local data collection, for example local audit of patient records."
3,outcome,a,QS198-3-outcome-a,Diagnosis rates for dystonia in adults.,To be determined locally,To be determined locally,"Local data collection, for example local audit of patient records."
4,structure,a,QS198-4-structure-a,Evidence of written clinical protocols to ensure that adults presenting with symptoms of transient rotational vertigo on head movement are assessed for BPPV using the Hallpike manoeuvre.,NA,NA,"Local data collection, for example clinical pathways."
4,process,a,QS198-4-process-a,Proportion of adults presenting with transient rotational vertigo on head movement who are assessed using the Hallpike manoeuvre.,The number in the denominator who are assessed using the Hallpike manoeuvre.,The number of adults presenting with transient rotational vertigo on head movement.,"Local data collection, for example local audit of patient records."
4,outcome,a,QS198-4-outcome-a,"Proportion of adults presenting with transient rotational vertigo on head movement referred to ear, nose and throat services who were assessed using the Hallpike manoeuvre.",The number in the denominator who were assessed using the Hallpike manoeuvre.,"The number of adults presenting with transient rotational vertigo on head movement who are referred to ear, nose and throat services.","Local data collection, for example local audit of patient records."
4,outcome,b,QS198-4-outcome-b,Patient satisfaction with investigation of transient rotational vertigo on head movement.,To be determined locally,To be determined locally,"Local data collection, for example patient satisfaction surveys."
5,structure,a,QS198-5-structure-a,Evidence of written clinical protocols to ensure that adults with a functional neurological disorder have symptoms that are a part of their condition recognised and are supported to manage them in non-specialist care.,NA,NA,"Local data collection, for example local audit of patient records."
5,outcome,a,QS198-5-outcome-a,The proportion of adults diagnosed with a functional neurological disorder satisfied with symptom management support from non-specialist care.,The number in the denominator who are satisfied with symptom management support from non-specialist care.,The number of adults diagnosed with a functional neurological disorder.,"Local data collection, for example patient surveys."
6,structure,a,QS198-6-structure-a,"Evidence of local arrangements to ensure that adults with suspected neurological conditions have opportunities to discuss their health beliefs, concerns and preferences.",NA,NA,Local data collection.
6,structure,b,QS198-6-structure-b,"Evidence of local arrangements and written protocols to ensure that the needs and preferences of adults with suspected neurological conditions are assessed, addressed and regularly reviewed.",NA,NA,Local data collection.
