statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS157-1-structure-a,Evidence of local processes to offer an HIV test to all young people and adults who are admitted to hospital or attend an emergency department in areas of extremely high HIV prevalence.,NA,NA,"Local data collection, for example, service protocol."
1,structure,b,QS157-1-structure-b,Evidence of local processes to offer an HIV test to all young people and adults having a blood test when admitted to hospital or attending an emergency department in areas of high HIV prevalence.,NA,NA,"Local data collection, for example, service protocol."
1,process,a,QS157-1-process-a,"Proportion of young people and adults admitted to hospital or attending an emergency department, in an area of extremely high HIV prevalence, who receive an HIV test.",The number in the denominator who receive an HIV test.,The number of young people and adults admitted to hospital or attending an emergency department in an area of extremely high HIV prevalence.,"Local data collection, for example, an audit of patient health records."
1,process,b,QS157-1-process-b,Proportion of young people and adults having a blood test when admitted to hospital or attending an emergency department in an area of high HIV prevalence who receive an HIV test.,The number in the denominator who receive an HIV test.,The number of young people and adults having a blood test when admitted to hospital or attending an emergency department in an area of high HIV prevalence.,"Local data collection, for example, an audit of patient health records."
1,outcome,a,QS157-1-outcome-a,Number of new HIV diagnoses in areas of high and extremely high prevalence.,To be determined locally,To be determined locally,Local data collection for Public Health England's HIV and AIDS reporting system.
1,outcome,b,QS157-1-outcome-b,Number of new HIV diagnoses made at a late stage of infection in areas of high and extremely high prevalence.,To be determined locally,To be determined locally,Local data collection for Public Health England's HIV and AIDS reporting system. Late stage of infection is defined as a CD4 count less than 350 cells per mm3.
2,structure,a,QS157-2-structure-a,Evidence of local processes to offer an HIV test to young people and adults registering with a GP in areas of high or extremely high HIV prevalence.,NA,NA,"Local data collection, for example, service protocol."
2,structure,b,QS157-2-structure-b,Evidence of local processes to offer an HIV test to young people and adults having a blood test at their GP practice in areas of high or extremely high HIV prevalence if they have not had an HIV test in the past 12 months.,NA,NA,"Local data collection, for example, service protocol."
2,process,a,QS157-2-process-a,Proportion of young people and adults newly registered with a GP in an area of high or extremely high HIV prevalence who receive an HIV test within 3 months of registration.,The number in the denominator who receive an HIV test within 3 months of registration.,The number of young people and adults newly registered with a GP in an area of high or extremely high HIV prevalence.,"Local data collection, for example, an audit of patient health records. Following consultation, a 3-month timescale was suggested for measurement purposes."
2,process,b,QS157-2-process-b,Proportion of young people and adults who have not had an HIV test in the past 12 months having a blood test at their GP practice in an area of high or extremely high HIV prevalence who receive an HIV test.,The number in the denominator who receive an HIV test.,The number of young people and adults who have not had an HIV test in the past 12 months having a blood test at their GP practice in an area of high or extremely high HIV prevalence.,"Local data collection, for example, an audit of patient health records. Given that the decision to offer an HIV test will be based on clinical judgement, GP practices may wish to determine the expected level of achievement on the basis of local patient profile."
2,outcome,a,QS157-2-outcome-a,"HIV testing rate per 1,000 registered patients in GP practices in areas of high and extremely high HIV prevalence.",To be determined locally,To be determined locally,Local data collection from GP practices.
2,outcome,b,QS157-2-outcome-b,Number of new HIV diagnoses in areas of high and extremely high HIV prevalence.,To be determined locally,To be determined locally,Local data collection for Public Health England's HIV and AIDS reporting system.
2,outcome,c,QS157-2-outcome-c,Number of new HIV diagnoses made at a late stage of infection in areas of high and extremely high HIV prevalence.,To be determined locally,To be determined locally,Local data collection for Public Health England's HIV and AIDS reporting system. Late stage of infection is defined as a CD4 count less than 350 cells per mm3.
3,structure,a,QS157-3-structure-a,Evidence of local systems that alert healthcare professionals to the need to offer an HIV test when an indicator condition is diagnosed.,NA,NA,"Local data collection, for example, system specification."
3,structure,b,QS157-3-structure-b,Evidence of local processes to offer an HIV test to young people and adults newly diagnosed with an indicator condition.,NA,NA,"Local data collection, for example, service protocol."
3,process,a,QS157-3-process-a,Proportion of young people and adults newly diagnosed with an indicator condition who receive an HIV test.,The number in the denominator who receive an HIV test.,The number of young people and adults newly diagnosed with an indicator condition.,"Local data collection, for example, an audit of patient health records."
3,outcome,a,QS157-3-outcome-a,Number of new HIV diagnoses.,To be determined locally,To be determined locally,Local data collection for Public Health England's HIV and AIDS reporting system.
3,outcome,b,QS157-3-outcome-b,Number of new HIV diagnoses made at a late stage of infection.,To be determined locally,To be determined locally,Local data collection for Public Health England's HIV and AIDS reporting system. Late stage of infection is defined as a CD4 count less than 350 cells per mm3.
4,structure,a,QS157-4-structure-a,Evidence of local processes to identify if young people and adults who test negative for HIV are in at-risk groups.,NA,NA,"Local data collection, for example, service protocol."
4,structure,b,QS157-4-structure-b,Evidence of local processes to advise young people and adults in at-risk groups who test negative for HIV that the test should be repeated at least annually.,NA,NA,"Local data collection, for example, service protocol."
4,process,a,QS157-4-process-a,Proportion of young people and adults in at-risk groups who test negative for HIV who are advised that the test should be repeated at least annually.,The number in the denominator who are advised that the test should be repeated at least annually.,The number of young people and adults in at-risk groups who test negative for HIV.,"Local data collection, for example, an audit of patient health records or report from recall system."
