statement_number,measure_type,point,measure_id,measure,numerator,denominator
1,structure,a,QS49-1-structure-a,Evidence of local arrangements to ensure that people having surgery are advised not to remove hair from the surgical site.,NA,NA
1,structure,b,QS49-1-structure-b,"Evidence of local arrangements to ensure that people having surgery are advised to have (or are helped to have) a shower, bath or bed bath the day before or on the day of surgery.",NA,NA
1,process,a,QS49-1-process-a,Proportion of surgical procedures for which the person having surgery is advised not to remove hair from the surgical site.,The number in the denominator for which the person having surgery is advised not to remove hair from the surgical site.,The number of surgical procedures.
1,process,b,QS49-1-process-b,"Proportion of surgical procedures for which the person having surgery is advised to have (or is helped to have) a shower, bath or bed bath the day before or on the day of surgery.","The number in the denominator for which the person having surgery is advised to have (or is helped to have) a shower, bath or bed bath the day before or on the day of surgery.",The number of surgical procedures.
1,outcome,a,QS49-1-outcome-a,"Feedback from people having surgery on whether they received the help they needed to have a shower, bath or bed bath the day before or on the day of surgery.",NA,NA
2,structure,a,QS49-2-structure-a,Evidence of local arrangements to ensure that people having surgery for which antibiotic prophylaxis is indicated receive this in accordance with the local antibiotic formulary and that this is recorded.,NA,NA
2,process,a,QS49-2-process-a,Proportion of surgical procedures for which antibiotic prophylaxis is indicated for which the person having surgery receives antibiotic prophylaxis in accordance with the local antibiotic formulary and that this is recorded.,The number in the denominator for which the person having surgery receives antibiotic prophylaxis in accordance with the local antibiotic formulary and that this is recorded.,The number of surgical procedures for which antibiotic prophylaxis is indicated.
3,structure,a,QS49-3-structure-a,"Evidence of local arrangements to ensure that adults having surgery under general or regional anaesthesia have normothermia maintained before, during (unless active cooling is part of the procedure) and after surgery.",NA,NA
3,process,a,QS49-3-process-a,Proportion of surgical procedures on adults under general or regional anaesthesia in which the person having surgery has their core temperature measured and documented in accordance with NICE's guideline on hypothermia: prevention and management in adults having surgery.,The number in the denominator in which the person having surgery has their core temperature measured and documented in accordance with NICE's guideline on hypothermia: prevention and management in adults having surgery.,The number of surgical procedures on adults under general or regional anaesthesia.
3,outcome,a,QS49-3-outcome-a,"Proportion of surgical procedures on adults under general or regional anaesthesia in which the person having surgery is normothermic before, during (unless active cooling is part of the procedure) and after surgery.","The number in the denominator in which the person having surgery is normothermic before, during (unless active cooling is part of the procedure) and after surgery.",The number of surgical procedures on adults under general or regional anaesthesia.
4,structure,a,QS49-4-structure-a,"Evidence of local arrangements to ensure that operating teams remove any hand jewellery, artificial nails and nail polish before starting surgical hand decontamination.",NA,NA
4,structure,b,QS49-4-structure-b,"Evidence of local arrangements to ensure that operating teams follow practices for surgical hand decontamination in accordance with NICE's guideline on surgical site infections, recommendations 1.3.1 and 1.3.2.",NA,NA
4,structure,c,QS49-4-structure-c,Evidence of local arrangements to ensure that staff wear specific non-sterile theatre wear in all areas where operations are undertaken.,NA,NA
4,structure,d,QS49-4-structure-d,Evidence of local arrangements to ensure that operating teams minimise any staff movements in and out of the operating area.,NA,NA
4,structure,e,QS49-4-structure-e,"Evidence of local arrangements to ensure that spot checks are carried out in relation to structure measures a), b), c) and d).",NA,NA
5,structure,a,QS49-5-structure-a,"Evidence of local arrangements to ensure that people having surgery and their carers receive information and advice on wound and dressing care, including how to recognise problems with the wound and who to contact if they are concerned.",NA,NA
5,process,a,QS49-5-process-a,"Proportion of surgical procedures for which the person having surgery and their carers receive information and advice on wound and dressing care, including how to recognise problems with the wound and who to contact if they are concerned.","The number in the denominator for which the person having surgery and their carers receive information and advice on wound and dressing care, including how to recognise problems with the wound and who to contact if they are concerned.",The number of surgical procedures.
6,structure,a,QS49-6-structure-a,Evidence of local arrangements to ensure that people with a surgical site infection are offered treatment with an antibiotic that covers the likely causative organisms and is selected based on local resistance patterns and the results of microbiological tests.,NA,NA
6,process,a,QS49-6-process-a,Proportion of surgical site infections for which the person with the infection receives treatment with an antibiotic that covers the likely causative organisms and is selected based on local resistance patterns and the results of microbiological tests.,The number in the denominator for which the person with the infection receives treatment with an antibiotic that covers the likely causative organisms and is selected based on local resistance patterns and the results of microbiological tests.,The number of surgical site infections.
7,structure,a,QS49-7-structure-a,Evidence of local arrangements to ensure the existence of surveillance systems that capture inpatient and post-discharge surgical site infections.,NA,NA
7,structure,b,QS49-7-structure-b,Evidence of local arrangements to ensure surveillance data on surgical site infection rates (including post-discharge infections) are fed back to relevant staff and stakeholders.,NA,NA
7,structure,c,QS49-7-structure-c,Evidence of local arrangements to ensure that surveillance data on surgical site infection rates (including post-discharge infections) are used for continuous improvement through adjustment of clinical practice.,NA,NA
7,outcome,a,QS49-7-outcome-a,Readmissions for surgical site infection.,NA,NA
