statement_number,measure_type,point,measure_id,measure,numerator,denominator
1,structure,a,QS15-1-structure-a,"Evidence of local arrangements to provide guidance to staff on how to treat people with empathy, dignity and respect.",NA,NA
1,process,a,QS15-1-process-a,Proportion of people who feel they are treated with respect and dignity while staying in hospital.,The number in the denominator who feel they are treated with respect and dignity.,The number of people who stayed overnight in hospital.
1,process,b,QS15-1-process-b,Proportion of people who feel they were treated with care and concern by a healthcare professional at their last GP appointment.,The number in the denominator who feel the healthcare professional was good or very good at treating them with care and concern.,The number of people reporting on their most recent appointment with their current GP practice.
1,process,c,QS15-1-process-c,Proportion of people who feel they were treated with respect and dignity by their dentist at their last visit.,The number in the denominator who feel they were treated with respect and dignity by their dentist at their last visit.,The number of people reporting on their last visit to see their dentist.
1,outcome,a,QS15-1-outcome-a,"Evidence from patient experience surveys and feedback that people using NHS services feel they have been treated with empathy, dignity and respect.",NA,NA
2,structure,a,QS15-2-structure-a,Evidence of local arrangements to ensure that patients are aware of all healthcare professionals involved in their care. This should include the roles and responsibilities of the members of the healthcare team and how to contact them about ongoing healthcare needs.,NA,NA
2,structure,b,QS15-2-structure-b,"Evidence of local arrangements to ensure continuity of care and that, whenever possible, people see the same healthcare professional or team throughout a single episode of care.",NA,NA
2,process,a,QS15-2-process-a,Proportion of people staying in hospital who knew which nurse was in charge of looking after them.,The number in the denominator who felt they knew which nurse was in charge of looking after them.,The number of people staying overnight in hospital.
2,process,b,QS15-2-process-b,Proportion of people staying in hospital who were told who to contact if they were worried about their condition or treatment after they left hospital.,The number in the denominator who were told who to contact if they were worried about their condition or treatment after they left hospital.,The number of people staying overnight in hospital.
2,process,c,QS15-2-process-c,Proportion of people attending an emergency department who were told who to contact if they were concerned about their condition or treatment after they left.,The number in the denominator who were told who to contact if they were worried about their condition or treatment after they left the department.,The number of people attending a type 1 or type 3 emergency department.
2,outcome,a,QS15-2-outcome-a,"Evidence from patient experience surveys and feedback that patients were aware of all healthcare professionals involved in their care, and the roles and responsibilities of the members of the healthcare team.",NA,NA
2,outcome,b,QS15-2-outcome-b,Evidence from patient experience surveys and feedback that patients saw the same healthcare professional or team throughout a single episode of care.,NA,NA
2,outcome,c,QS15-2-outcome-c,"Evidence from patient experience surveys and feedback that patients know who to contact, how to contact them and when to make contact about their ongoing healthcare needs.",NA,NA
3,structure,a,QS15-3-structure-a,Evidence of local arrangements to support coordinated care through clear and accurate information exchange between relevant health and social care professionals.,NA,NA
3,process,a,QS15-3-process-a,Proportion of people staying in hospital who thought that the specialist they saw in hospital had been given all the necessary information about their condition or illness from the person who referred them.,The number in the denominator who thought that the specialist they saw in hospital been given all the necessary information about their condition or illness from the person who referred them.,The number of people staying overnight in hospital as a planned admission.
3,process,b,QS15-3-process-b,Proportion of all cancer patients who thought that their GP was given enough information about their condition and the treatment they had at hospital.,The number in the denominator who thought that their GP was given enough information about their condition and the treatment they had at the hospital.,Related treatment.
3,outcome,a,QS15-3-outcome-a,Evidence from patient experience surveys and feedback that people feel that information about their care was shared clearly and accurately between relevant health and social care professionals.,NA,NA
4,structure,a,QS15-4-structure-a,"Evidence of local arrangements to ensure that people have opportunities to discuss their health beliefs, concerns and preferences.",NA,NA
4,structure,b,QS15-4-structure-b,"Evidence of local arrangements to ensure that people's needs and preferences are assessed, addressed and regularly reviewed.",NA,NA
4,structure,c,QS15-4-structure-c,Evidence of local arrangements to ensure that care and treatment is tailored to people's needs and personal preferences.,NA,NA
4,process,a,QS15-4-process-a,"Proportion of people given the opportunity to discuss their health beliefs, concerns and preferences.","The number of people in the denominator who were given the opportunity to discuss their health beliefs, concerns and preferences.",The number of people accessing NHS services.
4,process,b,QS15-4-process-b,"Proportion of people with care tailored to their needs and preferences, taking into account their circumstances, their ability to access services and their coexisting conditions.","The number of people in the denominator whose care was tailored to their needs and preferences, taking into account their circumstances, their ability to access services and their coexisting conditions.",The number of people accessing NHS services.
4,process,c,QS15-4-process-c,"Proportion of people accessing NHS services who have their needs and preferences assessed, addressed and regularly reviewed.","The number of people in the denominator who have their physical and psychological needs regularly assessed, addressed and regularly reviewed.",The number of people accessing NHS services.
4,outcome,a,QS15-4-outcome-a,"Evidence from patient experience surveys and feedback that people feel their care has been informed by their health beliefs, concerns and preferences.",NA,NA
4,outcome,b,QS15-4-outcome-b,"Evidence from patient experience surveys and feedback that care was tailored to people's needs and personal preferences, taking into account their circumstances, their ability to access services and their coexisting conditions.",NA,NA
4,outcome,c,QS15-4-outcome-c,"Evidence from patient experience surveys and feedback that patients feel their physical and psychological needs were assessed, addressed and regularly reviewed.",NA,NA
5,structure,a,QS15-5-structure-a,"Evidence of local arrangements to ensure that people's preferences for sharing information with family members and carers are established, respected and reviewed throughout their care.",NA,NA
5,process,a,QS15-5-process-a,"Proportion of people using adult NHS services whose preferences for sharing information with family members and carers are established, respected and reviewed throughout their care.",The number in the denominator whose preferences for sharing information with family members and carers are recorded and reviewed throughout their care.,The number of people using adult NHS services.
5,outcome,a,QS15-5-outcome-a,"Evidence from patient experience surveys and feedback that people's preferences for sharing information with family members and carers were established, respected and reviewed throughout their care.",NA,NA
