statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS117-1-structure-a,Evidence of local arrangements for multi‑stakeholder winter planning meetings for collaboration on year‑round planning to identify local populations who are vulnerable to the health problems associated with a cold home.,NA,NA,Local data collection.
1,structure,b,QS117-1-structure-b,Evidence of a local winter plan.,NA,NA,Local data collection.
1,structure,c,QS117-1-structure-c,Evidence of local action to support Public Health England's Cold weather plan for England.,NA,NA,Local data collection.
1,outcome,a,QS117-1-outcome-a,Identification of local populations vulnerable to the health problems associated with a cold home.,To be determined locally,To be determined locally,Local data collection.
2,structure,a,QS117-2-structure-a,Evidence of local arrangements for multi‑stakeholder winter planning meetings for data sharing to identify people who are vulnerable to the health problems associated with a cold home.,NA,NA,Local data collection.
2,structure,b,QS117-2-structure-b,Evidence of local data‑sharing arrangements and analysis to enable identification of people who are vulnerable to the health problems associated with a cold home.,NA,NA,Local data collection.
2,outcome,a,QS117-2-outcome-a,Identification of people who are vulnerable to the health problems associated with a cold home.,To be determined locally,To be determined locally,Local data collection.
3,structure,a,QS117-3-structure-a,Evidence of local arrangements to ensure that people who are vulnerable to the health problems associated with a cold home receive tailored support with help from a local single‑point‑of‑contact health and housing referral service.,NA,NA,Local data collection.
3,process,a,QS117-3-process-a,Proportion of people identified as being vulnerable to the health problems associated with a cold home who are referred to the local single‑point‑of‑contact health and housing referral service.,The number in the denominator who are referred to the single‑point‑of‑contact health and housing referral service.,The number of people identified as being vulnerable to the health problems associated with a cold home.,Local data collection.
3,process,b,QS117-3-process-b,Proportion of people identified as being vulnerable to the health problems associated with a cold home and referred to the single‑point‑of‑contact health and housing referral service whose tailored support needs are agreed.,The number in the denominator whose tailored support needs are agreed.,The number of people identified as being vulnerable to the health problems associated with a cold home and referred to the single‑point‑of‑contact health and housing referral service.,Local data collection.
3,process,c,QS117-3-process-c,Proportion of people identified as being vulnerable to the health problems associated with a cold home with tailored support needs agreed with the single‑point‑of‑contact health and housing referral service whose needs were met.,The number in the denominator whose needs were met.,The number of people identified as being vulnerable to the health problems associated with a cold home whose tailored support needs were agreed with the single‑point‑of‑contact health and housing referral service.,"Local data collection, which could include a breakdown of achievement by type of support needed."
