statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS47-1-structure-a,"Evidence that healthcare professionals are aware of and recognise symptoms related to heavy menstrual bleeding that might suggest uterine cavity abnormality, histological abnormality, adenomyosis or fibroids.",NA,NA,"Local data collection, for example training records."
1,structure,b,QS47-1-structure-b,Evidence of local clinical protocols for a focused history that includes the impact on quality of life based on symptoms related to heavy menstrual bleeding.,NA,NA,"Local data collection, for example local clinical protocols."
1,process,a,QS47-1-process-a,Proportion of people presenting with symptoms related to heavy menstrual bleeding who have a focused history taken that includes the impact on their quality of life.,The number in the denominator who have a focused history taken that includes the impact on their quality of life.,The number of people who present with symptoms of heavy menstrual bleeding.,"Local data collection, for example NHS England's heavy periods self-assessment tool."
1,outcome,a,QS47-1-outcome-a,People who report they were satisfied that the impact of their heavy menstrual bleeding on quality of life was recognised.,To be determined locally,To be determined locally,"Local data collection, for example audit of patient records."
2,structure,a,QS47-2-structure-a,"Evidence of local arrangements to ensure that outpatient hysteroscopy services are organised according to the Royal College of Obstetricians and Gynaecologists' green-top guideline no.59 on hysteroscopy, best practice in outpatient, for example facilities are adequately sized, equipped and staffed.",NA,NA,"Local data collection, for example service protocols."
2,structure,b,QS47-2-structure-b,"Evidence that healthcare professionals are trained to perform outpatient hysteroscopy procedures according to the Royal College of Obstetricians and Gynaecologists' green-top guideline no.59 on hysteroscopy, best practice in outpatient, using techniques and equipment that minimise discomfort and pain.",NA,NA,"Local data collection, for example benchmarked, patient-reported outcome measures including pain scores."
2,process,a,QS47-2-process-a,"Proportion of people with heavy menstrual bleeding and suspected submucosal fibroids, polyps or endometrial pathology who were offered outpatient hysteroscopy.",The number in the denominator who were offered outpatient hysteroscopy.,"The number of people with heavy menstrual bleeding and suspected submucosal fibroids, polyps or endometrial pathology.","Local data collection, for example audit of patient records."
2,outcome,a,QS47-2-outcome-a,"Proportion of people with heavy menstrual bleeding and suspected submucosal fibroids, polyps or endometrial pathology who report satisfaction with outpatient hysteroscopy.",The number in the denominator who report satisfaction with outpatient hysteroscopy.,"The number of people with heavy menstrual bleeding and suspected submucosal fibroids, polyps or endometrial pathology having outpatient hysteroscopy.","Local data collection, for example audit of patient records. The British Society of Gynaecological Endoscopy's outpatient hysteroscopy patient survey includes national data on patient satisfaction."
3,structure,a,QS47-3-structure-a,Evidence of local arrangements to ensure that people with heavy menstrual bleeding have a documented discussion with their healthcare professional about all their treatment options.,NA,NA,"Local data collection, for example service protocols."
3,process,a,QS47-3-process-a,Proportion of people with heavy menstrual bleeding who have a documented discussion with their healthcare professional about all their treatment options.,The number in the denominator who have a documented discussion with their healthcare professional about all their treatment options.,The number of people with heavy menstrual bleeding.,"Local data collection, for example audit of patient records."
3,outcome,a,QS47-3-outcome-a,Proportion of people with heavy menstrual bleeding who report satisfaction with the decision‑making process when choosing treatment.,The number in the denominator who report satisfaction with the decision‑making process when choosing treatment.,The number of people with heavy menstrual bleeding.,"Local data collection, for example audit of patient records."
