statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS41-1-structure-a,Evidence of local arrangements to ensure that adults with a baseline total cholesterol above 7.5 mmol/l are assessed for a clinical diagnosis of FH.,NA,NA,Local data collection.
1,process,a,QS41-1-process-a,Proportion of adults with a baseline total cholesterol above 7.5 mmol/l who are assessed for a clinical diagnosis of FH.,The number of people in the denominator assessed for a clinical diagnosis of FH.,The number of adults with a baseline total cholesterol above 7.5 mmol/l.,Local data collection.
2,structure,a,QS41-2-structure-a,Evidence of local arrangements to ensure that people with a clinical diagnosis of FH are referred for specialist assessment.,NA,NA,Local data collection.
2,structure,b,QS41-2-structure-b,Evidence of local arrangements to ensure that a protocol for referral for a specialist assessment is agreed between primary and secondary care.,NA,NA,Local data collection.
2,process,a,QS41-2-process-a,Proportion of people with a clinical diagnosis of FH referred for specialist assessment.,The number of people in the denominator referred for specialist assessment.,The number of people with a clinical diagnosis of FH.,Local data collection.
2,outcome,a,QS41-2-outcome-a,"Ratio of observed to estimated numbers of people with FH, using an estimate based on the area's estimated prevalence of FH (based on 1 in 500) and population size.",To be determined locally,To be determined locally,Local data collection using a dedicated database.
3,structure,a,QS41-3-structure-a,Evidence of local arrangements to ensure that people with a clinical diagnosis of FH are offered DNA testing as part of a specialist assessment.,NA,NA,Local data collection.
3,process,a,QS41-3-process-a,Proportion of people with a clinical diagnosis of FH who receive DNA testing as part of a specialist assessment.,The number of people in the denominator receiving DNA testing as part of a specialist assessment.,The number of people with a clinical diagnosis of FH.,Local data collection using a dedicated database.
3,process,b,QS41-3-process-b,Proportion of people with a clinical diagnosis of FH receiving DNA testing as part of a specialist assessment who give informed consent for the test.,The number of people in the denominator who give informed consent for the test.,The number of people with a clinical diagnosis of FH receiving DNA testing as part of a specialist assessment.,Local data collection using a dedicated database.
3,outcome,a,QS41-3-outcome-a,Patient satisfaction with process of informed consent.,To be determined locally,To be determined locally,Local data collection.
4,structure,a,QS41-4-structure-a,Evidence of local arrangements to ensure that children at risk of FH are offered diagnostic tests by the age of 10 years.,NA,NA,Local data collection.
4,process,a,QS41-4-process-a,Proportion of children at risk of FH who receive a specified diagnostic test by the age of 10 years.,The number of people in the denominator who had received a specified diagnostic test.,The number of children aged 10 years at risk of FH.,Local data collection.
4,outcome,a,QS41-4-outcome-a,"Ratio of observed to estimated numbers of children at risk of FH, using an estimate based on the area's estimated prevalence of FH (based on 1 in 500) and population size.",To be determined locally,To be determined locally,Local data collection.
5,structure,a,QS41-5-structure-a,Evidence of local arrangements to ensure that relatives of people with a confirmed diagnosis of monogenic FH are offered DNA testing through a nationwide systematic cascade processes.,NA,NA,Local data collection.
5,process,a,QS41-5-process-a,Proportion of untested first‑degree relatives of people with a confirmed diagnosis of monogenic FH who are offered cascade testing.,The number of people in the denominator offered cascade testing.,The number of untested first‑degree relatives of people with a confirmed diagnosis of monogenic FH.,Local data collection using a dedicated database.
5,process,b,QS41-5-process-b,"Proportion of at‑risk, untested, second‑ and third‑degree relatives of people with a confirmed diagnosis of monogenic FH who are offered cascade testing.",The number of people in the denominator offered cascade testing.,"The number of at‑risk, untested second‑ and third‑degree relatives of people with a confirmed diagnosis of monogenic FH.",Local data collection using a dedicated database.
5,process,c,QS41-5-process-c,Proportion of untested first‑degree relatives of people with a confirmed diagnosis of monogenic FH who receive cascade testing.,The number of people in the denominator receiving cascade testing.,The number of untested first‑degree relatives of people with a confirmed diagnosis of monogenic FH.,Local data collection using a dedicated database.
5,process,d,QS41-5-process-d,"Proportion of at‑risk, untested, second‑ and third‑degree relatives of people with a confirmed diagnosis of monogenic FH who receive cascade testing.",The number of people in the denominator receiving cascade testing.,"The number of at‑risk, untested second‑ and third‑degree relatives of people with a confirmed diagnosis of monogenic FH.",Local data collection using a dedicated database.
5,outcome,a,QS41-5-outcome-a,Prevalence of FH.,To be determined locally,To be determined locally,Local data collection using a dedicated database.
6,structure,a,QS41-6-structure-a,Evidence of local arrangements to ensure that adults with FH receive lipid‑modifying drug treatment to reduce LDL‑C concentration by more than 50% from baseline.,NA,NA,Local data collection.
6,process,a,QS41-6-process-a,Proportion of adults with FH who receive appropriate lipid‑modifying drug treatment.,The number of people in the denominator receiving appropriate lipid‑modifying drug treatment.,The number of adults with FH.,Local data collection.
6,outcome,a,QS41-6-outcome-a,Number of adults with FH whose LDL‑C concentration is reduced by more than 50% from baseline within 1 year.,To be determined locally,To be determined locally,Local data collection using a dedicated database.
7,structure,a,QS41-7-structure-a,Evidence of local arrangements to ensure that children with FH are assessed for lipid‑modifying drug treatment by a specialist with expertise in FH in a child‑focused setting by the age of 10 years.,NA,NA,Local data collection.
7,process,a,QS41-7-process-a,Proportion of children with FH who are assessed for lipid‑modifying drug treatment by a specialist with expertise in FH in a child‑focused setting by the age of 10 years.,The number of people in the denominator assessed for lipid‑modifying drug treatment by a specialist with expertise in FH in a child‑focused setting.,The number of children with FH aged 10 years.,Local data collection.
8,structure,a,QS41-8-structure-a,Evidence of local arrangements to ensure that people with FH are offered a structured review at least annually.,NA,NA,Local data collection.
8,process,a,QS41-8-process-a,Proportion of people with FH who receive a structured review at least annually.,The number of people in the denominator who had a structured review within 12 months of the last review or diagnosis.,The number of people with FH.,Local data collection using a dedicated database.
