statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS188-1-structure-a,Evidence of local arrangements to ensure that people aged 14 and over with suspected or confirmed severe mental illness are routinely asked about substance misuse.,NA,NA,"Local data collection, for example, written clinical protocols to ensure people aged 14 and over with suspected or confirmed severe mental illness are asked routinely, and at least every 12 months, about substance misuse."
1,process,a,QS188-1-process-a,Proportion of people aged 14 and over with suspected severe mental illness who are asked about their use of alcohol and drugs.,The number in the denominator who are asked about their use of alcohol and drugs.,The number of people aged 14 and over with suspected severe mental illness.,"Local data collection, for example, audits of patient records."
1,process,b,QS188-1-process-b,Proportion of people aged 14 and over with confirmed severe mental illness who are asked about their use of alcohol and drugs.,The number in the denominator who are asked about their use of alcohol and drugs.,The number of people aged 14 and over with confirmed severe mental illness.,"Local data collection, for example, audits of patient records. The number of people with psychosis in the community and in secondary care who had their alcohol and substance misuse recorded in the preceding 12 months for 2017/18 was collected by the National Clinical Audit of Psychosis. The Indicators no longer in Quality Outcomes Framework (INLIQ) extraction for 2019/20 will include the number of people with schizophrenia, bipolar affective disorder and other psychoses who had a record of alcohol consumption in the preceding 12 months (Former Quality Outcomes Framework indicator MH007. Data available for previous years from NHS Digital)."
1,outcome,a,QS188-1-outcome-a,Incidence of people aged 14 and over with severe mental illness newly identified as having coexisting substance misuse.,To be determined locally,To be determined locally,"Local data collection, for example, audit of patient records and referrals."
2,structure,a,QS188-2-structure-a,Evidence of local arrangements to ensure that people aged 14 and over are not excluded from substance misuse services on referral or when they present because of their severe mental illness.,NA,NA,"Local data collection, for example, a local pathway for coexisting severe mental illness and substance misuse, joint working arrangements between mental health and substance misuse services, and service protocols."
2,structure,b,QS188-2-structure-b,Evidence of local arrangements to ensure that people aged 14 and over are not excluded from mental health services on referral or when they present because of their substance misuse.,NA,NA,"Local data collection, for example, a local pathway for coexisting severe mental illness and substance misuse, joint working arrangements between mental health and substance misuse services, and service protocols."
2,process,a,QS188-2-process-a,Proportion of referrals to substance misuse services for people aged 14 and over that are refused because of coexisting severe mental illness.,The number in the denominator that are refused because of coexisting severe mental illness.,The number of referrals to substance misuse services for people aged 14 and over with coexisting severe mental illness and substance misuse.,"Local data collection, for example, audits of patient and referral records."
2,process,b,QS188-2-process-b,Proportion of referrals to mental health services for people aged 14 and over that are refused because of coexisting substance misuse.,The number in the denominator that are refused because of coexisting substance misuse.,The number of referrals to mental health services for people aged 14 and over with coexisting severe mental illness and substance misuse.,"Local data collection, for example, audits of patient and referral records."
2,process,c,QS188-2-process-c,Proportion of people aged 14 and over presenting to substance misuse services who are not seen because of coexisting severe mental illness.,The number in the denominator who are not seen because of coexisting severe mental illness.,The number of people aged 14 and over with coexisting severe mental illness and substance misuse presenting to substance misuse services.,"Local data collection, for example, audits of patient and clinic records."
2,process,d,QS188-2-process-d,Proportion of people aged 14 and over presenting to mental health services who are not seen because of coexisting substance misuse.,The number in the denominator who are not seen because of coexisting substance misuse.,The number of people aged 14 and over with coexisting severe mental illness and substance misuse presenting to mental health services.,"Local data collection, for example, audits of patient and clinic records."
2,outcome,a,QS188-2-outcome-a,Levels of physical health of people aged 14 and over with coexisting severe mental illness and substance misuse.,To be determined locally,To be determined locally,"Local data collection, for example, audits of patient records. The NHS quality outcomes framework includes indicators on the physical health of people with severe mental illness. MH003 measures the percentage of patients with schizophrenia, bipolar affective disorder and other psychoses who have a record of blood pressure in the preceding 12 months. MH006 measures the percentage of patients with schizophrenia, bipolar affective disorder and other psychoses who have a record of BMI in the preceding 12 months."
2,outcome,b,QS188-2-outcome-b,Rates of medication adherence in people aged 14 and over with coexisting severe mental illness and substance misuse.,To be determined locally,To be determined locally,"Local data collection, for example, audits of patient records."
2,outcome,c,QS188-2-outcome-c,Proportion of people aged 14 and over with coexisting severe mental illness and substance misuse in stable accommodation.,The number in the denominator in stable accommodation.,The number of people aged 14 and over with coexisting severe mental illness and substance misuse.,"Local data collection, for example, audits of patient records. Public Health England's information on severe mental illness public health profile includes data on stable and appropriate accommodation for people on a care programme approach."
3,structure,a,QS188-3-structure-a,Evidence of a locally agreed specification of the role and functions of the care coordinator working in mental health services.,NA,NA,"Local data collection, for example, descriptions of the role of care coordinator and service specifications."
