statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS98-1-structure-a,Evidence of local arrangements for midwives and health visitors to advise pregnant women how to eat healthily in pregnancy.,NA,NA,Local data collection.
1,process,a,QS98-1-process-a,Proportion of pregnant women attending their antenatal booking appointment who receive advice on how to eat healthily during pregnancy from a midwife.,The number in the denominator who receive advice on how to eat healthily during pregnancy from a midwife.,The number of pregnant women attending their antenatal booking appointment.,Local data collection.
1,process,b,QS98-1-process-b,Proportion of pregnant women attending their health visitor appointment who receive advice on how to eat healthily during pregnancy.,The number in the denominator who receive advice on how to eat healthily during pregnancy from a health visitor.,The number of pregnant women attending their health visitor appointment.,Local data collection.
1,outcome,a,QS98-1-outcome-a,Healthy eating in pregnancy.,To be determined locally,To be determined locally,Local data collection.
2,structure,a,QS98-2-structure-a,Evidence of local arrangements to ensure that women with a BMI of 30 or more after childbirth are offered a structured weight-loss programme.,NA,NA,Local data collection.
2,process,a,QS98-2-process-a,Proportion of women with a BMI of 30 or more after childbirth attending their baby's 6‑ to 8‑week health visitor appointment who receive a structured weight-loss programme.,The number in the denominator who receive a structured weight-loss programme.,The number of women with a BMI of 30 or more after childbirth attending their baby's 6‑ to 8‑week health visitor appointment.,Local data collection.
2,outcome,a,QS98-2-outcome-a,Obesity rates in pregnancy.,To be determined locally,To be determined locally,"Local data collection. The Maternity Services Data Set collects data on maternal height, weight and BMI during pregnancy. Public Health England's Obesity Profile presents data on obesity in early pregnancy in an online tool to show patterns and trends at local authority level."
2,outcome,b,QS98-2-outcome-b,Attendance at a weight‑loss programme.,To be determined locally,To be determined locally,Local data collection.
2,outcome,c,QS98-2-outcome-c,Pregnancy morbidity.,To be determined locally,To be determined locally,Local data collection.
2,outcome,d,QS98-2-outcome-d,Infant morbidity.,To be determined locally,To be determined locally,Local data collection.
3,structure,a,QS98-3-structure-a,Evidence of local arrangements to ensure that pregnant women and the parents and carers of children under 4 years who may be eligible for the Healthy Start scheme receive information and support to apply.,NA,NA,Local data collection.
3,process,a,QS98-3-process-a,Proportion of pregnant women who may be eligible for the Healthy Start scheme who receive information and support to apply when they attend their antenatal booking appointment.,The number in the denominator who receive information and support to apply.,The number of pregnant women who may be eligible for the Healthy Start scheme attending their antenatal booking appointment.,Local data collection. The Maternity Services Data Set collects data on booking appointments.
3,process,b,QS98-3-process-b,Proportion of 6‑ to 8‑week health visitor appointments where parents and carers who may be eligible for the Healthy Start scheme receive information and support to apply.,The number in the denominator where information and support to apply is given.,The number of 6‑ to 8‑week health visitor appointments where parents and carers may be eligible for the Healthy Start scheme.,Local data collection.
3,process,c,QS98-3-process-c,Proportion of 8‑ to 12‑month development reviews where parents and carers who may be eligible for the Healthy Start scheme receive information and support to apply.,The number in the denominator where information and support to apply is given.,The number of 8‑ to 1‑month developmental reviews where parents and carers may be eligible for the Healthy Start scheme.,Local data collection.
3,process,d,QS98-3-process-d,Proportion of 2‑ to 2‑and‑a‑half‑year health reviews where parents and carers who may be eligible for the Healthy Start scheme receive information and support to apply.,The number in the denominator where information and support to apply is given.,The number of 2‑ to 2-and-a-half-year health reviews where parents and carers may be eligible for the Healthy Start scheme.,Local data collection.
3,process,e,QS98-3-process-e,Proportion of vaccination appointments at age 3 years 5 months to 4 years where parents and carers who may be eligible for the Healthy Start scheme receive information and support to apply.,The number in the denominator where information and support to apply is given.,The number of vaccination appointments at age 3 years 5 months to 4 years where parents and carers may be eligible for the Healthy Start scheme.,Local data collection.
3,outcome,a,QS98-3-outcome-a,Vitamin D deficiency.,To be determined locally,To be determined locally,Local data collection.
3,outcome,b,QS98-3-outcome-b,Neural tube defects.,To be determined locally,To be determined locally,Local data collection.
3,outcome,c,QS98-3-outcome-c,Iron and calcium absorption.,To be determined locally,To be determined locally,Local data collection.
4,error,NA,QS98-4-error,NA,NA,NA,NA
5,structure,a,QS98-5-structure-a,Evidence of local arrangements to advise parents and carers how to introduce a variety of nutritious foods to their baby to complement breastmilk or formula milk.,NA,NA,NA
5,structure,b,QS98-5-structure-b,Evidence of local arrangements to advise parents and carers when to introduce a variety of nutritious foods to their baby to complement breastmilk or formula milk.,NA,NA,Local data collection.
