statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS96-1-structure-a,,,,Local data collection.
1,process,a,QS96-1-process-a,,,,Local data collection.
1,outcome,a,QS96-1-outcome-a,,,,"C(""Data source: Local data collection."", ""Data source: Local data collection."")"
2,structure,a,QS96-2-structure-a,,,,Local data collection.
2,process,a,QS96-2-process-a,,,,Local data collection. Hospital Episode Statistics collects data on upper gastrointestinal endoscopies.
2,process,b,QS96-2-process-b,,,,Local data collection. Hospital Episode Statistics collects data on upper gastrointestinal endoscopies.
2,process,c,QS96-2-process-c,,,,Local data collection. Hospital Episode Statistics collects data on upper gastrointestinal endoscopies.
2,process,d,QS96-2-process-d,,,,Local data collection. Hospital Episode Statistics collects data on upper gastrointestinal endoscopies.
2,outcome,a,QS96-2-outcome-a,,,,Local data collection. Cancer Registration Statistics collects data on the incidence of cancer.
2,outcome,b,QS96-2-outcome-b,,,,Local data collection. Geographic patterns of cancer survival in England provide data on 1‑ and 5‑year survival rates.
2,outcome,c,QS96-2-outcome-c,,,,Local data collection.
3,structure,a,QS96-3-structure-a,,,,Local data collection.
3,process,a,QS96-3-process-a,,,,Local data collection.
3,outcome,a,QS96-3-outcome-a,,,,Local data collection.
4,structure,a,QS96-4-structure-a,,,,Local data collection.
4,process,a,QS96-4-process-a,,,,Local data collection.
4,outcome,a,QS96-4-outcome-a,,,,Local data collection. Cancer Registration Statistics collect data on the incidence of cancer.
4,outcome,b,QS96-4-outcome-b,,,,Local data collection. Geographic patterns of cancer survival in England provide data on 1‑ and 5‑year survival rates.
4,outcome,c,QS96-4-outcome-c,,,,Local data collection.
5,structure,a,QS96-5-structure-a,,,,Local data collection.
5,process,a,QS96-5-process-a,,,,Local data collection.
5,outcome,a,QS96-5-outcome-a,,,,Local data collection.
5,outcome,b,QS96-5-outcome-b,,,,Local data collection.
5,outcome,c,QS96-5-outcome-c,,,,Local data collection.
5,outcome,d,QS96-5-outcome-d,,,,Local data collection.
