statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS120-1-structure-a,Evidence that prescribers give people information about the potential benefits and harms of using medicines.,NA,NA,Local data collection.
1,structure,b,QS120-1-structure-b,Evidence that prescribers take into account people's preferences and values about treatment options that includes the use of medicines.,NA,NA,Local data collection.
1,structure,c,QS120-1-structure-c,Evidence that prescribers offer people the opportunity to use available decision aids to make informed choices about the use of medicines that take account of the trade‑off between potential benefits and harms.,NA,NA,Local data collection.
1,outcome,a,QS120-1-outcome-a,Medicines adherence.,To be determined locally,To be determined locally,Local data collection.
1,outcome,b,QS120-1-outcome-b,Patient satisfaction with outcomes from the use of medicines.,To be determined locally,To be determined locally,Local data collection.
2,structure,a,QS120-2-structure-a,Evidence of arrangements to ensure that people who are prescribed medicines have an explanation of how to identify medicines‑related patient safety incidents.,NA,NA,Local data collection.
2,structure,b,QS120-2-structure-b,Evidence of arrangements to ensure that people who are prescribed medicines have an explanation of how to report medicines‑related patient safety incidents.,NA,NA,Local data collection.
2,process,a,QS120-2-process-a,Proportion of new prescriptions of medicines for which patients are given an explanation on how to identify and report medicines‑related patient safety incidents.,The number in the denominator for which patients are given an explanation on how to identify and report medicines‑related patient safety incidents.,The number of new prescriptions of medicines.,Local data collection.
2,outcome,a,QS120-2-outcome-a,Harm attributable to errors in medication.,To be determined locally,To be determined locally,Local data collection.
3,structure,a,QS120-3-structure-a,Evidence of local arrangements to ensure that health and social care providers monitor medicines‑related patient safety incidents.,NA,NA,Local data collection.
3,structure,b,QS120-3-structure-b,Evidence of local arrangements to ensure that health and social care providers report medicines‑related patient safety incidents using national patient safety reporting systems.,NA,NA,"Local data collection, the National Reporting and Learning System, the Yellow Card Scheme."
3,structure,c,QS120-3-structure-c,Evidence of local arrangements to ensure that health and social care providers learn from the monitoring and reporting of medicines‑related patient safety incidents.,NA,NA,Local data collection.
3,structure,d,QS120-3-structure-d,Evidence that local health and social care providers have arrangements to share learning about medicines‑related patient safety incidents. This can include feedback on trends or significant incidents to support continuing professional development.,NA,NA,Local data collection.
3,process,a,QS120-3-process-a,Proportion of reported medicines‑related patient safety incidents that are investigated.,The number in the denominator that are investigated.,The number of reported medicines‑related patient safety incidents.,Local data collection.
