statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS190-1-structure-a,Evidence of local arrangements to ensure that providers have systems in place to invite people in eligible groups for flu vaccination using a range of different methods.,NA,NA,"Local data collection, for example, service level agreements."
1,structure,b,QS190-1-structure-b,Evidence of local arrangements to ensure that providers have systems in place to identify eligible groups when inviting them for flu vaccination.,NA,NA,"Local data collection, for example, service level agreements."
1,outcome,a,QS190-1-outcome-a,Flu vaccine uptake in eligible groups.,To be determined locally,To be determined locally,Public Health England Seasonal flu vaccine uptake in GP patients annual data.
2,structure,a,QS190-2-structure-a,Evidence of local arrangements to identify groups eligible for the flu vaccine by their situation or clinical risk.,NA,NA,"Local data collection, for example, service level agreements."
2,structure,b,QS190-2-structure-b,Evidence of local arrangements to create information that is tailored to different groups eligible for the flu vaccine.,NA,NA,"Local data collection, for example, educational resources (leaflets, posters, FAQs)."
2,structure,c,QS190-2-structure-c,Evidence of local arrangements to give tailored information through a variety of different methods to eligible groups when inviting them to receive the flu vaccine.,NA,NA,"Local data collection, for example, service level agreements."
2,process,a,QS190-2-process-a,Proportion of people eligible to receive the flu vaccine who receive an invitation that includes information about their situation or clinical risk.,The number of people in the denominator who receive information about their situation or clinical risk on invitation for vaccination.,The number of people eligible to receive the flu vaccine.,"Local data collection, for example, GP records."
2,outcome,a,QS190-2-outcome-a,Flu vaccine uptake in eligible groups.,To be determined locally,To be determined locally,Public Health England Seasonal flu vaccine uptake in GP patients annual data.
3,structure,a,QS190-3-structure-a,Evidence of local agreements for sharing information about flu vaccination status between non-general practice providers of flu vaccination and commissioners.,NA,NA,"Local data collection, for example, data-sharing agreements."
3,structure,b,QS190-3-structure-b,"Evidence that providers of flu vaccination give timely, accurate and consistent notification to GP practices when they vaccinate their eligible patients.",NA,NA,"Local data collection, for example, data-sharing agreements."
3,structure,c,QS190-3-structure-c,Evidence of the use of audit and monitoring systems by providers within a local health economy to review uptake data or vaccination status in health records.,NA,NA,"Local data collection, for example, annual reports."
3,structure,d,QS190-3-structure-d,"Evidence of arrangements for GP practices to make timely, accurate and consistent updates to patient records with auditable codes when notified that their eligible patients have received flu vaccination from another provider.",NA,NA,"Local data collection, for example, published data."
3,outcome,a,QS190-3-outcome-a,Flu vaccine uptake in eligible groups.,To be determined locally,To be determined locally,Public Health England Seasonal flu vaccine uptake in GP patients annual data.
4,structure,a,QS190-4-structure-a,Evidence of local arrangements to make flu vaccination available to health and social care staff who have direct contact with people using services.,NA,NA,"Local data collection, for example, staff health policy."
4,structure,b,QS190-4-structure-b,Evidence of local arrangements to use audit and monitoring systems to plan flu vaccine delivery to health and social care staff.,NA,NA,"Local data collection, for example, staff health policy."
4,outcome,a,QS190-4-outcome-a,Flu vaccine uptake rates for healthcare staff who have direct contact with people using services.,To be determined locally,To be determined locally,Public Health England Seasonal flu vaccine uptake in GP patients annual data.
4,outcome,b,QS190-4-outcome-b,Flu vaccine uptake rates for social care staff who have direct contact with people using services.,To be determined locally,To be determined locally,"Local data collection, for example, employment records."
