statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS163-1-structure-a,Evidence of arrangements to ensure that police officers are given induction training in responding to features of mental health problems.,NA,NA,"Local data collection, such as induction training plans and audits of induction training records."
1,structure,b,QS163-1-structure-b,Evidence of arrangements to ensure that police officers are given regular update training in responding to features of mental health problems.,NA,NA,"Local data collection, such as audits of annual performance reviews."
1,process,a,QS163-1-process-a,Proportion of adults at risk of self-harm or suicide and in contact with the police because of a suspected offence for whom initial safety precautions are taken.,The number in the denominator for whom initial safety precautions are taken.,The number of adults at risk of self-harm or suicide and in contact with the police because of a suspected offence.,"Local data collection, for example attendance and custody records and risk assessments."
1,process,b,QS163-1-process-b,Proportion of adults behaving aggressively and in contact with the police because of a suspected offence who are calmed using de-escalation techniques.,The number in the denominator who are calmed using de-escalation techniques.,The number of adults behaving aggressively and in contact with the police because of a suspected offence.,"Local data collection, for example custody reports."
1,outcome,a,QS163-1-outcome-a,Number of adults with mental health problems in contact with the police because of a suspected offence who are referred to liaison and diversion services.,To be determined locally,To be determined locally,"Local data collection, for example audits of attendance records and custody reports."
1,outcome,b,QS163-1-outcome-b,Number of assaults on police officers by adults with mental health problems.,To be determined locally,To be determined locally,"Local data collection, for example audits of incident and custody reports."
1,outcome,c,QS163-1-outcome-c,Number of assaults on other detainees by adults with mental health problems.,To be determined locally,To be determined locally,"Local data collection, for example audits of incident and custody reports."
1,outcome,d,QS163-1-outcome-d,Number of self-harm and suicide attempts by adults in contact with the police because of a suspected offence.,To be determined locally,To be determined locally,"Local data collection, for example audits of incident and custody reports."
2,structure,a,QS163-2-structure-a,Evidence of local arrangements of joint working between the police and mental health services to ensure adults with suspected mental health problems are referred for comprehensive mental health assessments.,NA,NA,"Local data collection, for example established local referral pathways."
2,process,a,QS163-2-process-a,Proportion of adults in contact with the police because of a suspected offence identified as having suspected mental health problems who are referred for a comprehensive mental health assessment.,The number in the denominator who are referred for a comprehensive mental health assessment.,The number of adults in contact with the police because of a suspected offence identified as having suspected mental health problems.,"Local data collection, for example audits of attendance and custody records and referrals."
2,outcome,a,QS163-2-outcome-a,Number of adults with mental health problems in contact with the police referred to liaison and diversion services.,To be determined locally,To be determined locally,"Local data collection, for example audits of attendance and custody records."
2,outcome,b,QS163-2-outcome-b,Number of mental health assessments undertaken following referral from police services.,To be determined locally,To be determined locally,"Local data collection, for example audits of attendance and custody records."
3,structure,a,QS163-3-structure-a,Evidence of local arrangements for mental health care plans to include an agreed process for the plan to be shared with relevant services both inside and outside the criminal justice system.,NA,NA,"Local data collection, for example local information sharing and care plan protocols, and transfer of care policies."
3,process,a,QS163-3-process-a,Proportion of adults with mental health problems in contact with the criminal justice system whose care plan is shared with the services identified in the plan as involved in their ongoing care.,The number in the denominator whose mental health care plan is shared with the services identified in the plan as involved in their ongoing care.,The number of adults in contact with the criminal justice system with a mental health care plan.,"Local data collection, for example an audit of mental health care plans and transfer records."
3,outcome,a,QS163-3-outcome-a,Continuity of care for adults with mental health problems in contact with the criminal justice system.,To be determined locally,To be determined locally,"Local data collection, for example an audit of mental health care plans."
3,outcome,b,QS163-3-outcome-b,"Referral rates to mental health services, for example liaison and diversion to prison mental health services or prison mental health services to community mental health teams.",To be determined locally,To be determined locally,"Local data collection, for example an audit of custody reports."
4,structure,a,QS163-4-structure-a,Evidence of local arrangements for mental health risk management plans to be reviewed by the receiving service when adults are transferred between services within the criminal justice system.,NA,NA,"Local data collection, for example local information sharing and risk assessment protocols, transfer policies and community mental health services transfer of care policies."
4,structure,b,QS163-4-structure-b,Evidence of local arrangements to implement mental health risk management plans.,NA,NA,"Local data collection, for example evidence of availability of individual cells in police, court and prison custody, and suitable safe transport."
4,process,a,QS163-4-process-a,Proportion of transfers between services within the criminal justice system in which mental health risk management plans were reviewed.,The number in the denominator in which mental health risk management plans were reviewed.,The number of transfers between services within the criminal justice system.,"Local data collection, for example review of custody, probation and community mental health records and prison escort records."
4,outcome,a,QS163-4-outcome-a,Number of assaults within the criminal justice system.,To be determined locally,To be determined locally,"Local data collection, for example audit of incident reports."
4,outcome,b,QS163-4-outcome-b,Number of self-harm incidents within the criminal justice system.,To be determined locally,To be determined locally,"Local data collection, for example audit of incident reports and medical records."
4,outcome,c,QS163-4-outcome-c,Number of assaults committed by adults under the care of probation services.,To be determined locally,To be determined locally,"Local data collection, for example audit of incident reports and reoffending rates."
4,outcome,d,QS163-4-outcome-d,Number of self-harm incidents involving adults under the care of probation services.,To be determined locally,To be determined locally,"Local data collection, for example audit of incident reports and medical records."
