statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS81-1-structure-a,Evidence of local referral pathways to ensure that people with suspected inflammatory bowel disease have a specialist assessment within 4 weeks of referral.,NA,NA,"Local data collection. Data on referral pathways for urgent referrals are available in the National audit of inflammatory bowel disease (IBD) service provision, question OC1.2, and the National audit of paediatric inflammatory bowel disease (IBD) service provision, question OC2.1."
1,process,a,QS81-1-process-a,Proportion of people with suspected inflammatory bowel disease who have a specialist assessment within 4 weeks of referral.,The number in the denominator who have a specialist assessment within 4 weeks of referral.,The number of people with suspected inflammatory bowel disease who are referred for specialist assessment.,"Local data collection. Data on the time it takes for urgent referrals to be seen are available in the National audit of inflammatory bowel disease (IBD) service provision, question OC1.3, and the National audit of paediatric inflammatory bowel disease (IBD) service provision, questions OC2.4 and 2.6."
1,outcome,a,QS81-1-outcome-a,Patient experience of the referral process.,To be determined locally,To be determined locally,Local data collection.
2,structure,a,QS81-2-structure-a,"Evidence that services provide age‑appropriate support from a multidisciplinary team for people with inflammatory bowel disease, and their family members or carers.",NA,NA,"Local data collection. Data on patient support and the inflammatory bowel disease team are available in the National audit of inflammatory bowel disease (IBD) service provision, sections 2 and 3, and the National audit of paediatric inflammatory bowel disease (IBD) service provision, sections 2 and 3."
2,process,a,QS81-2-process-a,"Proportion of people with inflammatory bowel disease where there is a documented discussion about their needs, and the needs of their family members or carers (if appropriate), for age‑appropriate support from a multidisciplinary team.","The number in the denominator where there is a documented discussion about their needs, and the needs of their family members or carers (if appropriate), for age‑appropriate support from a multidisciplinary team.",The number of people with inflammatory bowel disease.,Local data collection. Contained within the Royal College of Physicians' National clinical audit of inpatient care for adults with ulcerative colitis.
2,process,b,QS81-2-process-b,"Proportion of people with inflammatory bowel disease whose needs, and the needs of their family members or carers (if appropriate), for age‑appropriate support from a multidisciplinary team are met.","The number in the denominator whose needs, and the needs of their family members or carers (if appropriate), for age‑appropriate support from a multidisciplinary team are met.",The number of people with inflammatory bowel disease whose needs for age‑appropriate support from a multidisciplinary team are recorded.,Local data collection.
2,outcome,a,QS81-2-outcome-a,Satisfaction of people with inflammatory bowel disease with the support provided.,To be determined locally,To be determined locally,Local data collection. The IBD inpatient experience audit asks various questions about patient experience of support in hospital.
2,outcome,b,QS81-2-outcome-b,Satisfaction of family members or carers of people with inflammatory bowel disease with the support provided.,To be determined locally,To be determined locally,Local data collection.
3,structure,a,QS81-3-structure-a,Evidence of local arrangements to ensure that people having surgery for inflammatory bowel disease have it undertaken by a colorectal surgeon who is a core member of the inflammatory bowel disease multidisciplinary team.,NA,NA,"Local data collection. Data on surgery for inflammatory bowel disease are available in the National audit of inflammatory bowel disease (IBD) service provision, section 3, and the National audit of paediatric inflammatory bowel disease (IBD) service provision, section 3."
3,process,a,QS81-3-process-a,Proportion of surgical procedures for inflammatory bowel disease undertaken by a colorectal surgeon who is a core member of the inflammatory bowel disease multidisciplinary team.,The number in the denominator undertaken by a colorectal surgeon who is a core member of the inflammatory bowel disease multidisciplinary team.,The number of surgical procedures for inflammatory bowel disease.,Local data collection and NHS Digital Hospital episode statistics.
3,outcome,a,QS81-3-outcome-a,Complications after surgery.,To be determined locally,To be determined locally,"Local data collection. Data on surgical complications are available in the National audit of inflammatory bowel disease (IBD) service provision and the National audit of paediatric inflammatory bowel disease (IBD) service provision, section 3, and the National clinical audit of inpatient care for adults with ulcerative colitis and the National clinical audit of inpatient care for young people with ulcerative colitis, section 4.2."
4,structure,a,QS81-4-structure-a,Evidence of documented local safety policies and procedures to monitor for adverse effects in people receiving drug treatment for inflammatory bowel disease.,NA,NA,"Local data collection. Data on local protocols and monitoring arrangements for immunosuppressives are available in the National audit of inflammatory bowel disease (IBD) service provision, section 3, and the National audit of paediatric inflammatory bowel disease (IBD) service provision, section 3."
4,process,a,QS81-4-process-a,Proportion of people receiving drug treatment for inflammatory bowel disease who are monitored for adverse effects.,The number in the denominator for whom there is documented evidence that there is monitoring for adverse effects of drug treatment according to local safety policies and procedures.,The number of people receiving drug treatment for inflammatory bowel disease.,"Local data collection. Data on local protocols and monitoring arrangements for immunosuppressives are available in the National audit of inflammatory bowel disease (IBD) service provision, section 3, and the National audit of paediatric inflammatory bowel disease (IBD) service provision, section 3. Data on treatment follow‑up, acute reactions and adverse events are available in the results tables of the National clinical audit of biological therapies."
4,outcome,a,QS81-4-outcome-a,The number of adverse events reported because of drug treatment for inflammatory bowel disease.,To be determined locally,To be determined locally,Local data collection. Data on adverse events are available in the results tables of the National clinical audit of biological therapies.
