statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS118-1-structure-a,Evidence of local arrangements and written clinical protocols to ensure that children and young people who present with signs or symptoms of suspected food allergy have an allergy‑focused clinical history taken.,NA,NA,Local data collection.
1,process,a,QS118-1-process-a,Proportion of children and young people presenting with suspected food allergy who have an allergy‑focused clinical history taken.,The number in the denominator who have an allergy‑focused clinical history taken.,The number of children and young people presenting with suspected food allergy.,Local data collection.
1,outcome,a,QS118-1-outcome-a,Identification of food allergy.,To be determined locally,To be determined locally,Local data collection.
2,structure,a,QS118-2-structure-a,Evidence of local arrangements and written clinical protocols to ensure that children and young people whose allergy‑focused clinical history suggests an IgE‑mediated food allergy are offered skin prick or blood tests for IgE antibodies to the suspected food allergens and likely co‑allergens.,NA,NA,Local data collection.
2,process,a,QS118-2-process-a,Proportion of children and young people whose allergy‑focused clinical history suggests an IgE‑mediated food allergy who have skin prick or blood tests for IgE antibodies to the suspected food allergens and likely co‑allergens.,The number in the denominator who have skin prick or blood tests for IgE antibodies to the suspected food allergens and likely co‑allergens.,The number of children and young people whose allergy‑focused clinical history suggests an IgE‑mediated food allergy.,Local data collection.
2,outcome,a,QS118-2-outcome-a,Incidence of IgE‑mediated food allergy.,To be determined locally,To be determined locally,Local data collection.
2,outcome,b,QS118-2-outcome-b,"Children and young people with IgE‑mediated food allergy who feel, or whose families feel, able to manage their condition.",To be determined locally,To be determined locally,Local data collection.
3,structure,a,QS118-3-structure-a,"Evidence of local arrangements and written clinical protocols to ensure that children and young people whose allergy‑focused clinical history suggests a non‑IgE‑mediated food allergy, and who have not had a severe delayed reaction, are offered a trial elimination of the suspected allergen and subsequent reintroduction.",NA,NA,Local data collection.
3,process,a,QS118-3-process-a,"Proportion of children and young people whose allergy‑focused clinical history suggests a non‑IgE‑mediated food allergy, and who have not had a severe delayed reaction, who are offered a trial elimination of the suspected allergen and subsequent reintroduction.",The number in the denominator who are offered a trial elimination of the suspected allergen and subsequent reintroduction.,"The number of children and young people whose allergy‑focused clinical history suggests a non‑IgE‑mediated food allergy, and who have not had a severe delayed reaction.",Local data collection.
3,outcome,a,QS118-3-outcome-a,Incidence of non‑IgE‑mediated food allergy.,To be determined locally,To be determined locally,Local data collection.
3,outcome,b,QS118-3-outcome-b,"Children and young people with non‑IgE‑mediated food allergy who feel, or whose families feel, able to manage their condition.",To be determined locally,To be determined locally,Local data collection.
4,structure,a,QS118-4-structure-a,Evidence of local arrangements and written clinical protocols to ensure that children and young people are referred to secondary or specialist allergy care if indicated by their allergy‑focused clinical history or diagnostic testing.,NA,NA,Local data collection.
4,process,a,QS118-4-process-a,Proportion of children and young people who are referred to secondary or specialist allergy care if their allergy‑focused clinical history or diagnostic testing indicates a need for a referral.,The number in the denominator who are referred to secondary or specialist allergy care.,The number of children and young people who have an allergy‑focused clinical history or diagnostic testing that indicates a need for a referral to secondary or specialist allergy care.,Local data collection.
4,outcome,a,QS118-4-outcome-a,Identification of food allergy.,To be determined locally,To be determined locally,Local data collection.
4,outcome,b,QS118-4-outcome-b,"Children and young people with food allergy who feel, or whose families feel, able to manage their condition.",To be determined locally,To be determined locally,Local data collection.
5,placeholder,NA,QS118-5-placeholder,NA,NA,NA,NA
6,placeholder,NA,QS118-6-placeholder,NA,NA,NA,NA
