statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS93-1-structure-a,Evidence of local arrangements and written clinical protocols to ensure that adults with non‑valvular atrial fibrillation and a CHA2DS2‑VASC stroke risk score of 2 or above are offered anticoagulation.,NA,NA,Local data collection.
1,process,a,QS93-1-process-a,Proportion of adults with non‑valvular atrial fibrillation and a CHA2DS2‑VASC stroke risk score of 2 or above who receive anticoagulation.,The number in the denominator who receive anticoagulation.,The number of adults with non‑valvular atrial fibrillation and a CHA2DS2‑VASC stroke risk score of 2 or above.,Local data collection. Data can be collected using the NHS Quality and Outcomes Framework indicator AF007.
1,outcome,a,QS93-1-outcome-a,Stroke rates in adults with a primary diagnosis of non‑valvular atrial fibrillation.,To be determined locally,To be determined locally,"Local data collection. Data can be collected using the Royal College of Physicians' Sentinel Stroke National Audit Programme (SSNAP), question 2.1."
2,structure,a,QS93-2-structure-a,Evidence of local monitoring arrangements to ensure that adults with atrial fibrillation are not prescribed aspirin as monotherapy for stroke prevention.,NA,NA,Local data collection.
2,process,a,QS93-2-process-a,Proportion of adults with atrial fibrillation who are prescribed aspirin as monotherapy for stroke prevention.,The number in the denominator who are prescribed aspirin as monotherapy for stroke prevention.,The number of adults with atrial fibrillation.,"Local data collection. Data can be collected using the Royal College of Physicians' Sentinel Stroke National Audit Programme (SSNAP), question 2.1.6."
2,outcome,a,QS93-2-outcome-a,Rates of prescribing aspirin.,To be determined locally,To be determined locally,Local data collection.
3,structure,a,QS93-3-structure-a,Evidence of local arrangements to ensure that adults with atrial fibrillation who are prescribed anticoagulation can discuss the options with their healthcare professional at least once a year.,NA,NA,NA
3,process,a,QS93-3-process-a,Proportion of adults with atrial fibrillation who are prescribed anticoagulation who discuss the options with their healthcare professional at least once a year.,The number in the denominator who discuss the options with their healthcare professional at least once a year.,The number of adults with atrial fibrillation who are prescribed anticoagulation.,Local data collection.
3,outcome,a,QS93-3-outcome-a,Patient experience.,To be determined locally,To be determined locally,Local data collection.
3,outcome,b,QS93-3-outcome-b,Rates of adherence to anticoagulation therapy for adults with atrial fibrillation.,To be determined locally,To be determined locally,Local data collection.
4,structure,a,QS93-4-structure-a,Evidence of local arrangements and written clinical protocols to ensure that adults with atrial fibrillation taking a vitamin K antagonist have their anticoagulation reassessed if their anticoagulation control is poor.,NA,NA,Local data collection.
4,process,a,QS93-4-process-a,Proportion of adults with atrial fibrillation taking a vitamin K antagonist who have their time in therapeutic range (TTR) recorded at each visit for INR assessment.,The number in the denominator who have their TTR recorded at each visit for INR assessment.,The number of adults with atrial fibrillation taking a vitamin K antagonist.,Local data collection.
4,process,b,QS93-4-process-b,Proportion of adults with poor anticoagulation control who have it reassessed.,The number in the denominator who have their anticoagulation reassessed.,The number of adults with poor anticoagulation control.,Local data collection.
4,outcome,a,QS93-4-outcome-a,Rates of thromboembolic complications.,To be determined locally,To be determined locally,Local data collection.
4,outcome,b,QS93-4-outcome-b,Patient experience.,To be determined locally,To be determined locally,Local data collection.
5,structure,a,QS93-5-structure-a,Evidence of local arrangements and referral pathways to ensure that adults with atrial fibrillation whose treatment fails to control their symptoms are referred for specialised management within 4 weeks.,NA,NA,Local data collection.
5,process,a,QS93-5-process-a,Proportion of adults with atrial fibrillation whose treatment fails to control their symptoms who are referred for specialised management within 4 weeks.,The number in the denominator who are referred for specialised management within 4 weeks.,The number of adults with atrial fibrillation whose treatment fails to control their symptoms.,Local data collection.
5,outcome,a,QS93-5-outcome-a,Adults with atrial fibrillation symptom control.,To be determined locally,To be determined locally,Local data collection.
5,outcome,b,QS93-5-outcome-b,Rates of stroke and heart failure for adults with atrial fibrillation.,To be determined locally,To be determined locally,Local data collection.
6,structure,a,QS93-6-structure-a,Evidence of local arrangements for adults with atrial fibrillation on long‑term vitamin K antagonist therapy to be supported to self‑manage with a coagulometer.,NA,NA,Local data collection.
6,process,a,QS93-6-process-a,Proportion of adults with atrial fibrillation on long‑term vitamin K antagonist therapy who are supported to self‑manage with a coagulometer.,The number in the denominator who are supported to self‑manage with a coagulometer.,The number of adults with atrial fibrillation on long‑term vitamin K antagonist therapy.,Local data collection.
6,outcome,a,QS93-6-outcome-a,Patient experience.,To be determined locally,To be determined locally,Local data collection.
6,outcome,b,QS93-6-outcome-b,Rates of adults on long‑term vitamin K antagonist therapy who self‑manage.,To be determined locally,To be determined locally,Local data collection.
