statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS202-1-structure-a,Evidence of a strategically led approach to employee health and wellbeing.,NA,NA,"Local data collection, for example an employee health and wellbeing strategy with metrics and details of the progress made."
1,structure,b,QS202-1-structure-b,Evidence that policies for managing sickness absence and return to work are part of a strategically led approach to employee health and wellbeing.,NA,NA,"Local data collection, for example policy reviews."
1,outcome,a,QS202-1-outcome-a,Rates of long-term sickness absence.,To be determined locally,To be determined locally,"Local data collection, for example HR management systems."
1,outcome,b,QS202-1-outcome-b,Rates of recurrent short-term sickness absence.,To be determined locally,To be determined locally,"Local data collection, for example HR management systems."
1,outcome,c,QS202-1-outcome-c,Employee satisfaction with organisational implementation of policies for managing sickness absence and return to work.,To be determined locally,To be determined locally,"Local data collection, for example staff surveys."
2,structure,a,QS202-2-structure-a,"Evidence of policies or procedures to ensure that employees who are assessed as 'not fit for work' in their 'fit note' during periods of sickness absence are contacted by their employer as soon as possible during their sickness absence, and within 4 weeks of the start of the sickness absence.",NA,NA,"Local data collection, for example review of organisation sickness absence and return-to-work policies, and HR management systems."
2,process,a,QS202-2-process-a,Proportion of employees assessed as 'not fit for work' in their 'fit note' during periods of sickness absence who are contacted by their employer.,The number in the denominator who are contacted by their employer.,The number of employees who are assessed as 'not fit for work' in their 'fit note'.,"Local data collection, for example employee HR records."
2,process,b,QS202-2-process-b,Proportion of employees assessed as 'not fit for work' in their 'fit note' who were contacted by their employer within 4 weeks of the start of their sickness absence.,The number in the denominator who were contacted by their employer within 4 weeks of the start of their sickness absence.,The number of employees assessed as 'not fit for work' in their 'fit note' during periods of sickness absence.,"Local data collection, for example employee HR records."
2,outcome,a,QS202-2-outcome-a,Rates of long-term sickness absence.,To be determined locally,To be determined locally,"Local data collection, for example HR management systems."
2,outcome,b,QS202-2-outcome-b,Employee satisfaction with the support from their employer during their sickness absence.,To be determined locally,To be determined locally,"Local data collection, for example employee surveys."
3,structure,a,QS202-3-structure-a,Evidence that statements of fitness for work include information on how an employee's reason for sickness absence or their treatment might affect them at work.,NA,NA,"Local data collection, for example local audit of statements of fitness for work issued."
3,process,a,QS202-3-process-a,Proportion of statements of fitness for work making use of the 'may be fit for work' option that include 'may be fit for work' advice.,The number in the denominator that include 'may be fit for work' advice.,The number of statements of fitness for work making use of the 'may be fit for work' option.,NHS Digital's fit notes issued by GP practices covers information on the proportion of fit notes making use of 'may be fit for work' broken down by the advice selected.
3,outcome,a,QS202-3-outcome-a,Employee satisfaction with adjustments and support on their return to work.,To be determined locally,To be determined locally,"Local data collection, for example employee surveys."
3,outcome,b,QS202-3-outcome-b,Rates of recurrent sickness absence.,To be determined locally,To be determined locally,"Local data collection, for example HR management systems."
4,structure,a,QS202-4-structure-a,Evidence of procedures to ensure that employees returning from sickness absence have any workplace adjustments recorded in a return-to-work plan.,NA,NA,"Local data collection, for example review of organisation sickness absence and return-to-work policies."
4,structure,b,QS202-4-structure-b,Evidence of procedures to ensure that employees returning from sickness absence have their return-to-work plan monitored and reviewed.,NA,NA,"Local data collection, for example review of organisation sickness absence and return-to-work policies."
4,process,a,QS202-4-process-a,Proportion of employees returning from sickness absence who need workplace adjustments and have a return-to-work plan.,The number in the denominator who have a return-to-work plan.,The number of employees returning from sickness absence who need workplace adjustments.,"Local data collection, for example employee HR records."
4,process,b,QS202-4-process-b,Proportion of employees who have workplace adjustments recorded in a return-to-work plan who have their return-to-work plan monitored and reviewed.,The number in the denominator who have their return-to-work plan monitored and reviewed.,The number of employees who have workplace adjustments recorded in a return-to-work plan.,"Local data collection, for example employee HR records."
4,outcome,a,QS202-4-outcome-a,Employee satisfaction with workplace adjustments on their return to work.,To be determined locally,To be determined locally,"Local data collection, for example local audit of return-to-work plans, employee surveys."
4,outcome,b,QS202-4-outcome-b,Rates of recurrent sickness absence.,To be determined locally,To be determined locally,"Local data, for example HR management systems."
