statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS206-1-structure-a,Evidence of local arrangements to ensure that adults who will have hip or knee replacement receive advice on preoperative rehabilitation when they are listed for surgery.,NA,NA,"Data can be collected from information recorded locally by provider organisations, for example, from clinical protocols. The Getting It Right First Time (GIRFT) orthopaedic surgery follow-up report (2020) includes the proportion of trusts who offer elective orthopaedic surgery and provide preoperative care that includes education and identifying patients at risk of a poor functional outcome for total knee replacement."
1,process,a,QS206-1-process-a,Proportion of adults who will have hip or knee replacement who receive advice on preoperative rehabilitation when they are listed for surgery.,The number in the denominator who receive advice on preoperative rehabilitation when they are listed for surgery.,The number of adults who will have hip or knee replacement.,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records."
1,outcome,a,QS206-1-outcome-a,Average health gain and improvement rate associated with patient-reported outcome measures (PROMs) for hip or knee replacement.,To be determined locally,To be determined locally,"NHS Digital's PROMs collect pre- and post-operative data from patients having elective inpatient hip or knee replacement funded by NHS England. Health gain is reported at national, clinical commissioning group and provider levels. Improvement rates are reported at national and provider levels."
1,outcome,b,QS206-1-outcome-b,The percentage of patients reporting the results of their hip or knee replacement as 'excellent' or 'very good' and that their problems are 'much better' or a 'little better' after their operation.,To be determined locally,To be determined locally,Success and satisfaction scores are collected postoperatively as part of NHS Digital's PROMs questionnaires. Success and satisfaction scores are reported at national level.
2,structure,a,QS206-2-structure-a,Evidence of local processes to support a discussion that includes the risks and benefits of partial and total knee replacement with adults who have isolated medial compartmental osteoarthritis and will be having knee replacement.,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by provider organisations, for example, from service protocols."
2,structure,b,QS206-2-structure-b,Evidence of service specifications to ensure that both total and partial knee replacements are available to adults with isolated medial compartmental osteoarthritis who will be having knee replacement.,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by provider organisations, for example, from service specifications."
2,process,a,QS206-2-process-a,Proportion of primary knee replacements that are partial knee replacements.,The number in the denominator that are partial knee replacements.,The number of primary knee replacements.,"The National Joint Registry (NJR) collects data on the number of primary knee replacements that are unicondylar knee replacements. Data is presented in the 36‑month practice profile for hospitals in the NJR's Surgeon and Hospital Profile service for hip, knee, ankle, elbow and shoulder joint replacement surgery."
3,structure,a,QS206-3-structure-a,Evidence of clinical protocols to ensure that adults who are having hip or knee replacement are given tranexamic acid during surgery.,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by provider organisations, for example, from clinical protocols."
3,process,a,QS206-3-process-a,Proportion of hip or knee replacement operations during which tranexamic acid is given.,The number in the denominator during which tranexamic acid is given.,The number of hip or knee replacement operations.,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records."
3,outcome,a,QS206-3-outcome-a,Blood transfusion rates associated with hip or knee replacement surgery.,To be determined locally,To be determined locally,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records and electronic prescribing systems."
