statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS86-1-structure-a,Evidence of local arrangements to ensure that older people are asked about falls when they have routine assessments and reviews with primary care services.,NA,NA,Local data collection.
1,structure,b,QS86-1-structure-b,Evidence of local arrangements to ensure that older people are asked about falls when they have routine assessments and reviews with community health and social care practitioners.,NA,NA,Local data collection.
1,structure,c,QS86-1-structure-c,Evidence of local arrangements to ensure that older people are asked about falls when they present at hospital.,NA,NA,Local data collection.
1,process,a,QS86-1-process-a,Proportion of older people asked about falls during routine assessments and reviews with primary care services.,The number in the denominator where the person was asked about falls.,The number of older people who have had a routine assessment or review by a primary care service.,Local data collection based on reviews of individual care records.
1,process,b,QS86-1-process-b,Proportion of older people asked about falls during routine assessments and reviews with community health and social care practitioners.,The number in the denominator where the person was asked about falls.,The number of older people who have had a routine assessment or review with a community health or social care practitioner.,Local data collection based on reviews of individual care records.
1,process,c,QS86-1-process-c,Proportion of older people asked about falls when they present at hospital.,The number in the denominator where the person was asked about falls.,The number of older people who have presented at hospital.,Local data collection based on reviews of individual care records.
1,outcome,a,QS86-1-outcome-a,Number of older people alerted to a risk of falling.,To be determined locally,To be determined locally,Local data collection based on reviews of individual care records.
2,structure,a,QS86-2-structure-a,Evidence of local arrangements to ensure that older people at risk of falling are referred to healthcare professionals with skills and experience in carrying out multifactorial falls risk assessment.,NA,NA,Local data collection.
2,structure,b,QS86-2-structure-b,Evidence of local arrangements to ensure that multifactorial assessment comprises multiple components to identify individual risks of falling.,NA,NA,Local data collection.
2,structure,c,QS86-2-structure-c,"Evidence of local arrangements for access to a specialist falls service comprising a multidisciplinary team with access to diagnostic, assessment and intervention facilities.",NA,NA,Local data collection.
2,process,a,QS86-2-process-a,Proportion of older people at risk of falling presenting to a healthcare professional who are referred for multifactorial falls risk assessment.,The number in the denominator where the older person was referred for a multifactorial falls risk assessment.,The number of older people presenting to a healthcare professional who are considered to be at risk of falling.,Local data collection based on reviews of individual care records.
2,process,b,QS86-2-process-b,Proportion of older people at risk of falling who have a multifactorial falls risk assessment following referral by a healthcare professional.,The number in the denominator where the older person has had a multifactorial falls risk assessment.,The number of older people at risk of falling referred for a multifactorial falls risk assessment by a healthcare professional.,Local data collection based on reviews of individual care records.
2,outcome,a,QS86-2-outcome-a,Number of older people alerted to their specific risks of falling.,To be determined locally,To be determined locally,Local data collection based on reviews of individual care records.
2,outcome,b,QS86-2-outcome-b,Proportion of older people with underlying health problems identified.,To be determined locally,To be determined locally,Local data collection based on reviews of individual care records.
2,outcome,c,QS86-2-outcome-c,Rate of falls in older people.,To be determined locally,To be determined locally,Local data collection based on reviews of individual care records.
2,outcome,d,QS86-2-outcome-d,"Injuries due to falls in people aged 65 and over (age-sex standardised rate of emergency hospital admissions for injuries due to falls in people aged 65 and over per 100,000 population).",To be determined locally,To be determined locally,Public health outcomes framework (available at local authority level) and CCG improvement and assessment framework (available at clinical commissioning group level).
3,structure,a,QS86-3-structure-a,Evidence of local arrangements to ensure that older people assessed as being at increased risk of falling have an individualised multifactorial intervention.,NA,NA,Local data collection.
3,process,a,QS86-3-process-a,Proportion of older people assessed as being at increased risk of falling who have an individualised multifactorial intervention.,The number in the denominator where the older person has received an individualised multifactorial intervention.,The number of older people assessed as being at increased risk of falling.,Local data collection. Numerator sourced from individual patient records. Denominator sourced from information collected in multifactorial falls risk assessments.
3,outcome,a,QS86-3-outcome-a,Rates of falls in older people.,To be determined locally,To be determined locally,Local data collection based on reviews of individual care records.
3,outcome,b,QS86-3-outcome-b,"Injuries due to falls in people aged 65 and over (age-sex standardised rate of emergency hospital admissions for injuries due to falls in people aged 65 and over per 100,000 population).",To be determined locally,To be determined locally,Public health outcomes framework (available at local authority level) and CCG improvement and assessment framework (available at clinical commissioning group level).
3,outcome,c,QS86-3-outcome-c,Proportion of older people who have received a multifactorial intervention for falls who feel able to manage activities of daily living.,To be determined locally,To be determined locally,Local data collection based on surveys of older people who have had a multifactorial intervention for falls.
4,structure,a,QS86-4-structure-a,Evidence of local arrangements to ensure that hospitals have a post-fall protocol that includes checks for signs or symptoms of fracture and potential for spinal injury before the older person is moved.,NA,NA,"Local data collection. Results for 2011 were collected by the pilot audit by the Royal College of Physicians (2012) Report of the 2011 inpatient falls pilot audit, section 2: Policy, protocol and paperwork, table 2.5.1 (a)."
4,process,a,QS86-4-process-a,Proportion of falls by older people during a hospital stay where the person is checked for signs or symptoms of fracture and potential for spinal injury before they are moved.,The number in the denominator where the person is checked for signs or symptoms of fracture and potential for spinal injury before they are moved.,The number of falls in older people during a hospital stay.,Local data collection.
4,outcome,a,QS86-4-outcome-a,Level of harm caused by falls in hospital in people aged 65 and over.,To be determined locally,To be determined locally,Local data collection.
4,outcome,b,QS86-4-outcome-b,Injuries resulting from falls in hospital in people aged 65 and over.,To be determined locally,To be determined locally,Local data collection.
5,structure,a,QS86-5-structure-a,Evidence of local arrangements to ensure that hospitals have a post-fall protocol that includes using safe manual handling methods for moving older people with signs or symptoms of fracture or potential for spinal injury.,NA,NA,"Local data collection. Results for 2011 were collected by the pilot audit by the Royal College of Physicians (2012) Report of the 2011 inpatient falls pilot audit, section 2: Policy, protocol and paperwork, table 2.5.1 (b)."
5,process,a,QS86-5-process-a,Proportion of falls by older people during a hospital stay where the person has signs or symptoms of fracture or potential for spinal injury and is moved using safe manual handling methods.,The number in the denominator where the person is moved using safe manual handling methods.,The number of falls by older people during a hospital stay where the person has signs or symptoms of fracture or potential for spinal injury.,Local data collection.
5,outcome,a,QS86-5-outcome-a,Level of harm caused by falls in hospital in people aged 65 and over.,To be determined locally,To be determined locally,Local data collection.
6,structure,a,QS86-6-structure-a,Evidence of local arrangements to ensure that NHS organisations with inpatient beds have a post-fall protocol that includes timescales for medical examination.,NA,NA,"Local data collection. Results for 2011 were collected by the pilot audit by the Royal College of Physicians (2012) Report of the 2011 inpatient falls pilot audit, section 2: Policy, protocol and paperwork, table 2.5.1 (f)."
6,process,a,QS86-6-process-a,Proportion of falls in older people during a hospital stay where the person has a medical examination completed within 12 hours.,The number in the denominator where the person has a medical examination completed within 12 hours.,The number of falls in older people during a hospital stay.,Local data collection.
6,process,b,QS86-6-process-b,"Proportion of falls in older people during a hospital stay where the person shows signs of serious injury, is highly vulnerable to injury or has been immobilised, where a fast-track medical examination is completed within 30 minutes.",The number in the denominator where the person has a fast-track medical examination completed within 30 minutes.,"The number of falls in older people during a hospital stay where the person shows signs of serious injury, is highly vulnerable to injury or has been immobilised.",Local data collection.
6,outcome,a,QS86-6-outcome-a,Level of harm caused by falls during a hospital stay in people aged 65 and over.,To be determined locally,To be determined locally,Local data collection.
7,structure,a,QS86-7-structure-a,Evidence of local arrangements to ensure that older people who present for medical attention because of a fall have a multifactorial falls risk assessment.,NA,NA,Local data collection.
7,process,a,QS86-7-process-a,Proportion of older people who present for medical attention to their general practice because of a fall who have a multifactorial falls risk assessment.,The number in the denominator who have a multifactorial falls risk assessment.,The number of older people who present for medical attention to their general practice because of a fall.,Local data collection. Contained within the Royal College of Physicians' Fracture Liaison Service Database.
7,process,b,QS86-7-process-b,Proportion of older people who present for medical attention at hospital because of a fall who have a multifactorial falls risk assessment.,The number in the denominator who have a multifactorial falls risk assessment.,The number of older people who present for medical attention at hospital because of a fall.,"Local data collection. Royal College of Physicians (2011) Falling standards, broken promises: report of the national audit of falls and bone health, Organisational audit results, section 5.1: Multifactorial falls risk assessment."
7,process,c,QS86-7-process-c,Proportion of older people who present for medical attention at walk-in health centres because of a fall who have a multifactorial falls risk assessment.,The number in the denominator who have a multifactorial falls risk assessment.,The number of older people who present for medical attention at walk-in health centres because of a fall.,Local data collection.
8,structure,a,QS86-8-structure-a,Evidence of local arrangements to ensure that older people living in the community who have a known history of recurrent falls are referred for strength and balance training.,NA,NA,Local data collection.
