statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS174-1-structure-a,Evidence of ambulance services supporting specialist and advanced paramedic training.,NA,NA,"Local data collection, for example, personal development plans (PDPs), training plans and education and workforce strategies. The College of Paramedics and Health Education England's Digital career framework includes details on the levels of experience and education required to undertake specialist and advanced paramedic practitioner roles."
1,structure,b,QS174-1-structure-b,Evidence of ambulance services having specialist and advanced paramedic practitioners who can respond to 999 calls for suspected medical emergencies.,NA,NA,"Local data collection, for example service protocols and staff rotas."
1,outcome,a,QS174-1-outcome-a,Proportion of incidents resolved without conveyance to an emergency department.,To be determined locally,To be determined locally,"Local data collection, for example, audit of electronic case records. The National Audit Office report on NHS ambulance services includes details on resolved incidents without conveyance to an emergency department."
2,structure,a,QS174-2-structure-a,Evidence of local arrangements and written clinical protocols to ensure that adults who are admitted with undifferentiated medical emergencies have an assessment and initial treatment in an AMU.,NA,NA,"Local data collection, for example clinical protocols and agreed pathways."
2,process,a,QS174-2-process-a,Proportion of hospital admissions for undifferentiated medical emergencies who were admitted to an AMU.,The number in the denominator who are admitted to an AMU.,The number of hospital admissions of adults for undifferentiated medical emergencies.,"Local data collection, for example audit of electronic case records."
2,outcome,a,QS174-2-outcome-a,Hospital mortality rates for adults admitted to hospital for undifferentiated medical emergencies.,To be determined locally,To be determined locally,"Local data collection, for example audit of electronic case records."
2,outcome,b,QS174-2-outcome-b,Length of hospital stay for adults admitted with undifferentiated medical emergencies.,To be determined locally,To be determined locally,"Local data collection, for example audit of electronic case records."
3,structure,a,QS174-3-structure-a,Evidence of consultant availability during daytime working hours to assess adults who have a medical emergency within 6 hours of the time of admission to hospital.,NA,NA,"Local data collection, for example, from staff rotas and service specifications. For measurement purposes, the first consultant review within a maximum of 6 hours from the time of admission to hospital has been included during the daytime working hours timeframe (normally at least 08.00 to 20.00) based on NHS England (2017) Seven Day Services Clinical Standards."
3,structure,b,QS174-3-structure-b,Evidence of consultant availability to assess adults who have a medical emergency within 14 hours of the time of admission to hospital.,NA,NA,"Local data collection, for example, from staff rotas and service specifications. For measurement purposes timeframes have been included based on NHS England (2017) Seven Day Services Clinical Standards and Society for Acute Medicine (2017) Benchmarking audit. These align with the examples of possible considerations in NICE guideline NG94, recommendation 1.2.5."
3,structure,c,QS174-3-structure-c,Evidence of consultant availability to review adults daily who have a medical emergency after the initial consultant review is carried out.,NA,NA,"Local data collection, for example, from staff rotas and service specifications. NHS England (2017) Seven Day Services Clinical Standards includes details of ongoing daily consultant review."
3,process,a,QS174-3-process-a,Proportion of hospital admissions for adults with a medical emergency during the daytime working hours in which a consultant assessment is carried out within 6 hours of the time of admission to hospital.,The number in the denominator in which a consultant assessment is carried out within 6 hours of the time of admission to hospital.,The number of hospital admissions of adults with a medical emergency during the daytime working hours.,"Local data collection, for example, audit of electronic case records. NHS Digital (2018) Accident and Emergency Quality Indicators includes information on time to initial assessment."
3,process,b,QS174-3-process-b,Proportion of hospital admissions for adults with a medical emergency in which a consultant assessment is carried out within 14 hours of the time of admission to hospital.,The number in the denominator in which a consultant assessment is carried out within 14 hours of the time of admission to hospital.,The number of hospital admissions for adults with a medical emergency.,"Local data collection, for example, audit of electronic case records. NHS Digital (2018) Accident and Emergency Quality Indicators includes information on time to initial assessment."
3,process,c,QS174-3-process-c,Proportion of hospital admissions for adults with a medical emergency in which a consultant review is carried out at least once every 24 hours after the initial consultant review.,The number in the denominator in which a consultant review is carried out at least once every 24 hours.,The number of hospital admissions for adults with a medical emergency in which the person has had the initial consultant review.,"Local data collection, for example local audit of patient records, staff rotas and service specifications. NHS England (2017) Seven Day Services Clinical Standards includes a timeframe for consultant review of at least once every 24 hours after the initial consultant review."
3,outcome,a,QS174-3-outcome-a,Length of hospital stay for adults admitted with a medical emergency.,To be determined locally,To be determined locally,"Local data collection, for example, local audit of patient records. NHS Digital Hospital episode statistics includes length of stay data."
4,structure,a,QS174-4-structure-a,Evidence of structured (verbal and written or electronic) handover processes during transitions of care for adults who have been admitted with a medical emergency.,NA,NA,"Local data collection, for example, ward transfer protocols. NHS England (2017) Seven Day Services Clinical Standards and the Royal College of Physicians (2011) Acute care toolkit 1: handover both include details on patient handover processes."
4,process,a,QS174-4-process-a,Proportion of transitions of care for adults admitted with a medical emergency in which a structured handover of care is carried out.,The number in the denominator who have a structured handover of care.,The number of transitions of care for adults admitted with a medical emergency.,"Local data collection, for example, local audit of patient records."
4,outcome,a,QS174-4-outcome-a,Patient experience of the structured care handover during transitions of care.,To be determined locally,To be determined locally,"Local data collection, for example local audit of patient records."
