statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS154-1-structure-a,"Evidence of local arrangements to ensure that people in contact with mental health services who have been violent or aggressive while receiving support in mental health, health or community settings have identified triggers and early warning signs for these behaviours included in their care plan.",NA,NA,"Local data collection, for example, service protocols on managing violent or aggressive behaviours."
1,process,a,QS154-1-process-a,"Proportion of people in contact with mental health services who have been violent or aggressive while receiving support in mental health, health or community settings whose care plan includes identified triggers and early warning signs for these behaviours.",The number in the denominator with a care plan that includes any identified triggers and early warning signs.,"The number of people in contact with mental health services who have been violent or aggressive while receiving support in mental health, health or community settings.",Local data collection.
1,outcome,a,QS154-1-outcome-a,Service user experience of involvement in managing violent and aggressive behaviours.,To be determined locally,To be determined locally,"Local data collection, for example, surveys capturing service user experience."
1,outcome,b,QS154-1-outcome-b,"Number of incidents needing restrictive interventions including observation, seclusion, manual restraint, mechanical restraint and rapid tranquillisation.",To be determined locally,To be determined locally,Local data collection and restrictive interventions recorded in the NHS Digital Mental health services data set.
2,structure,a,QS154-2-structure-a,"Evidence of local arrangements to ensure that people in contact with mental health services who have been violent or aggressive while receiving support in mental health, health or community settings have any identified de‑escalation techniques that have been successful and advance statements about the use of restrictive interventions included in their care plan.",NA,NA,"Local data collection, for example, service protocols on managing violent or aggressive behaviours."
2,process,a,QS154-2-process-a,"Proportion of people in contact with mental health services who have been violent or aggressive while receiving support in mental health, health or community settings whose care plan identifies de-escalation techniques that have been successful.",The number in the denominator with a care plan that includes any identified de-escalation techniques that have been successful.,"The number of people in contact with mental health services who have been violent or aggressive while receiving support in mental health, health or community settings.","Local data collection, for example care plan reviews."
2,process,b,QS154-2-process-b,"Proportion of people in contact with mental health services who have been violent or aggressive while receiving support in mental health, health or community settings whose care plan includes advance statements about the use of restrictive interventions.",The number in the denominator with a care plan that includes advance statements about the use of restrictive interventions.,"The number of people in contact with mental health services who have been violent or aggressive while receiving support in mental health, health or community settings.","Local data collection, for example care plan reviews."
2,outcome,a,QS154-2-outcome-a,Service user experience of managing violent and aggressive behaviours.,To be determined locally,To be determined locally,"Local data collection, for example surveys capturing service user experience."
2,outcome,b,QS154-2-outcome-b,"Number of incidents requiring restrictive interventions including observation, seclusion, manual restraint, mechanical restraint and rapid tranquillisation.",To be determined locally,To be determined locally,Local data collection. Information on restrictive interventions is recorded in the NHS Digital Mental health services data set.
3,structure,a,QS154-3-structure-a,Evidence of local arrangements to ensure that people with a mental health problem who are manually restrained have their physical health monitored during and after manual restraint.,NA,NA,"Local data collection, for example, service protocol on physical restraint."
3,process,a,QS154-3-process-a,Proportion of incidents involving manual restraint of a person with a mental health problem in which physical health was monitored during the restraint.,The number in the denominator in which physical health was monitored during the restraint.,The number of incidents involving manual restraint of a person with a mental health problem.,"Local data collection, for example, patient safety incident reports."
3,process,b,QS154-3-process-b,Proportion of incidents involving manual restraint of a person with a mental health problem in which physical health was monitored after manual restraint.,The number in the denominator in which physical health was monitored after manual restraint.,The number of incidents involving manual restraint of a person with a mental health problem.,"Local data collection, such as patient safety incident reports."
3,outcome,a,QS154-3-outcome-a,Proportion of incidents involving manual restraint of a person with a mental health problem where harm to the person occurred.,To be determined locally,To be determined locally,"Local data collection, such as organisation patient safety incident reports."
4,structure,a,QS154-4-structure-a,"Evidence of local arrangements to ensure that people with a mental health problem who are given rapid tranquillisation have side effects, vital signs, hydration level and consciousness monitored.",NA,NA,"Local data collection, for example, service protocol on physical restraint."
4,process,a,QS154-4-process-a,"Proportion of incidents involving rapid tranquillisation of people with a mental health problem in which side effects, vital signs, hydration level and consciousness were monitored after the intervention.","The number in the denominator in which side effects, vital signs, hydration level and consciousness were monitored after the intervention.",The number of incidents involving rapid tranquillisation of people with a mental health problem.,"Local data collection, for example, patient safety incident reports."
4,outcome,a,QS154-4-outcome-a,Proportion of incidents involving rapid tranquillisation of a person with a mental health problem where harm to the person occurred.,To be determined locally,To be determined locally,"Local data collection, such as organisation patient safety incident reports."
5,structure,a,QS154-5-structure-a,"Evidence of local arrangements to ensure that the service carries out an immediate post-incident debrief after each incident when restraint, rapid tranquillisation or seclusion was used.",NA,NA,"Local data collection, for example, service protocol on physical restraint."
5,structure,b,QS154-5-structure-b,"Evidence of local arrangements to ensure that people with a mental health problem who experience restraint, rapid tranquillisation or seclusion are involved in an immediate post-incident debrief.",NA,NA,"Local data collection, for example, service protocol on physical restraint."
5,process,a,QS154-5-process-a,Proportion of incidents involving a person with a mental health problem where the person was involved in the immediate post-incident debrief.,The number in the denominator where the person was involved in the immediate post-incident debrief.,The number of incidents involving a person with a mental health problem.,"Local data collection, for example, patient safety incident reports."
5,outcome,a,QS154-5-outcome-a,Service user experience of post-incident debriefs.,To be determined locally,To be determined locally,"Local data collection, for example, local surveys capturing service user experience."
5,outcome,b,QS154-5-outcome-b,Reduced number of incidents.,To be determined locally,To be determined locally,Local data collection and restrictive interventions recorded in the NHS Digital Mental health services data set.
