statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS101-1-structure-a,Evidence of local arrangements for local authorities and clinical commissioning groups to jointly choose a lead person to oversee strategic commissioning of services for all people with a learning disability.,NA,NA,"Local data collection, for example from joint working protocols."
1,structure,b,QS101-1-structure-b,"Evidence that the lead commissioner role specifies that they have in‑depth knowledge and experience of working with children, young people and adults with a learning disability and behaviour that challenges, including knowledge of local services.",NA,NA,"Local data collection, for example job descriptions."
2,structure,a,QS101-2-structure-a,Evidence of local arrangements to ensure that people with a learning disability have an annual health check from their GP.,NA,NA,Local data collection.
2,process,a,QS101-2-process-a,Proportion of people with a learning disability who have an annual health check from their GP.,The number in the denominator who had an annual health check from their GP in the past 12 months.,The number of people with a learning disability in contact with a GP service.,Local data collection.
3,structure,a,QS101-3-structure-a,"Evidence of local arrangements to ensure that people with a learning disability and behaviour that challenges have an initial assessment to identify possible triggers, environmental factors and function of the behaviour.",NA,NA,Local data collection.
3,process,a,QS101-3-process-a,"Proportion of people with a learning disability and behaviour that challenges who have an initial assessment to identify possible triggers, environmental factors and function of the behaviour.","The number in the denominator who have an initial assessment to identify possible triggers, environmental factors and function of the behaviour.",The number of people with a learning disability presenting with behaviour that challenges.,Local data collection.
4,structure,a,QS101-4-structure-a,Evidence of local arrangements to ensure that named lead practitioners are responsible for coordinating care and support of people with a learning disability and behaviour that challenges.,NA,NA,"Local data collection, such as records from community learning disability teams or GP practices."
4,structure,b,QS101-4-structure-b,Evidence of local arrangements to ensure that lead practitioners have access to all agencies involved in supporting people with a learning disability and behaviour that challenges.,NA,NA,"Local data collection, such as review of service level agreements."
4,process,a,QS101-4-process-a,Proportion of people with a learning disability and behaviour that challenges who have a named lead practitioner.,The number in the denominator who have a named lead practitioner.,The number of people with a learning disability and behaviour that challenges.,"Local data collection, such as records from community learning disability teams or GP practices."
4,outcome,a,QS101-4-outcome-a,Proportion of people with a learning disability and behaviour that challenges who feel satisfied with services.,The number in the denominator who feel satisfied with services.,The number of people with a learning disability and behaviour that challenges.,"Local data collection, for example, using surveys, focus groups and other methods of gathering the views of people using services, such as those used in the Challenging Behaviour Foundation and Mencap's valuing the views of children with a learning disability."
4,outcome,b,QS101-4-outcome-b,Proportion of people with a learning disability and behaviour that challenges and their families and carers who feel satisfied with involvement in decision making.,The number in the denominator who feel satisfied with services.,The number of people with a learning disability and behaviour that challenges and their families and carers.,"Local data collection, for example, using surveys, focus groups and other methods of gathering the views of people using services and their families, such as those used in the Challenging Behaviour Foundation and Mencap's valuing the views of children with a learning disability."
