statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS141-1-structure-a,"Evidence of local arrangements to identify people aged 16 to 35 years who have arrived in the country within the past 5 years, from countries with a high incidence of TB, when they register with a GP.",NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from service protocols."
1,structure,b,QS141-1-structure-b,"Evidence of local arrangements to ensure that people aged 16 to 35 years who have arrived in the country within the past 5 years, from countries with a high incidence of TB, are tested or referred for testing for latent TB infection when they register with a GP.",NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from service protocols."
1,process,a,QS141-1-process-a,"Proportion of people aged 16 to 35 years who have arrived in the country within the past 5 years, from countries with a high incidence of TB, who are tested for latent TB infection when they register with a GP.",The number in the denominator who are tested for latent TB infection.,"The number of people aged 16 to 35 years who have arrived in the country within the past 5 years, from countries with a high incidence of TB, registering with a GP.",The Office for Health Improvement and Disparities' latent tuberculosis infection testing and treatment programme for migrants. The data collection includes the number of people tested for latent TB infection as a proportion of the total number of individuals offered a test.
1,outcome,a,QS141-1-outcome-a,TB incidence.,To be determined locally,To be determined locally,National and regional data on TB incidence in England is collected in the Office for Health Improvement and Disparities' TB strategy monitoring indicators.
2,structure,a,QS141-2-structure-a,"Evidence of local arrangements to ensure that adults aged under 65 years who are diagnosed with HIV, are referred for testing for latent TB infection.",NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from service protocols."
2,process,a,QS141-2-process-a,"Proportion of adults aged under 65 years diagnosed with HIV, who are tested for latent TB infection.",The number in the denominator who are tested for latent TB infection.,The number of adults aged under 65 years diagnosed with HIV.,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records."
2,outcome,a,QS141-2-outcome-a,TB incidence.,To be determined locally,To be determined locally,National and regional data on TB incidence in England is collected in the Office for Health Improvement and Disparities' TB strategy monitoring indicators.
3,structure,a,QS141-3-structure-a,"Evidence of local arrangements to ensure that people who are referred to a TB service, who meet specific criteria, have rapid diagnostic NAATs.",NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from service protocols."
3,process,a,QS141-3-process-a,"Proportion of people referred to TB services, who are aged 15 years or younger, who have rapid diagnostic NAATs to detect M. tuberculosis complex in primary respiratory specimens.",The number in the denominator who have rapid diagnostic NAATs to detect M. tuberculosis complex in primary respiratory specimens.,The number of people who are referred to TB services who are aged 15 years or younger.,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records."
3,process,b,QS141-3-process-b,"Proportion of people with HIV referred to TB services, who have rapid diagnostic NAATs to detect M. tuberculosis complex in primary respiratory specimens.",The number in the denominator who have rapid diagnostic NAATs to detect M. tuberculosis complex in primary respiratory specimens.,The number of people with HIV who are referred to TB services,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records."
