statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS100-1-structure-a,Evidence of local arrangements to ensure that the QRISK2 tool is used to formally risk assess adults under 85 years when an estimated increased risk of CVD is identified.,NA,NA,Local data collection.
1,process,a,QS100-1-process-a,Proportion of adults under 85 years with an estimated increased risk of CVD who have a full formal risk assessment using the QRISK2 tool.,The number in the denominator having a full formal risk assessment using the QRISK2 tool.,The number of adults under 85 years with an estimated increased risk of CVD.,Local data collection.
2,structure,a,QS100-2-structure-a,Evidence of local arrangements to ensure that adults with a 10‑year risk of CVD of 10% or more are assessed for secondary causes before any offer of statin therapy.,NA,NA,Local data collection.
2,process,a,QS100-2-process-a,Proportion of adults with a 10‑year risk of CVD of 10% or more who are assessed for secondary causes before any offer of statin therapy.,The number in the denominator who are assessed for secondary causes before any offer of statin therapy.,The number of adults with a 10‑year risk of CVD of 10% or more.,Local data collection.
3,structure,a,QS100-3-structure-a,Evidence of local arrangements to ensure that adults with a 10‑year risk of CVD of 10% or more receive advice on lifestyle changes before any offer of statin therapy.,NA,NA,Local data collection.
3,process,a,QS100-3-process-a,Proportion of adults with a 10‑year risk of CVD of 10% or more who receive advice on lifestyle changes before any offer of statin therapy.,The number in the denominator who receive advice on lifestyle changes before any offer of statin therapy.,The number of adults with a 10‑year risk of 10% or more.,Local data collection.
4,structure,a,QS100-4-structure-a,"Evidence of local arrangements to ensure that adults with a 10‑year risk of CVD of 10% or more, for whom lifestyle changes are ineffective or inappropriate, discuss with their healthcare professional the risks and benefits of starting statin therapy.",NA,NA,Local data collection.
4,process,a,QS100-4-process-a,"Proportion of adults with a 10‑year risk of CVD of 10% or more, for whom lifestyle changes are ineffective or inappropriate, with a recorded discussion on the risks and benefits of starting statin therapy.",The number in the denominator who have a record of a discussion on the risks and benefits of starting statin therapy.,The number of adults with a 10‑year risk of CVD of 10% or more for whom lifestyle changes have been ineffective or are inappropriate.,Local data collection.
5,structure,a,QS100-5-structure-a,Evidence of local arrangements to ensure that adults who choose statin therapy for primary prevention are offered atorvastatin 20 mg.,NA,NA,Local data collection.
5,process,a,QS100-5-process-a,Proportion of adults choosing statin therapy for primary prevention of CVD who are prescribed atorvastatin 20 mg.,The number in the denominator prescribed atorvastatin 20 mg.,The number of adults choosing statin therapy for primary prevention of CVD.,Local data collection.
6,structure,a,QS100-6-structure-a,Evidence of local arrangements to ensure that adults with newly diagnosed CVD are offered atorvastatin 80 mg.,NA,NA,Local data collection.
6,process,a,QS100-6-process-a,Proportion of adults with newly diagnosed CVD who are prescribed atorvastatin 80 mg.,The number in the denominator prescribed atorvastatin 80 mg.,The number of adults with newly diagnosed CVD.,Local data collection.
7,structure,a,QS100-7-structure-a,Evidence of local arrangements to ensure that adults on a high‑intensity statin are monitored for side effects and offered a lower dose or an alternative statin if necessary.,NA,NA,Local data collection.
7,process,a,QS100-7-process-a,Proportion of adults reporting side effects from a high‑intensity statin who are given a lower dose or alternative statin.,The number in the denominator at which a lower dose or alternative statin is prescribed.,The number of presentations of adults reporting side effects from a high‑intensity statin.,Local data collection.
7,outcome,a,QS100-7-outcome-a,Adherence to statin therapy.,To be determined locally,To be determined locally,Local data collection.
8,structure,a,QS100-8-structure-a,Evidence of local arrangements to ensure that adults on a high‑intensity statin have a repeat measurement of lipids and liver transaminases after 3 months of treatment.,NA,NA,Local data collection.
8,process,a,QS100-8-process-a,Proportion of adults on high‑intensity statins who have had a repeat measurement of lipids and liver transaminases after 3 months of treatment.,The number in the denominator who have had a repeat measurement of lipids and liver transaminases after 3 months of treatment.,The number of adults prescribed high‑intensity statins for at least 3 months.,Local data collection.
9,placeholder,NA,QS100-9-placeholder,NA,NA,NA,NA
