statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS107-1-structure-a,"Evidence that there is a designated person responsible for coordinating action among local authority departments, local NHS organisations and other local agencies to prevent unintentional injuries in children and young people (under 15) in the home.",NA,NA,Local data collection.
1,structure,b,QS107-1-structure-b,"Evidence that local authority departments, local NHS organisations and other local agencies work in collaboration with a person responsible for coordinating local action to prevent unintentional injuries in children and young people (under 15) in the home.",NA,NA,Local data collection.
2,structure,a,QS107-2-structure-a,Evidence of a local strategy to ensure that households in which children and young people (under 15) may be at greater risk of unintentional injury in the home are identified through collaboration between local agencies for a structured home safety assessment.,NA,NA,Local data collection.
2,structure,b,QS107-2-structure-b,"Evidence that local authority departments, local NHS organisations and other local agencies collaborate to implement a local strategy to ensure that households in which children and young people (under 15) may be at greater risk of unintentional injury in the home are identified for a structured home safety assessment.",NA,NA,Local data collection.
2,structure,c,QS107-2-structure-c,"Evidence that local authority departments, local NHS organisations and other local agencies collaborate to identify households in which children and young people (under 15) may be at greater risk of unintentional injury in the home.",NA,NA,Local data collection.
2,structure,d,QS107-2-structure-d,"Evidence that local authority departments, local NHS organisations and other local agencies collaborate to identify neighbourhoods and population groups in which children and young people (under 15) may be at greater risk of unintentional injury in the home.",NA,NA,Local data collection.
2,outcome,a,QS107-2-outcome-a,Number of households identified in which children and young people (under 15) may be at greater risk of unintentional injury in the home.,To be determined locally,To be determined locally,Local data collection.
3,structure,a,QS107-3-structure-a,Evidence of local arrangements for households in which children and young people (under 15) have been identified as being at greater risk of unintentional injury in the home to have a structured home safety assessment.,NA,NA,Local data collection.
3,process,a,QS107-3-process-a,Proportion of households in which children and young people (under 15) have been identified as being at greater risk of unintentional injury in the home that have a structured home safety assessment.,The number in the denominator that have a structured home safety assessment.,The number of households in which children and young people (under 15) have been identified as being at greater risk of unintentional injury in the home.,Local data collection.
4,structure,a,QS107-4-structure-a,Evidence of local arrangements for households with children and young people (under 15) that have had a structured home safety assessment at which risks have been identified to receive tailored advice or support to reduce the risks.,NA,NA,Local data collection.
4,process,a,QS107-4-process-a,Proportion of households having a structured home safety assessment of the risk of unintentional injuries to children and young people (under 15) in which risks are identified.,The number in the denominator in which risks are identified.,The number of households having a structured home safety assessment of the risk of unintentional injuries to children and young people (under 15).,Local data collection.
4,process,b,QS107-4-process-b,Proportion of households in which risks of unintentional injuries to children and young people (under 15) are identified by a structured home safety assessment that receive tailored advice to reduce risks identified.,The number in the denominator that receive tailored advice to reduce risks identified.,The number of households in which risks of unintentional injuries to children and young people (under 15) are identified by a structured home safety assessment.,Local data collection.
4,process,c,QS107-4-process-c,Proportion of households in which risks of unintentional injuries to children and young people (under 15) are identified by a structured home safety assessment that receive follow‑up support to reduce risks identified.,The number in the denominator that receive follow‑up support to reduce risks identified.,The number of households in which risks of unintentional injuries to children and young people (under 15) are identified by a structured home safety assessment.,Local data collection.
4,outcome,a,QS107-4-outcome-a,Incidence of unintentional injuries in children and young people (under 15) occurring in the home.,To be determined locally,To be determined locally,Local data collection.
5,structure,a,QS107-5-structure-a,Evidence of local arrangements to ensure that households with children and young people (under 15) receive advice on home safety or are referred for a structured home safety assessment by practitioners providing family support on home visits who identify risks of unintentional injury.,NA,NA,"Local data collection (evidence of local arrangements may be collected from individual local authority departments, NHS organisations or social care providers whose staff undertake family support on home visits)."
5,process,a,QS107-5-process-a,Proportion of households with children and young people (under 15) that receive advice on home safety from practitioners providing family support on home visits who identify risks of unintentional injury.,The number in the denominator that receive advice on home safety.,The number of households with children and young people (under 15) in which risks of unintentional injury are identified by practitioners providing family support on home visits.,NA
5,process,b,QS107-5-process-b,Proportion of households with children and young people (under 15) that are referred for a structured home safety assessment by practitioners providing family support on home visits who identify risks of unintentional injury.,The number in the denominator that are referred for a structured home safety assessment.,The number of households with children and young people (under 15) in which risks of unintentional injury are identified by practitioners providing family support on home visits.,"Local data collection (information to support local audit against this measure may be more readily available in relation to home visits by certain types of practitioners, such as GPs, community nurses, midwives and health visitors)."
5,outcome,a,QS107-5-outcome-a,Number of referrals for structured home safety assessments in households with children and young people (under 15).,To be determined locally,To be determined locally,Local data collection.
