statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS88-1-structure-a,Evidence of local arrangements to ensure that mental health professionals use a structured clinical assessment to diagnose borderline or antisocial personality disorder.,NA,NA,Local data collection.
1,process,a,QS88-1-process-a,Proportion of people with a diagnosis of borderline or antisocial personality disorder who had the diagnosis made by a mental health professional using a structured clinical assessment.,The number in the denominator who had the diagnosis made by a mental health professional using a structured clinical assessment.,The number of people with a diagnosis of borderline or antisocial personality disorder.,Local data collection.
2,structure,a,QS88-2-structure-a,Evidence of local arrangements to ensure that psychological therapies are available to people with borderline personality disorder.,NA,NA,Local data collection.
2,structure,b,QS88-2-structure-b,"Evidence of local arrangements to ensure that people with borderline personality disorder are involved in choosing the type, duration and intensity of psychological therapies that they receive.",NA,NA,Local data collection.
2,process,a,QS88-2-process-a,Proportion of people with borderline personality disorder who received psychological therapies.,The number in the denominator who received psychological therapies.,The number of people with borderline personality disorder.,Local data collection.
2,process,b,QS88-2-process-b,"Proportion of people with borderline personality disorder who chose the type, duration and intensity of psychological therapy they received.","The number in the denominator who chose the type, duration and intensity of psychological therapy they received.",The number of people with borderline personality disorder who received psychological therapies.,Local data collection.
2,outcome,a,QS88-2-outcome-a,Evidence from experience surveys and feedback that service users feel actively involved in shared decision‑making.,To be determined locally,To be determined locally,Local data collection.
3,structure,a,QS88-3-structure-a,Evidence of local arrangements to ensure that group‑based cognitive and behavioural therapies are available to people with antisocial personality disorder.,NA,NA,Local data collection.
3,structure,b,QS88-3-structure-b,Evidence of local arrangements to ensure that people with antisocial personality disorder are involved in choosing the duration and intensity of group‑based cognitive and behavioural therapy that they receive.,NA,NA,Local data collection.
3,process,a,QS88-3-process-a,Proportion of people with antisocial personality disorder who received group‑based cognitive and behavioural therapy.,The number in the denominator who received group‑based cognitive and behavioural therapy.,The number of people with antisocial personality disorder.,Local data collection.
3,process,b,QS88-3-process-b,Proportion of people with antisocial personality disorder who chose the duration and intensity of group‑based cognitive and behavioural therapy they received.,The number in the denominator who chose the duration and intensity of the group‑based cognitive and behavioural therapy they received.,The number of people with antisocial personality disorder who received group‑based cognitive and behavioural therapy.,Local data collection.
3,outcome,a,QS88-3-outcome-a,Evidence from experience surveys and feedback that service users feel actively involved in shared decision‑making.,To be determined locally,To be determined locally,Local data collection.
4,structure,a,QS88-4-structure-a,Evidence of local arrangements to ensure that people with borderline or antisocial personality disorder are prescribed antipsychotic or sedative medication only for short‑term crisis management or treatment of comorbid conditions.,NA,NA,Local data collection.
4,structure,b,QS88-4-structure-b,"Evidence of local arrangements to ensure that when people with borderline or antisocial personality disorder are prescribed antipsychotic or sedative medication, there is a record of the reason for prescribing the medication and the duration of the treatment.",NA,NA,Local data collection.
4,process,a,QS88-4-process-a,Proportion of people with borderline or antisocial personality disorder prescribed antipsychotic or sedative medication in a crisis or to treat comorbid conditions.,The number in the denominator who were prescribed the antipsychotic or sedative medication in a crisis or to treat comorbid conditions.,The number of people with borderline or antisocial personality disorder prescribed antipsychotic or sedative medication.,Local data collection.
4,process,b,QS88-4-process-b,Proportion of people with borderline or antisocial personality disorder prescribed antipsychotic or sedative medication in a crisis and who had it prescribed for no longer than a week.,The number in the denominator prescribed antipsychotic or sedative medication for no longer than a week.,The number of people with borderline or antisocial personality disorder prescribed antipsychotic or sedative medication in a crisis.,Local data collection.
