statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS153-1-structure-a,Evidence that GP practices identify all adults with multimorbidity.,NA,NA,Local data collection from service protocols.
1,process,a,QS153-1-process-a,Proportion of adults with multimorbidity identified by the GP practice.,The number in the denominator identified as having multimorbidity by the GP practice.,The number of adults registered with the GP practice.,GP practice health records.
1,outcome,a,QS153-1-outcome-a,Number of adults with multimorbidity identified by the GP practice who may benefit from an approach to care that takes account of multimorbidity.,To be determined locally,To be determined locally,GP practice health records.
2,structure,a,QS153-2-structure-a,"Evidence of local arrangements to ensure that adults with an individualised management plan for multimorbidity are given opportunities to discuss their values, priorities and goals.",NA,NA,Local data collection from service protocols.
2,process,a,QS153-2-process-a,"Proportion of adults with an individualised management plan for multimorbidity whose plan has a record of values, priorities and goals.","The number in the denominator whose individualised management plan has a record of values, priorities and goals.",The number of adults with an individualised management plan for multimorbidity.,Audit of patient's individualised management plans.
2,outcome,a,QS153-2-outcome-a,"Adults with an individualised management plan for multimorbidity feel that the decisions about their treatment have taken into account their values, priorities and goals.",To be determined locally,To be determined locally,Patient survey.
3,structure,a,QS153-3-structure-a,Evidence of local arrangements to ensure that adults with an individualised management plan for multimorbidity know who is responsible for coordinating their care.,NA,NA,Local data collection from service specifications.
3,process,a,QS153-3-process-a,Proportion of adults with an individualised management plan for multimorbidity whose plan states who is responsible for coordinating their care.,The number in the denominator whose individualised management plan states who is responsible for coordinating their care.,The number of adults with an individualised management plan for multimorbidity.,Audit of patient's individualised management plans.
3,outcome,a,QS153-3-outcome-a,Number of adults with an individualised management plan for multimorbidity who feel they were involved in the discussion about who is responsible for coordinating their care.,To be determined locally,To be determined locally,Patient survey.
3,outcome,b,QS153-3-outcome-b,Number of adults with an individualised management plan for multimorbidity who know which healthcare professional is coordinating their care.,To be determined locally,To be determined locally,Patient survey.
4,structure,a,QS153-4-structure-a,Evidence of local arrangements to ensure that adults having a review of their medicines and other treatments for multimorbidity discuss whether any can be stopped or changed.,NA,NA,Local data collection from service protocols.
4,process,a,QS153-4-process-a,Proportion of adults having a review of their medicines and other treatments for multimorbidity who discussed whether any could be stopped or changed.,The number in the denominator who discussed whether any treatments could be stopped or changed.,The number of adults having a review of their medicines and other treatments for multimorbidity.,Audit of health records.
4,outcome,a,QS153-4-outcome-a,Number of adverse events from medicines in adults with multimorbidity.,To be determined locally,To be determined locally,Audit of health records.
4,outcome,b,QS153-4-outcome-b,Adults having a review of their medicines and other treatments for multimorbidity feel that the decisions about their treatments have taken into account the outcomes they felt were important.,To be determined locally,To be determined locally,Patient survey.
4,outcome,c,QS153-4-outcome-c,Adults having a review of their medicines and other treatments for multimorbidity feel that their treatment burden is reduced.,To be determined locally,To be determined locally,Patient survey.
