statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS184-1-structure-a,Evidence that service specifications for behaviour change interventions and programmes include actions to raise awareness of lifestyle changes that could reduce the risk of developing dementia.,NA,NA,"Local data collection, for example, local service specifications."
1,structure,b,QS184-1-structure-b,Evidence that training for practitioners delivering behaviour change interventions and programmes includes how to advise and support people to reduce the risk of developing dementia.,NA,NA,"Local data collection, for example, local service specifications."
1,structure,c,QS184-1-structure-c,Evidence that information about the link between unhealthy behaviours and the risk of developing dementia is included in local health promotion materials.,NA,NA,"Local data collection, for example, local health promotion leaflets or websites."
1,process,a,QS184-1-process-a,Proportion of people attending behaviour change interventions and programmes in mid-life who are advised that the risk of developing dementia can be reduced by making lifestyle changes.,The number in the denominator who are advised that the risk of developing dementia can be reduced by making lifestyle changes.,The number of people attending behaviour change interventions and programmes in mid-life.,"Local data collection, for example, local audit of patient records."
1,outcome,a,QS184-1-outcome-a,Public awareness of the link between dementia and lifestyle.,To be determined locally,To be determined locally,"Local data collection, for example, public surveys."
1,outcome,b,QS184-1-outcome-b,Uptake of healthy lifestyle choices.,To be determined locally,To be determined locally,"Local data collection, for example, public surveys. Public Health England's Public health outcomes framework data includes data on portions of fruit and vegetables consumed, physical activity, smoking prevalence, alcohol-related admissions and social isolation of adults using social care. See also Public Health England's national profiles on physical activity, alcohol and tobacco control."
2,structure,a,QS184-2-structure-a,Evidence of local referral criteria and pathways to ensure that people with suspected dementia are referred to a specialist dementia diagnostic service.,NA,NA,"Local data collection, for example, local commissioning agreements and service specifications."
2,process,a,QS184-2-process-a,Proportion of people with dementia who have a record of attending a specialist dementia diagnostic service up to 12 months before entering on to the GP practice register.,The number in the denominator who were referred to a specialist dementia diagnostic service up to 12 months before entering on to the GP practice register.,The number of people with dementia on the GP practice register.,Local data collection. An indicator was piloted and shown to be feasible by the NICE indicator programme. See NICE indicator NM65.
2,outcome,a,QS184-2-outcome-a,Reported or carer-reported quality of life of people with dementia.,To be determined locally,To be determined locally,"Local data collection, for example, a survey of people with dementia. The Dementia Quality of Life Measure (DEMQOL) is a patient-reported outcome measure to enable the assessment of health-related quality of life of people with dementia."
3,structure,a,QS184-3-structure-a,Evidence of local arrangements to ensure that people with dementia and people involved in their care have early and ongoing opportunities to discuss advance care planning.,NA,NA,"Local data collection, for example, from local protocols."
3,process,a,QS184-3-process-a,Proportion of people with dementia who are given information about advance care planning at diagnosis.,The number in the denominator who were given information about advance care planning at diagnosis.,The number of people with a new diagnosis of dementia.,"Local data collection, for example, local audit of patient records."
3,process,b,QS184-3-process-b,Proportion of people with dementia having a health or social care review who have a documented discussion about advance care planning.,The number in the denominator who have a documented discussion about advance care planning at their health or social care review.,The number of people with dementia.,"Local data collection, for example, local audit of patient records."
3,outcome,a,QS184-3-outcome-a,Proportion of people with dementia who feel encouraged to make decisions about their future care.,The number in the denominator who feel encouraged to make decisions about their future care.,The number of people with dementia.,"Local data collection, for example, a survey of people with dementia."
3,outcome,b,QS184-3-outcome-b,Proportion of people with dementia who are aware they can update their advance care plan at each care review.,The number in the denominator who are aware they can update their advance care plan at each care review.,The number of people with dementia.,"Local data collection, for example, a survey of people with dementia."
4,structure,a,QS184-4-structure-a,Evidence of local arrangements to ensure that people with dementia have a single named health or social care practitioner to coordinate their care.,NA,NA,"Local data collection, for example, service specifications."
4,structure,b,QS184-4-structure-b,Evidence of local agreement of the role and functions of the named practitioner.,NA,NA,"Local data collection, for example, service specifications and job descriptions."
4,process,a,QS184-4-process-a,Proportion of people with dementia who have a named practitioner responsible for coordinating their care.,The number in the denominator who have a named practitioner responsible for coordinating their care.,The number of people with dementia.,Local data collection. An indicator was piloted and shown to be feasible by the NICE indicator programme. See NICE indicator NM64.
4,process,b,QS184-4-process-b,Proportion of people with dementia who have a care and support plan.,The number in the denominator who have a care and support plan.,The number of people with dementia.,"Local data collection, for example, local audit of patient records."
4,outcome,a,QS184-4-outcome-a,Self-reported or carer-reported quality of life of people with dementia.,To be determined locally,To be determined locally,"Local data collection, for example, a survey of people with dementia. The Dementia Quality of Life Measure (DEMQOL) is a patient-reported outcome measure to enable the assessment of health-related quality of life of people with dementia."
4,outcome,b,QS184-4-outcome-b,Carer-reported quality of life of carers of people with dementia.,To be determined locally,To be determined locally,"Local data collection, for example, a survey of carers of people with dementia. The Public Health England Dementia profile includes data on carer-reported quality-of-life score for people caring for someone with dementia."
5,structure,a,QS184-5-structure-a,Evidence of local arrangements to ensure that a range of activities are available that promote wellbeing for people with dementia.,NA,NA,"Local data collection, for example, service specifications."
5,structure,b,QS184-5-structure-b,Evidence of local arrangements to ensure that people offering activities to promote wellbeing to people with dementia discuss the person's preferences with them and tailor the activities to these.,NA,NA,"Local data collection, for example, service protocols."
