statement_number,measure_type,point,measure_id,measure,numerator,denominator
1,structure,a,QS161-1-structure-a,Evidence of local arrangements to ensure that a structured set of observations are used to stratify risk of severe illness or death from sepsis.,NA,NA
1,process,a,QS161-1-process-a,Proportion of people with sepsis in acute hospital settings who were assessed using a structured set of observations to stratify risk of severe illness or death from sepsis.,The number in the denominator who were assessed using a structured set of observations to stratify risk of severe illness or death from sepsis.,The number of people diagnosed with sepsis in acute hospital settings.
1,process,b,QS161-1-process-b,Proportion of people with sepsis who were referred to an acute hospital setting from primary or ambulatory care settings who were assessed using a structured set of observations to stratify risk of severe illness or death from sepsis.,The number in the denominator who were assessed using a structured set of observations to stratify risk of severe illness or death from sepsis.,The number of people with sepsis referred to an acute hospital setting from primary or ambulatory care settings.
1,outcome,a,QS161-1-outcome-a,Rates of admission to critical care for people with sepsis.,NA,NA
1,outcome,b,QS161-1-outcome-b,Rates of in-hospital mortality for people with sepsis.,NA,NA
2,structure,a,QS161-2-structure-a,Evidence of local arrangements for immediate review by a senior clinical decision-maker for people with suspected sepsis in acute hospital settings and at least 1 of the criteria indicating high risk of severe illness or death from sepsis.,NA,NA
2,structure,b,QS161-2-structure-b,Evidence of local arrangements to ensure urgent assessment mechanisms are in place to deliver antibiotics to people with suspected sepsis in acute hospital settings within 1 hour of any high risk criteria of severe illness or death from sepsis being identified.,NA,NA
2,process,a,QS161-2-process-a,Proportion of people with suspected sepsis in acute hospital settings and at least 1 of the criteria indicating high risk of severe illness or death from sepsis who have an immediate review by a senior clinical decision-maker.,The number in the denominator who have an immediate review by a senior clinical decision-maker.,The number of people with suspected sepsis in acute hospital settings and at least 1 of the criteria indicating high risk of severe illness or death from sepsis.
2,process,b,QS161-2-process-b,Proportion of people with suspected sepsis in acute hospital settings and at least 1 of the criteria indicating high risk of severe illness or death from sepsis who receive the first dose of intravenous antibiotics within 1 hour of risk being stratified.,The number in the denominator who receive the first dose of intravenous antibiotics within 1 hour of risk being stratified.,The number of people with suspected sepsis in acute hospital settings and at least 1 of the criteria indicating high risk of severe illness or death from sepsis.
2,outcome,a,QS161-2-outcome-a,Rates of in-hospital mortality for people with sepsis.,NA,NA
3,structure,a,QS161-3-structure-a,Evidence of local arrangements and written clinical protocols to ensure that people with suspected sepsis in acute hospital settings who need treatment to restore cardiovascular stability have an intravenous fluid bolus within 1 hour of risk being stratified.,NA,NA
3,structure,b,QS161-3-structure-b,Evidence of local arrangements and written clinical protocols to ensure that people with suspected sepsis in acute hospital settings have their lactate levels recorded.,NA,NA
3,process,a,QS161-3-process-a,Proportion of adults and young people age 12 years and over with suspected sepsis in acute hospital settings and systolic blood pressure less than 90 mmHg who receive an intravenous fluid bolus within 1 hour of blood pressure being measured as less than 90 mmHg.,The number in the denominator who receive an intravenous fluid bolus within 1 hour of blood pressure being measured as less than 90 mmHg.,The number of adults and young people age 12 years and over with suspected sepsis in acute hospital settings and systolic blood pressure less than 90 mmHg.
3,process,b,QS161-3-process-b,"Proportion of people with suspected sepsis in acute hospital settings, at least 1 criteria indicating high risk of severe illness or death from sepsis, and with lactate over 2 mmol/litre, who receive an intravenous fluid bolus within 1 hour of risk being stratified.",The number in the denominator who receive an intravenous fluid bolus within 1 hour of risk being stratified.,"The number of people with suspected sepsis in acute hospital settings, at least 1 criteria indicating high risk of severe illness or death from sepsis, and with lactate over 2 mmol/litre."
3,outcome,a,QS161-3-outcome-a,Rates of cardiovascular stability in people with suspected sepsis.,NA,NA
3,outcome,b,QS161-3-outcome-b,Rates of 28-day all-cause mortality in people with sepsis.,NA,NA
4,structure,a,QS161-4-structure-a,Evidence of acute hospital settings having arrangements in place which ensure that people with suspected sepsis are seen by a consultant if their condition fails to respond within 1 hour of initial intravenous antibiotics or fluid bolus. This includes ensuring a consultant is available to attend promptly.,NA,NA
4,process,a,QS161-4-process-a,Proportion of people with suspected sepsis in acute hospital settings who are seen by a consultant if their condition fails to respond within 1 hour of initial intravenous antibiotics or fluid bolus.,The number in the denominator who are seen by a consultant.,The number of people with suspected sepsis in acute hospital settings whose condition fails to respond within 1 hour of initial intravenous antibiotics or fluid bolus.
4,outcome,a,QS161-4-outcome-a,Rates of 28-day all-cause mortality in people with sepsis.,NA,NA
5,structure,a,QS161-5-structure-a,Evidence of local arrangements to ensure that information about symptoms to monitor and how to access medical care if needed is available to people with suspected sepsis who have been stratified as being at low risk of severe illness or death.,NA,NA
5,process,a,QS161-5-process-a,Proportion of people with suspected sepsis who have been stratified as being at low risk of severe illness or death who are given information about symptoms to monitor and how to access medical care.,The number in the denominator who are given information about symptoms to monitor and how to access medical care.,The number of people with suspected sepsis who have been stratified as being at low risk of severe illness or death.
5,outcome,a,QS161-5-outcome-a,Levels of awareness of symptoms in people with suspected sepsis.,NA,NA
