statement_number,measure_type,point,measure_id,measure,numerator,denominator
1,structure,a,QS108-1-structure-a,"Evidence of local arrangements to ensure that adults with MS are supported at the time of diagnosis to understand the condition, its progression and the ways it can be managed, by the consultant neurologist making the diagnosis.",NA,NA
1,process,a,QS108-1-process-a,"Proportion of adults with MS who are given information about MS, its progression and the ways it can be managed by the consultant neurologist at the time of diagnosis.",The number in the denominator who are given information about the condition by the consultant neurologist at the time of diagnosis.,The number of adults receiving a new diagnosis of MS from a consultant neurologist.
1,outcome,a,QS108-1-outcome-a,Patient satisfaction with the support provided at diagnosis.,NA,NA
2,structure,a,QS108-2-structure-a,Evidence of local arrangements to ensure that adults with MS have a face‑to‑face follow‑up appointment with a healthcare professional with expertise in MS within 6 weeks of diagnosis.,NA,NA
2,process,a,QS108-2-process-a,Proportion of adults with MS who have a face‑to‑face follow‑up appointment with a healthcare professional with expertise in MS within 6 weeks of diagnosis.,The number in the denominator who have a face‑to‑face follow‑up appointment with a healthcare professional with expertise in MS within 6 weeks of diagnosis.,The number of adults receiving a new diagnosis of MS.
3,structure,a,QS108-3-structure-a,Evidence of local arrangements to provide adults with MS with a single point of contact who coordinates access to care from a multidisciplinary team with expertise in MS.,NA,NA
3,structure,b,QS108-3-structure-b,Evidence of local arrangements for a multidisciplinary team with expertise in MS to care for adults with MS.,NA,NA
3,process,a,QS108-3-process-a,Proportion of adults with MS with a single point of contact who coordinates access to care from a multidisciplinary team with expertise in MS.,The number in the denominator with a single point of contact who coordinates access to care from a multidisciplinary team with expertise in MS.,The number of adults with MS.
3,outcome,a,QS108-3-outcome-a,Patient satisfaction with a single point of contact for coordination of access to care.,NA,NA
3,outcome,b,QS108-3-outcome-b,Patient satisfaction with timeliness of access to care from the multidisciplinary team with expertise in MS.,NA,NA
4,structure,a,QS108-4-structure-a,Evidence of local arrangements to ensure that adults with MS who have problems with mobility or fatigue are supported to remain physically active.,NA,NA
4,process,a,QS108-4-process-a,Proportion of adults with MS who are offered support to remain physically active.,The number in the denominator who are offered support to remain physically active.,The number of adults with MS who have problems with mobility or fatigue.
4,outcome,a,QS108-4-outcome-a,Adults with MS who have problems with mobility or fatigue feel supported by healthcare professionals to remain physically active.,NA,NA
4,outcome,b,QS108-4-outcome-b,Levels of physical activity among adults with MS.,NA,NA
5,structure,a,QS108-5-structure-a,Evidence of local pathways to ensure that adults with MS who have a relapse that would benefit from treatment are offered treatment as soon as possible and within 14 days of the onset of symptoms.,NA,NA
5,process,a,QS108-5-process-a,Length of time between onset of symptoms of relapse and receiving treatment for adults with MS.,NA,NA
5,process,b,QS108-5-process-b,Proportion of relapses in adults with MS that would benefit from treatment and are treated within 14 days of the onset of symptoms.,The number in the denominator treated within 14 days of the onset of symptoms.,The number of relapses in adults with MS that would benefit from treatment.
5,outcome,a,QS108-5-outcome-a,Unplanned hospital admissions for MS.,NA,NA
6,structure,a,QS108-6-structure-a,Evidence of local arrangements to ensure that adults with MS are offered a comprehensive review at least once a year by healthcare professionals with expertise in MS.,NA,NA
6,process,a,QS108-6-process-a,Proportion of adults with MS who have a comprehensive review by healthcare professionals with expertise in MS within 12 months of the previous review or diagnosis.,The number in the denominator who have a comprehensive review by healthcare professionals with expertise in MS within 12 months of the previous review or diagnosis.,The number of adults with MS.
