statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS17-1-structure-a,Evidence of local needs assessment to identify population groups for campaigns to raise awareness of the symptoms and signs of lung cancer and encourage people to seek medical advice if they need to.,NA,NA,"Local data collection, for example, joint strategic needs assessment."
1,structure,b,QS17-1-structure-b,Evidence of locally coordinated campaigns to raise awareness of the symptoms and signs of lung cancer and encourage people to seek medical advice if they need to.,NA,NA,"Local data collection, for example, campaign plans or materials such as posters, leaflets, and social media messaging."
1,structure,c,QS17-1-structure-c,Evidence of evaluation of locally coordinated campaigns to raise awareness of the symptoms and signs of lung cancer and encourage people to seek medical advice if they need to.,NA,NA,"Local data collection, for example, evaluation reports."
1,outcome,a,QS17-1-outcome-a,Proportion of adults in the population who can recognise and recall the symptoms and signs of lung cancer.,The number in the denominator who can recognise and recall the symptoms and signs of lung cancer.,The number of adults in the population.,"Local data collection, for example, a sample survey based on Cancer Research UK's Cancer Awareness Measure."
1,outcome,b,QS17-1-outcome-b,Proportion of adults with a new diagnosis of lung cancer who were diagnosed via an emergency route.,The number in the denominator who were diagnosed via an emergency route.,The number of adults with a new diagnosis of lung cancer.,National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset collects data on the source of referral.
1,outcome,c,QS17-1-outcome-c,Proportion of adults with a new diagnosis of lung cancer diagnosed at stage I or II.,The number in the denominator diagnosed at stage I or II.,The number of adults with a new diagnosis of lung cancer.,National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset.
2,structure,a,QS17-2-structure-a,Evidence of local arrangements to ensure that adults with suspected or confirmed lung cancer who smoke are given advice about why it is important to stop smoking.,NA,NA,"Local data collection, for example, service protocols."
2,structure,b,QS17-2-structure-b,Evidence of local arrangements to provide evidence-based support for adults with suspected or confirmed lung cancer to help them to stop smoking.,NA,NA,"Local data collection, for example, service specification and protocols."
2,process,a,QS17-2-process-a,Proportion of adults with suspected or confirmed lung cancer who smoke who receive evidence-based support to stop smoking.,The number in the denominator who receive evidence-based support to stop smoking.,The number of adults with suspected or confirmed lung cancer who smoke.,Royal College of Physicians' National Lung Cancer Audit (measure in development). Data on smoking status and whether treatment for tobacco addiction was given from National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset.
2,outcome,a,QS17-2-outcome-a,Smoking rates in adults with lung cancer having treatment with curative intent.,To be determined locally,To be determined locally,"Local data collection, for example, audit of patient records."
2,outcome,b,QS17-2-outcome-b,1‑year survival rate for adults with lung cancer treated with curative intent.,To be determined locally,To be determined locally,National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset.
3,structure,a,QS17-3-structure-a,Evidence of the availability of clinical nurse specialists who specialise in the care and support of adults with lung cancer.,NA,NA,"Local data collection, for example, workforce plans or staff rotas. Clinical advice to cancer alliances for the commissioning of the whole lung cancer pathway (Lung Cancer Clinical Expert Group, 2017) recommends 1 whole‑time equivalent nurse for an annual caseload of 80 new patients."
3,structure,b,QS17-3-structure-b,Evidence of local arrangements to ensure that adults with lung cancer know how to contact the lung cancer clinical nurse specialist between hospital visits.,NA,NA,"Local data collection, for example, service protocols and information on how to contact a clinical nurse specialist."
3,process,a,QS17-3-process-a,Proportion of adults with lung cancer who had a lung cancer clinical nurse specialist present at diagnosis.,The number in the denominator who had a lung cancer clinical nurse specialist present at diagnosis.,The number of adults with lung cancer.,Royal College of Physicians' National Lung Cancer Audit uses data from National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset on people who had a lung cancer clinical nurse specialist present for diagnosis.
3,process,b,QS17-3-process-b,Proportion of adults with lung cancer who have had assessment by a lung cancer clinical nurse specialist.,The number in the denominator who have had assessment by a lung cancer clinical nurse specialist.,The number of adults with lung cancer.,Royal College of Physicians' National Lung Cancer Audit uses data from National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset on people assessed by a lung cancer clinical nurse specialist.
3,process,c,QS17-3-process-c,Proportion of adults with lung cancer who were given the name of a lung cancer clinical nurse specialist who would support them.,The number in the denominator who were given the name of a lung cancer clinical nurse specialist who would support them.,The number of adults with lung cancer.,"Local data collection, for example, audit of patient records. The National Cancer Patient Experience Survey includes data on people with lung cancer who were given the name of a clinical nurse specialist who would support them through their treatment."
3,outcome,a,QS17-3-outcome-a,Proportion of adults with lung cancer who are satisfied with the support provided by a lung cancer clinical nurse specialist.,The number in the denominator who are satisfied with the support provided by a lung cancer clinical nurse specialist.,The number of adults with lung cancer.,"Local data collection, for example, a survey of adults with lung cancer. The National Cancer Patient Experience Survey includes data on ease of contacting a clinical nurse specialist for people with lung cancer receiving hospital treatment."
3,outcome,b,QS17-3-outcome-b,Health‑related quality of life for adults with lung cancer.,To be determined locally,To be determined locally,"Local data collection, for example, a survey of adults with lung cancer or their families and carers including patient-reported outcome measure."
4,structure,a,QS17-4-structure-a,"Evidence of local processes to record investigations to accurately determine diagnosis and stage and to assess lung function, for adults with lung cancer who are being considered for treatment with curative intent.",NA,NA,"Local data collection, for example, local protocols."
4,structure,b,QS17-4-structure-b,Evidence of availability of positron‑emission tomography CT (PET‑CT) for adults with lung cancer who are being considered for treatment with curative intent.,NA,NA,"Local data collection, for example, waiting times for PET‑CT (including results) for adults with lung cancer. NHS England's Implementing a timed lung cancer diagnostic pathway indicates that investigations should be complete by day 14 in the 28‑day pathway."
4,structure,c,QS17-4-structure-c,Evidence of availability of brain imaging for adults with non-small-cell lung cancer stage II or III who are being considered for treatment with curative intent.,NA,NA,"Local data collection, for example, access to magnetic resonance imaging (MRI) and waiting times for brain imaging (including results) for adults with non-small-cell lung cancer. NHS England's Implementing a timed lung cancer diagnostic pathway indicates that investigations should be complete by day 14 in the 28‑day pathway."
