statement_number,measure_type,point,measure_id,measure,numerator,denominator
1,structure,a,QS152-1-structure-a,"Evidence of local arrangements to provide advice on physical activity, diet and alcohol to people with NAFLD.",NA,NA
1,process,a,QS152-1-process-a,Proportion of people with NAFLD who are given advice on physical activity.,The number in the denominator who are given advice on physical activity.,The number of people with NAFLD.
1,process,b,QS152-1-process-b,Proportion of people with NAFLD who are overweight or obese who are given advice on diet.,The number in the denominator who are given advice on diet.,The number of people with NAFLD who are overweight or obese.
1,process,c,QS152-1-process-c,Proportion of people with NAFLD who drink alcohol who are given advice on alcohol.,The number in the denominator who are given advice on alcohol.,The number of people with NAFLD who drink alcohol.
1,outcome,a,QS152-1-outcome-a,Awareness of people with NAFLD that lifestyle changes may help them to avoid more serious liver disease.,NA,NA
1,outcome,b,QS152-1-outcome-b,Rate of disease progression among people with NAFLD.,NA,NA
2,structure,a,QS152-2-structure-a,Evidence of local referral pathways to ensure that people with NAFLD are offered regular testing for advanced liver fibrosis.,NA,NA
2,structure,b,QS152-2-structure-b,Evidence that GP practices and paediatric hepatology services have arrangements to offer regular testing for advanced liver fibrosis to people with NAFLD.,NA,NA
2,process,a,QS152-2-process-a,Proportion of people newly diagnosed with NAFLD who are tested for advanced liver fibrosis.,The number in the denominator who are tested for advanced liver fibrosis.,The number of people newly diagnosed with NAFLD.
2,process,b,QS152-2-process-b,Proportion of adults with NAFLD identified as having a low risk of advanced liver fibrosis (such as an enhanced liver fibrosis [ELF] score below 10.51) who were tested for advanced liver fibrosis within the past 3 years.,The number in the denominator who were tested for advanced liver fibrosis within the past 3 years.,The number of adults with NAFLD identified as having a low risk of advanced liver fibrosis (such as an ELF score below 10.51).
2,process,c,QS152-2-process-c,Proportion of children and young people with NAFLD identified as having a low risk of advanced liver fibrosis (such as an ELF score below 10.51) who were tested for advanced liver fibrosis within the past 2 years.,The number in the denominator who were tested for advanced liver fibrosis within the past 2 years.,The number of children and young people with NAFLD identified as having a low risk of advanced liver fibrosis (such as an ELF score below 10.51).
2,outcome,a,QS152-2-outcome-a,Inappropriate referrals to a specialist for young people and adults with NAFLD.,NA,NA
2,outcome,b,QS152-2-outcome-b,Incidence of advanced liver fibrosis in people with NAFLD.,NA,NA
3,structure,a,QS152-3-structure-a,Evidence of local availability of non-invasive testing for cirrhosis.,NA,NA
3,structure,b,QS152-3-structure-b,Evidence of local arrangements to ensure that young people and adults with risk factors for cirrhosis are offered non‑invasive testing for cirrhosis.,NA,NA
3,process,a,QS152-3-process-a,Proportion of young people and adults who have been drinking alcohol in a harmful way for several months (for measurement purposes this could be at least 3 months) who receive non‑invasive testing for cirrhosis.,The number in the denominator who receive non‑invasive testing for cirrhosis.,The number of young people and adults who have been drinking alcohol in a harmful way for several months (for measurement purposes this could be at least 3 months).
3,process,b,QS152-3-process-b,Proportion of young people and adults diagnosed with hepatitis C virus infection who receive non‑invasive testing for cirrhosis.,The number in the denominator who receive non‑invasive testing for cirrhosis.,The number of young people and adults diagnosed with hepatitis C virus infection.
3,process,c,QS152-3-process-c,Proportion of adults newly referred for assessment for hepatitis B virus infection who receive non‑invasive testing for cirrhosis.,The number in the denominator who receive non‑invasive testing for cirrhosis.,The number of adults newly referred for assessment for hepatitis B virus infection.
3,process,d,QS152-3-process-d,Proportion of young people and adults diagnosed with alcohol‑related liver disease who receive non‑invasive testing for cirrhosis.,The number in the denominator who receive non‑invasive testing for cirrhosis.,The number of young people and adults diagnosed with alcohol‑related liver disease.
3,process,e,QS152-3-process-e,Proportion of young people and adults diagnosed with non‑alcoholic fatty liver disease with advanced liver fibrosis who receive non‑invasive testing for cirrhosis.,The number in the denominator who receive non‑invasive testing for cirrhosis.,The number of young people and adults diagnosed with non‑alcoholic fatty liver disease with advanced liver fibrosis.
3,outcome,a,QS152-3-outcome-a,Incidence of cirrhosis.,NA,NA
4,structure,a,QS152-4-structure-a,Evidence of local arrangements to ensure that adults with cirrhosis are offered 6‑monthly surveillance for hepatocellular carcinoma.,NA,NA
4,process,a,QS152-4-process-a,Proportion of adults with cirrhosis who received ultrasound surveillance for hepatocellular carcinoma within the past 6 months.,The number in the denominator who received ultrasound surveillance for hepatocellular carcinoma within the past 6 months.,The number of adults with cirrhosis.
4,outcome,a,QS152-4-outcome-a,Proportion of adults with cirrhosis who are diagnosed with hepatocellular carcinoma at an early stage.,The number in the denominator who are diagnosed with hepatocellular carcinoma at an early stage.,The number of adults with cirrhosis who are diagnosed with hepatocellular carcinoma.
4,outcome,b,QS152-4-outcome-b,Hepatocellular carcinoma survival rates.,NA,NA
5,structure,a,QS152-5-structure-a,Evidence of local arrangements to ensure that young people and adults with cirrhosis and upper gastrointestinal bleeding are given prophylactic intravenous antibiotics at presentation.,NA,NA
5,process,a,QS152-5-process-a,Proportion of presentations of young people and adults with cirrhosis and upper gastrointestinal bleeding in which the person receives prophylactic intravenous antibiotics at presentation.,The number in the denominator in which the person receives prophylactic intravenous antibiotics at presentation.,The number of presentations of young people and adults with cirrhosis and upper gastrointestinal bleeding.
5,outcome,a,QS152-5-outcome-a,Rate of bacterial infection in young people and adults with cirrhosis and upper gastrointestinal bleeding.,NA,NA
5,outcome,b,QS152-5-outcome-b,Length of hospital stay for young people and adults with cirrhosis and upper gastrointestinal bleeding.,NA,NA
5,outcome,c,QS152-5-outcome-c,Hospital re-admission rate for young people and adults with cirrhosis and upper gastrointestinal bleeding.,NA,NA
5,outcome,d,QS152-5-outcome-d,Mortality rate in young people and adults with cirrhosis and upper gastrointestinal bleeding.,NA,NA
