statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS5-1-structure-a,"Evidence of local systems that invite adults with, or at risk of, CKD to have eGFRcreatinine and ACR testing.",NA,NA,"Local data collection, for example, through local protocols on appointment reminders."
1,process,a,QS5-1-process-a,Proportion of adults with CKD who had eGFRcreatinine testing in the past year.,The number in the denominator who had eGFRcreatinine testing in the past year.,The number of adults with CKD.,"Local data collection, for example, audit of health records. The National CKD Audit reports the percentage of people with coded CKD stages 3 to 5 with a repeat blood test of their kidney function in the past year."
1,process,b,QS5-1-process-b,Proportion of adults with CKD who had ACR testing at the frequency agreed with their healthcare professional.,The number in the denominator who had ACR testing at the frequency agreed with their healthcare professional.,The number of adults with CKD.,"Local data collection, for example, audit of health records. The National CKD Audit reports the percentage of people with coded CKD stages 3 to 5 who had an ACR urinary test result in the previous year."
1,process,c,QS5-1-process-c,Proportion of adults at risk of CKD who had eGFRcreatinine testing at the frequency agreed with their healthcare professional.,The number in the denominator who had eGFRcreatinine testing at the frequency agreed with their healthcare professional.,The number of adults at risk of CKD.,"Local data collection, for example, audit of health records. The National CKD Audit reports the percentage of people with diabetes tested using serum creatinine in the past year, and people at risk of CKD without diabetes tested in the past 5 years."
1,process,d,QS5-1-process-d,Proportion of adults at risk of CKD who had ACR testing at the frequency agreed with their healthcare professional.,The number in the denominator who had ACR testing at the agreed frequency.,The number of adults at risk of CKD.,"Local data collection, for example, audit of health records. The National CKD Audit reports the percentage of people with diabetes tested using ACR in the past year, and people at risk of CKD without diabetes tested in the past 5 years."
1,outcome,a,QS5-1-outcome-a,Prevalence of undiagnosed CKD.,To be determined locally,To be determined locally,"NHS Digital's Quality and Outcomes Framework reports the prevalence of patients aged 18 or over with CKD with classification of categories G3a to G5 registered at GP practices. Comparing recorded prevalence with expected prevalence estimated using a tool, such as Public Health England's CKD prevalence model, can give an indication of local prevalence of undiagnosed CKD."
1,outcome,b,QS5-1-outcome-b,Stage of CKD at diagnosis.,To be determined locally,To be determined locally,"Local data collection, for example, audit of health records."
2,structure,a,QS5-2-structure-a,Evidence of local systems to identify and invite adults with CKD to have a blood pressure reading.,NA,NA,"Local data collection, for example, through local protocols on appointment reminders."
2,structure,b,QS5-2-structure-b,Evidence of the availability of equipment to take a blood pressure reading from adults with CKD.,NA,NA,"Local data collection, for example, service specifications."
2,process,a,QS5-2-process-a,Proportion of adults with CKD with an ACR below 70 mg/mmol whose systolic blood pressure is between 120 and 139 mmHg and their clinic diastolic blood pressure below 90 mmHg.,The number in the denominator whose systolic blood pressure is between 120 and 139 mmHg and their clinic diastolic blood pressure below 90 mmHg.,The number of adults with CKD with an ACR below 70 mg/mmol.,"Local data collection, for example, audit of health records. The National CKD Audit reports the percentage of people with coded CKD stages 3 to 5 with blood pressures below the recommended targets."
