statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS33-1-structure-a,Evidence that healthcare professionals in primary care can recognise persistent synovitis.,NA,NA,"Local data collection, for example, training records and evidence of continuous professional development covering inflammatory arthritis."
1,structure,b,QS33-1-structure-b,Evidence that systems are in place for adults with suspected persistent synovitis to be referred to rheumatology services within 3 working days of presentation.,NA,NA,"Local data collection, for example, agreed referral pathways."
1,process,a,QS33-1-process-a,"Proportion of adults presenting in primary care with suspected persistent synovitis affecting more than 1 joint, or the small joints of the hands and feet, who are referred to rheumatology services within 3 working days.",The number in the denominator who are referred to rheumatology services within 3 working days of presenting in primary care.,"The number of adults presenting in primary care with suspected persistent synovitis affecting more than 1 joint, or the small joints of the hands and feet.",The National Early Inflammatory Arthritis Audit collects data on referral within 3 working days of presentation.
1,outcome,a,QS33-1-outcome-a,Time from presentation in primary care to diagnosis for adults with rheumatoid arthritis.,To be determined locally,To be determined locally,"Local data collection, for example, audit of patient records."
2,structure,a,QS33-2-structure-a,Evidence of local arrangements to start treatment with cDMARD monotherapy for adults with active rheumatoid arthritis within 6 weeks of referral from primary care.,NA,NA,"Local data collection, for example, service protocols and treatment strategies."
2,structure,b,QS33-2-structure-b,Evidence of local arrangements to measure CRP and disease activity monthly in adults with active rheumatoid arthritis until they are in remission or have low disease activity if remission cannot be achieved.,NA,NA,"Local data collection, for example, service protocols and treatment strategies."
2,process,a,QS33-2-process-a,Proportion of adults with suspected persistent synovitis who have specialist assessment within 3 weeks of referral from primary care.,The number in the denominator who have specialist assessment within 3 weeks of referral.,The number of adults with suspected persistent synovitis referred to rheumatology services.,The National Early Inflammatory Arthritis Audit collects data on time from referral to specialist assessment.
2,process,b,QS33-2-process-b,Proportion of adults with active rheumatoid arthritis starting cDMARD monotherapy within 6 weeks of referral from primary care.,The number in the denominator who start cDMARD monotherapy within 6 weeks of referral.,The number of adults with active rheumatoid arthritis referred to rheumatology services.,"Local data collection, for example, audit of electronic prescription records. The National Early Inflammatory Arthritis Audit collects data on time from referral to initiation of cDMARD therapy."
2,process,c,QS33-2-process-c,Proportion of adults with active rheumatoid arthritis who have their CRP and disease activity score measured monthly.,The number in the denominator who had their CRP and disease activity score measured within the past month.,The number of adults with active rheumatoid arthritis.,"Local data collection, for example, audit of patient records."
2,outcome,a,QS33-2-outcome-a,Disease activity for adults with rheumatoid arthritis.,To be determined locally,To be determined locally,"The National Early Inflammatory Arthritis Audit collects data on mean disease activity score (DAS28) at baseline, 3-month and 12-month follow up."
2,outcome,b,QS33-2-outcome-b,Health-related quality of life for adults with rheumatoid arthritis.,To be determined locally,To be determined locally,"The National Early Inflammatory Arthritis Audit collects data on patient-reported quality of life, including symptoms, wellbeing, impact on daily life and work, in the patient questionnaire at baseline, 3-month and 12-month follow up."
3,structure,a,QS33-3-structure-a,Evidence of availability of educational activities for people with rheumatoid arthritis throughout the course of their disease.,NA,NA,"Local data collection, for example, service protocols and treatment plans, or evidence of signposting to patient organisations documented in patient record."
3,process,a,QS33-3-process-a,Proportion of adults with rheumatoid arthritis who are offered educational activities within 1 month of diagnosis.,The number in the denominator who are offered educational activities within 1 month of diagnosis.,The number of adults with rheumatoid arthritis.,"Local data collection, for example, documentation in patient records or survey of adults with rheumatoid arthritis. The 2019/20 National Tariff Payment System collects data on adults with rheumatoid arthritis and early inflammatory arthritis who are offered education within 1 month of diagnosis."
3,process,b,QS33-3-process-b,Proportion of adults with rheumatoid arthritis who report at annual review that they have been given as much information as they want about their condition and its management.,The number in the denominator who report that they have been given as much information as they want about their condition and its management.,The number of adults with rheumatoid arthritis having an annual review.,"Local data collection, for example, survey of adults with rheumatoid arthritis using the Commissioning for Quality in Rheumatoid Arthritis PREMS for RA: patient questionnaire, sections 1 and 3."
3,outcome,a,QS33-3-outcome-a,Proportion of adults with rheumatoid arthritis who are satisfied with their ability to self-manage their condition.,The number in the denominator who are satisfied with their ability to self-manage their condition.,The number of adults with rheumatoid arthritis.,"Local data collection, for example, using patient surveys."
4,structure,a,QS33-4-structure-a,Evidence of local arrangements for adults with rheumatoid arthritis to contact rheumatology services.,NA,NA,"Local data collection, for example, service protocols. The National Early Inflammatory Arthritis Audit collects data on rheumatology services that provide contact details for a specialist advice line."
4,structure,b,QS33-4-structure-b,Evidence of availability of staff to give advice to adults with rheumatoid arthritis when they contact rheumatology services.,NA,NA,"Local data collection, for example, staffing rotas."
4,process,a,QS33-4-process-a,Proportion of adults with rheumatoid arthritis who receive advice from rheumatology services within 1 working day when experiencing a disease flare or possible treatment-related side effects.,The number in the denominator who receive advice from rheumatology services within 1 working day.,The number of adults with rheumatoid arthritis and a disease flare or possible treatment-related side effects who contact rheumatology services.,The National Early Inflammatory Arthritis Audit collects data on rheumatology services offering access to urgent rheumatology advice within 1 working day.
4,outcome,a,QS33-4-outcome-a,Disease activity for adults with rheumatoid arthritis.,To be determined locally,To be determined locally,"The National Early Inflammatory Arthritis Audit collects data on mean disease activity score (DAS28) at baseline, 3-month and 12-month follow up."
4,outcome,b,QS33-4-outcome-b,Functional ability of adults with rheumatoid arthritis.,To be determined locally,To be determined locally,"The National Early Inflammatory Arthritis Audit collects data on functional ability in the patient questionnaire at baseline, 3-month and 12-month follow up."
5,structure,a,QS33-5-structure-a,Evidence of arrangements to ensure that adults with rheumatoid arthritis have a comprehensive annual review coordinated by rheumatology services.,NA,NA,"Local data collection, for example, service specifications."
