statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS193-1-structure-a,Evidence of local arrangements to ensure that preterm babies having respiratory support soon after birth and before admission to the neonatal unit are given CPAP where clinically appropriate.,NA,NA,"Local data collection, for example, audits of stabilisation protocols."
1,structure,b,QS193-1-structure-b,Evidence of staff training available for neonatal CPAP.,NA,NA,"Local data collection, for example, provision of training courses in neonatal CPAP."
1,process,a,QS193-1-process-a,Proportion of preterm babies born under 28 weeks of pregnancy who had invasive ventilation in the delivery room.,The number in the denominator who had invasive ventilation in the delivery room.,The number of preterm babies born under 28 weeks of pregnancy.,"Local data collection, for example, local audit of patient records on BadgerNet neonatal electronic patient record or similar patient records system. For measurement purposes, 'in the delivery room' means 'soon after birth and before admission to the neonatal unit'. In order to use existing data collection invasive ventilation is measured. Numbers are expected to reduce when the quality statement is implemented."
1,process,b,QS193-1-process-b,Proportion of preterm babies born between 28 weeks and 31 weeks plus 6 days of pregnancy who had invasive ventilation in the delivery room.,The number in the denominator who had invasive ventilation in the delivery room.,The number of preterm babies born between 28 weeks and 31 weeks plus 6 days of pregnancy.,"Local data collection, for example, local audit of patient records on BadgerNet neonatal electronic patient record or similar patient records system. For measurement purposes, 'in the delivery room' means 'soon after birth and before admission to the neonatal unit'. In order to use existing data collection invasive ventilation is measured. Numbers are expected to reduce when the quality statement is implemented."
1,process,c,QS193-1-process-c,Proportion of preterm babies born between 32 weeks and 36 weeks plus 6 days of pregnancy who had invasive ventilation in the delivery room.,The number in the denominator who had invasive ventilation in the delivery room.,The number of preterm babies born between 32 weeks and 36 weeks plus 6 days of pregnancy.,"Local data collection, for example, local audit of patient records on BadgerNet neonatal electronic patient record or similar patient records system. For measurement purposes, 'in the delivery room' means 'soon after birth and before admission to the neonatal unit'. In order to use existing data collection invasive ventilation is measured. Numbers are expected to reduce when the quality statement is implemented."
1,outcome,a,QS193-1-outcome-a,Number of preterm babies with BPD.,To be determined locally,To be determined locally,The National Neonatal Audit Programme (NNAP) measures the number of eligible babies alive at 36 weeks with sufficient data to attribute BPD outcome.
2,structure,a,QS193-2-structure-a,Evidence of local arrangements to ensure that preterm babies who need surfactant receive it using a minimally invasive technique if they do not need invasive ventilation.,NA,NA,"Local data collection, for example, clinical protocols on surfactant administration and clinical governance oversight."
2,structure,b,QS193-2-structure-b,Evidence of staff training in a minimally invasive surfactant administration technique.,NA,NA,"Local data collection, for example, the number of staff trained in a minimally invasive surfactant administration technique."
2,process,a,QS193-2-process-a,Proportion of preterm babies born under 28 weeks of pregnancy who are given surfactant using a minimally invasive technique.,The number in the denominator who are given surfactant using a minimally invasive technique.,The number of preterm babies born under 28 weeks of pregnancy who are given surfactant.,"Local data collection, for example, local audit of patient records."
2,process,b,QS193-2-process-b,Proportion of preterm babies born between 28 weeks and 31 weeks plus 6 days of pregnancy who are given surfactant using a minimally invasive technique.,The number in the denominator who are given surfactant using a minimally invasive technique.,The number of preterm babies born between 28 weeks and 31 weeks plus 6 days of pregnancy who are given surfactant.,"Local data collection, for example, local audit of patient records."
2,process,c,QS193-2-process-c,Proportion of preterm babies born between 32 weeks and 36 weeks plus 6 days of pregnancy who are given surfactant using a minimally invasive technique.,The number in the denominator who are given surfactant using a minimally invasive technique.,The number of preterm babies born between 32 weeks and 36 weeks plus 6 days of pregnancy who are given surfactant.,"Local data collection, for example, local audit of patient records."
2,outcome,a,QS193-2-outcome-a,Incidence of pneumothorax in preterm babies.,To be determined locally,To be determined locally,"Local data collection, for example, audits of patient records."
2,outcome,b,QS193-2-outcome-b,Number of preterm babies with BPD.,To be determined locally,To be determined locally,The National Neonatal Audit Programme (NNAP) measures the number of eligible babies alive at 36 weeks with sufficient data to attribute BPD outcome.
3,structure,a,QS193-3-structure-a,Evidence of local arrangements to ensure that preterm babies having invasive ventilation are given VTV in combination with synchronised ventilation.,NA,NA,"Local data collection, for example, clinical protocols."
3,process,a,QS193-3-process-a,Proportion of preterm babies born under 28 weeks of pregnancy having invasive ventilation who were given VTV in combination with synchronised ventilation.,The number in the denominator who were given VTV in combination with synchronised ventilation.,The number of preterm babies born under 28 weeks of pregnancy having invasive ventilation.,"Local data collection, for example, local audit of patient records."
3,process,b,QS193-3-process-b,Proportion of preterm babies born between 28 weeks and 31 weeks plus 6 days of pregnancy having invasive ventilation who were given VTV in combination with synchronised ventilation.,The number in the denominator who were given VTV in combination with synchronised ventilation.,The number of preterm babies born between 28 weeks and 31 weeks plus 6 days of pregnancy having invasive ventilation.,"Local data collection, for example, local audit of patient records."
3,process,c,QS193-3-process-c,Proportion of preterm babies born between 32 weeks and 36 weeks plus 6 days of pregnancy having invasive ventilation who were given VTV in combination with synchronised ventilation.,The number in the denominator who were given VTV in combination with synchronised ventilation.,The number of preterm babies born between 32 weeks and 36 weeks plus 6 days of pregnancy having invasive ventilation.,"Local data collection, for example, local audit of patient records."
3,outcome,a,QS193-3-outcome-a,Number of days preterm babies spend on invasive ventilation.,To be determined locally,To be determined locally,"Local data collection, for example, audits of patient records."
3,outcome,b,QS193-3-outcome-b,Incidence of pneumothorax in preterm babies.,To be determined locally,To be determined locally,"Local data collection, for example, audits of patient records."
3,outcome,c,QS193-3-outcome-c,Number of preterm babies with BPD.,To be determined locally,To be determined locally,The National Neonatal Audit Programme (NNAP) measures the number of eligible babies alive at 36 weeks with sufficient data to attribute BPD outcome.
4,structure,a,QS193-4-structure-a,Evidence of local arrangements to ensure that preterm babies have a target oxygen saturation of 91% to 95% after stabilisation.,NA,NA,"Local data collection, for example, audits of oxygen administration protocols."
4,process,a,QS193-4-process-a,Proportion of preterm babies who have a target oxygen saturation set at between 91% and 95% after stabilisation.,The number in the denominator who have a target oxygen saturation between 91% and 95%.,The number of preterm babies receiving oxygen after stabilisation.,"Local data collection, for example, audits of patient records."
4,outcome,a,QS193-4-outcome-a,Mortality rates in preterm babies.,To be determined locally,To be determined locally,"Local data collection, for example, audits of neonatal mortality rates. The National Neonatal Audit Programme (NNAP) collects data on mortality in preterm babies, which will be published by local neonatal networks from 2020."
5,structure,a,QS193-5-structure-a,Evidence of local arrangements to ensure that parents and carers of preterm babies having respiratory support are involved in discussions and decisions about their baby during ward rounds.,NA,NA,"Local data collection, for example, protocols to involve parents and carers during ward rounds. The National Neonatal Audit Programme (NNAP) measures the proportion of admissions where parents were present on a consultant ward round on at least 1 occasion during their baby's stay."
