statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS150-1-structure-a,,,,Local data collection.
1,structure,b,QS150-1-structure-b,,,,"C(""Data source: Local data collection."", ""Data source: Local data collection."", ""Data source: Local data collection."")"
2,structure,a,QS150-2-structure-a,,,,Local data collection.
2,process,a,QS150-2-process-a,,,,Local data collection.
2,process,b,QS150-2-process-b,,,,Local data collection.
2,process,c,QS150-2-process-c,,,,Local data collection.
2,outcome,a,QS150-2-outcome-a,,,,Local data collection.
2,outcome,b,QS150-2-outcome-b,,,,Local data collection.
3,structure,a,QS150-3-structure-a,,,,Local data collection.
3,process,a,QS150-3-process-a,,,,National Radiotherapy Dataset and local data collection.
3,outcome,a,QS150-3-outcome-a,,,,Local data collection.
4,structure,a,QS150-4-structure-a,,,,Local data collection.
4,process,a,QS150-4-process-a,,,,"C(""Data source: Local data collection."", ""Data source: Local data collection."")"
4,outcome,a,QS150-4-outcome-a,,,,Local data collection.
4,outcome,b,QS150-4-outcome-b,,,,Local data collection.
