statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS176-1-structure-a,Evidence of the availability of clinical nurse specialists who specialise in the care and support of adults with oesophago-gastric cancer.,NA,NA,"Local data collection, for example, workforce plans or staff rotas."
1,process,a,QS176-1-process-a,Proportion of adults with oesophago-gastric cancer who have contact details for an oesophago-gastric clinical nurse specialist.,The number in the denominator who have contact details for an oesophago-gastric clinical nurse specialist.,The number of adults with oesophago-gastric cancer.,"Local data collection, for example, records of contact details, such as name and telephone number, being given for clinical nurse specialists in patient records."
1,outcome,a,QS176-1-outcome-a,"Patient satisfaction with the availability of a clinical nurse specialist, reported by adults with oesophago-gastric cancer.",To be determined locally,To be determined locally,National Cancer Patient Experience Survey. The survey contains the following question: How easy or difficult has it been for you to contact your clinical nurse specialist?
1,outcome,b,QS176-1-outcome-b,"Patient satisfaction with information provided by the clinical nurse specialist, reported by adults with oesophago-gastric cancer.",To be determined locally,To be determined locally,"National Cancer Patient Experience Survey. The survey contains the following question: When you have had important questions to ask your clinical nurse specialist, how often have you got answers you could understand?"
2,structure,a,QS176-2-structure-a,Evidence that an oncologist and a radiologist who both have a specialist interest in oesophago-gastric cancer take part in multidisciplinary team meetings.,NA,NA,"Local data collection, for example, attendance records gathered to support NHS England's Quality Surveillance Programme, minutes of MDT meetings or MDT annual reports."
2,process,a,QS176-2-process-a,Proportion of adults with newly diagnosed oesophago-gastric cancer whose treatment is reviewed at a multidisciplinary meeting that includes an oncologist and a radiologist who both have a specialist interest in oesophago-gastric cancer.,The number in the denominator whose treatment is reviewed at a multidisciplinary meeting that includes an oncologist and a radiologist who both have a specialist interest in oesophago-gastric cancer.,The number of adults with newly diagnosed oesophago-gastric cancer.,"Local data collection, for example, attendance records gathered to support NHS England's Quality Surveillance Programme, minutes of MDT meetings or MDT annual reports."
2,outcome,a,QS176-2-outcome-a,Rates of referral from a local MDT to a specialist oesophago-gastric cancer MDT.,To be determined locally,To be determined locally,Local data collection.
2,outcome,b,QS176-2-outcome-b,Average time from MDT to first treatment for oesophago-gastric cancer.,To be determined locally,To be determined locally,National Oesophago-Gastric Cancer Audit waiting times between key dates in the patient pathway by treatment modality in England and Wales (table 5.2).
3,structure,a,QS176-3-structure-a,Evidence of the availability of equipment and systems to request and report the results of F‑18 FDG PET‑CT scans.,NA,NA,"Local data collection, for example, service protocols and referral pathways."
3,structure,b,QS176-3-structure-b,Evidence of local processes to identify F‑18 FDG PET‑CT scans reported more than 1 week after they have been requested.,NA,NA,"Local data collection, for example, service specifications and local protocols."
3,process,a,QS176-3-process-a,Proportion of adults with oesophageal or gastro-oesophageal junctional cancer for whom radical treatment is suitable who have staging using F‑18 FDG PET‑CT with results reported within 1 week of the decision to request the scan.,The number of adults in the denominator who have the results of F‑18 FDG PET‑CT staging reported within 1 week of the decision to request the scan.,The number of adults with oesophageal or gastro-oesophageal junctional cancer for whom radical treatment is suitable.,"Local data collection, for example, patient records."
3,outcome,a,QS176-3-outcome-a,Proportion of adults with oesophageal or gastro-oesophageal junctional cancer who have accurate staging.,To be determined locally,To be determined locally,"Local data collection, for example, patient records."
3,outcome,b,QS176-3-outcome-b,Proportion of adults with metastatic oesophageal or gastro-oesophageal junctional cancer who have endoscopic ultrasound.,To be determined locally,To be determined locally,"Local data collection, for example, patient records."
4,structure,a,QS176-4-structure-a,"Evidence of the availability of tailored, specialist dietetic support for adults with oesophago-gastric cancer before and after radical treatment.",NA,NA,"Local data collection, for example, local protocols, staff rotas."
4,process,a,QS176-4-process-a,"Proportion of adults with oesophago-gastric cancer with radical treatment planned who have tailored, specialist dietetic support.","The number in the denominator who have tailored, specialist dietetic support before radical treatment.",The number of adults with oesophago-gastric cancer who have radical treatment planned.,"Local data collection, for example, from patient records (such as a documented discussion with a dietitian or individualised care plan)."
4,process,b,QS176-4-process-b,Proportion of adults with oesophago-gastric cancer who have tailored specialist dietetic support after radical treatment.,The number in the denominator who have tailored specialist dietetic support after radical treatment.,The number of adults with oesophago-gastric cancer who have radical treatment.,"Local data collection, for example, from patient records (such as a documented discussion with a dietitian or individualised care plan)."
4,outcome,a,QS176-4-outcome-a,Related quality of life for adults who have radical treatment for oesophago-gastric cancer.,To be determined locally,To be determined locally,"Local data collection. Health-related quality of life scores for adults with oesophago-gastric cancer, for example, ECOG (Eastern Cooperative Oncology Group) performance status scores from a survey of quality of life questionnaires."
