statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS61-1-structure-a,,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, local formularies."
1,structure,b,QS61-1-structure-b,,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from records of formulary reviews."
1,structure,c,QS61-1-structure-c,,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, records of local audits."
1,outcome,a,QS61-1-outcome-a,,To be determined locally,To be determined locally,"C(""Data source for primary care: National prescribing comparator data available from the NHS Digital Information Services Portal, specifically the number of prescription items for antibacterial drugs per Specific Therapeutic Group Age-sex weightings Related Prescribing Unit (STAR-PU), and the number of prescription items for cephalosporins and quinolones as a percentage of the total number of prescription items for selected antibacterial drugs (British National Formulary [BNF])."", ""Data source for secondary care: No routinely collected national data for secondary care has been identified for this measure. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, records of local prescribing audits.""
)"
2,structure,a,QS61-2-structure-a,,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from the local organisational strategy."
2,structure,b,QS61-2-structure-b,,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from minutes of board meetings."
2,structure,c,QS61-2-structure-c,,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from job descriptions."
2,structure,d,QS61-2-structure-d,,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from joint working agreements."
2,structure,e,QS61-2-structure-e,,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from audits of healthcare-associated infections."
2,outcome,a,QS61-2-outcome-a,,To be determined locally,To be determined locally,2014/15 NHS Outcomes Framework indicator 5.2 and 2014/15 CCG Outcomes Indicator Set indicators 5.3 and 5.4 measure incidence of methicillin-resistant Staphylococcus aureus (MRSA) and Clostridium difficile. Data are derived from UK Health Security Agency's mandatory reporting of healthcare-associated infections.
3,structure,a,QS61-3-structure-a,,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by organisations, for example, from procurement records."
3,structure,b,QS61-3-structure-b,,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from training records."
3,structure,c,QS61-3-structure-c,,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by provider organisations, for example, records of hand hygiene observation audits."
3,outcome,a,QS61-3-outcome-a,,To be determined locally,To be determined locally,2020/21 NHS Outcomes Framework indicator 5.2.
