statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS27-1-structure-a,Evidence of local arrangements for children and young people presenting with a suspected seizure to be seen by a specialist in the diagnosis and management of the epilepsies within 2 weeks of presentation.,NA,NA,NA
1,process,a,QS27-1-process-a,Proportion of children and young people presenting with a suspected seizure who are seen by a specialist in the diagnosis and management of the epilepsies.,The number of people in the denominator who are seen by a specialist in the diagnosis and management of the epilepsies.,The number of children and young people presenting with a suspected seizure.,NA
1,process,b,QS27-1-process-b,Proportion of children and young people presenting with a suspected seizure who are seen by a specialist in the diagnosis and management of the epilepsies within 2 weeks of presentation.,The number of people in the denominator who are seen within 2 weeks of presentation.,The number of children and young people presenting with a suspected seizure seen by a specialist in the diagnosis and management of the epilepsies.,NA
1,outcome,a,QS27-1-outcome-a,Diagnosis of epilepsy that is subsequently found to be incorrect.,To be determined locally,To be determined locally,NA
1,outcome,b,QS27-1-outcome-b,Diagnosis of a condition that is subsequently found to be epilepsy.,To be determined locally,To be determined locally,NA
1,outcome,c,QS27-1-outcome-c,Number of children and young people with a recorded seizure type and/or syndrome.,To be determined locally,To be determined locally,NA
2,structure,a,QS27-2-structure-a,Evidence of local arrangements for children and young people having initial investigations for epilepsy to undergo the tests within 4 weeks of them being requested.,NA,NA,NA
2,process,a,QS27-2-process-a,Proportion of children and young people having initial investigations for epilepsy who undergo the tests within 4 weeks of them being requested.,The number of people in the denominator who undergo the tests within 4 weeks of the request.,The number of children and young people having initial investigations for epilepsy.,NA
2,outcome,a,QS27-2-outcome-a,Patient or parent/carer satisfaction with the length of time between tests being arranged and the tests being performed.,To be determined locally,To be determined locally,NA
3,structure,a,QS27-3-structure-a,Evidence of local arrangements for children and young people who meet the criteria for neuroimaging for epilepsy to have MRI.,NA,NA,NA
3,structure,b,QS27-3-structure-b,Evidence of local arrangements for children and young people with learning disabilities who meet the criteria for neuroimaging for epilepsy to have MRI.,NA,NA,NA
3,process,a,QS27-3-process-a,Proportion of children and young people who meet the criteria for neuroimaging for epilepsy who have MRI.,The number of people in the denominator who have MRI.,The number of children and young people who meet the criteria for neuroimaging for epilepsy.,NA
4,structure,a,QS27-4-structure-a,Evidence of local arrangements for children and young people with epilepsy to have an agreed and comprehensive written epilepsy care plan.,NA,NA,NA
4,process,a,QS27-4-process-a,Proportion of children and young people with epilepsy who have an agreed and comprehensive written epilepsy care plan.,The number of people in the denominator who have an agreed and comprehensive written epilepsy care plan.,The number of children and young people with epilepsy.,NA
4,process,b,QS27-4-process-b,"Proportion of children and young people with an epilepsy care plan, or their parents or carers who feel they have been involved in developing and agreeing their plan.","The number of people in the denominator, or their parents or carers, who feel they have been involved in developing and agreeing their plan.",The number of children and young people with an epilepsy care plan.,NA
4,outcome,a,QS27-4-outcome-a,Patient or parent/carer satisfaction with involvement in the epilepsy care planning process.,To be determined locally,To be determined locally,NA
4,outcome,b,QS27-4-outcome-b,Parent/carer satisfaction with involvement in the epilepsy care planning process.,To be determined locally,To be determined locally,NA
5,structure,a,QS27-5-structure-a,Evidence of local arrangements for children and young people with epilepsy to be seen by an epilepsy specialist nurse who they can contact between scheduled reviews.,NA,NA,NA
5,process,a,QS27-5-process-a,Proportion of children and young people with epilepsy who have seen a named epilepsy specialist nurse at diagnosis.,The number of people in the denominator who have seen an epilepsy specialist nurse at diagnosis.,The number of children and young people with epilepsy.,NA
5,process,b,QS27-5-process-b,Proportion of children and young people with epilepsy who have seen an epilepsy specialist nurse at their review.,The number of people in the denominator who have seen an epilepsy specialist nurse at their review.,The number of children and young people with epilepsy.,NA
5,process,c,QS27-5-process-c,Proportion of children and young people with epilepsy who have the contact details of a named epilepsy specialist nurse.,The number of children and young people in the denominator who have the contact details of a named epilepsy specialist nurse.,The number of children and young people with epilepsy.,NA
5,outcome,a,QS27-5-outcome-a,Patient or parent/carer satisfaction with access to epilepsy specialist nursing.,To be determined locally,To be determined locally,NA
6,structure,a,QS27-6-structure-a,Evidence of local arrangements for children and young people with a history of prolonged or repeated seizures to have an agreed written emergency care plan.,NA,NA,NA
6,process,a,QS27-6-process-a,Proportion of children and young people with a history of prolonged or repeated seizures who have an agreed written emergency care plan.,The number of people in the denominator who have an agreed written emergency care plan.,The number of children and young people with a history of prolonged or repeated seizures.,NA
6,outcome,a,QS27-6-outcome-a,Accident and emergency attendances for prolonged or repeated seizures.,To be determined locally,To be determined locally,NA
6,outcome,b,QS27-6-outcome-b,Hospital admissions for prolonged or repeated seizures.,To be determined locally,To be determined locally,NA
6,outcome,c,QS27-6-outcome-c,Patient or parent/carer satisfaction with emergency care for prolonged or repeated seizures.,To be determined locally,To be determined locally,NA
7,structure,a,QS27-7-structure-a,Evidence of local arrangements for children and young people who meet the criteria for referral to a tertiary care specialist to be seen within 4 weeks of referral.,NA,NA,NA
7,process,a,QS27-7-process-a,Proportion of children and young people who meet the criteria for referral to a tertiary care specialist who are seen within 4 weeks of referral.,The number of people in the denominator who are seen within 4 weeks of referral.,The number of children and young people who meet the criteria for referral to a tertiary care specialist.,NA
7,outcome,a,QS27-7-outcome-a,Patient or parent/carer satisfaction with referral to tertiary care specialist.,To be determined locally,To be determined locally,NA
8,structure,a,QS27-8-structure-a,Evidence of local arrangements for children and young people with epilepsy to have a structured review with a paediatric epilepsy specialist at least annually.,NA,NA,NA
8,process,a,QS27-8-process-a,Proportion of children and young people with epilepsy whose most recent structured review with a paediatric epilepsy specialist was no later than 1 year (or individually agreed interval) after their previous review.,The number of people in the denominator whose most recent structured review with a paediatric epilepsy specialist was no later than 1 year (or individually agreed interval) after their previous review.,The number of children and young people with epilepsy.,NA
8,outcome,a,QS27-8-outcome-a,Patient or parent/carer satisfaction with review content.,To be determined locally,To be determined locally,NA
8,outcome,b,QS27-8-outcome-b,Patient or parent/carer satisfaction with the frequency of the review.,To be determined locally,To be determined locally,NA
9,structure,a,QS27-9-structure-a,Evidence of local arrangements for young people with epilepsy to have an agreed transition period during which their continuing epilepsy care is reviewed jointly by paediatric and adult services.,NA,NA,NA
9,process,a,QS27-9-process-a,Proportion of young people with epilepsy who are being discharged from paediatric epilepsy services who had an agreed transition period between paediatric and adult services.,The number of people in the denominator who had an agreed transition period between paediatric and adult services.,The number of young people with epilepsy who are no longer being cared for by paediatric services.,NA
9,outcome,a,QS27-9-outcome-a,Young people's experience of transition to adult services.,To be determined locally,To be determined locally,NA
