statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS11-1-structure-a,"Evidence of local arrangements to ensure that alcohol awareness training that promotes respectful, non-judgmental care is delivered to all health and social care staff who potentially work with patients or service users who misuse alcohol.",NA,NA,NA
1,structure,b,QS11-1-structure-b,"Evidence of local arrangements to ensure that local patient and service user feedback, in the form of surveys and complaints, is collected, analysed and acted upon within all health and social care settings.",NA,NA,NA
1,process,a,QS11-1-process-a,"Proportion of health and social care staff potentially working with patients or service users who misuse alcohol, who have successfully completed alcohol awareness training that promotes respectful, non-judgmental care of people who misuse alcohol.","The number of people in the denominator completing alcohol awareness training that promotes respectful, non-judgmental care of people who misuse alcohol.",The number of health and social care staff potentially working with patients or service users who misuse alcohol.,NA
2,structure,a,QS11-2-structure-a,Evidence of local arrangements to ensure that healthcare staff opportunistically carry out screening and brief interventions for hazardous (increasing risk) and harmful (high-risk) drinking on a routine basis.,NA,NA,NA
2,structure,b,QS11-2-structure-b,"Evidence of local arrangements to ensure that social care staff opportunistically carry out screening with people who may be at an increased risk of harm from alcohol and people who have alcohol-related problems, and deliver brief interventions for hazardous (increasing risk) and harmful (high-risk) drinking.",NA,NA,NA
2,structure,c,QS11-2-structure-c,Evidence of local arrangements within the commissioning framework to ensure that brief interventions are reviewed to ensure effective practice.,NA,NA,NA
2,process,a,QS11-2-process-a,Proportion of people aged 16 years and over in the locally defined target population who receive alcohol screening.,The number of people in the denominator receiving alcohol screening.,The number of people aged 16 years and over in the locally defined target population for alcohol screening.,NA
2,process,b,QS11-2-process-b,Proportion of people aged 18 and older identified as hazardous (increasing risk) or harmful (high-risk) drinkers who receive structured brief advice.,The number of people in the denominator receiving structured brief advice.,The number of people aged 18 and older identified as hazardous (increasing risk) or harmful (high-risk) drinkers.,NA
2,process,c,QS11-2-process-c,"Proportion of people aged 16 or 17 identified as hazardous (increasing risk) or harmful (high-risk) drinkers and people aged 18 and older not responding to structured brief advice for hazardous or harmful drinking, who receive an extended brief intervention.",The number of people in the denominator receiving an extended brief intervention.,The number of people aged 16 or 17 identified as hazardous or harmful drinkers and people aged 18 and older not responding to structured brief advice for hazardous (increasing risk) or harmful (high-risk) drinking.,NA
2,outcome,a,QS11-2-outcome-a,Decrease in the quantity and frequency of alcohol consumption in the locally defined target population.,To be determined locally,To be determined locally,NA
3,structure,a,QS11-3-structure-a,Evidence of local arrangements to ensure effective identification of people who may benefit from specialist assessment or treatment for alcohol misuse.,NA,NA,NA
3,structure,b,QS11-3-structure-b,"Evidence of the use of a local referral pathway in accordance with NICE's guidelines on alcohol-use disorders: prevention and alcohol-use disorders: diagnosis, assessment and management of harmful (high-risk) drinking and alcohol dependence to ensure that people who may benefit from specialist assessment or treatment for alcohol misuse are offered referral to specialist alcohol services.",NA,NA,NA
3,structure,c,QS11-3-structure-c,"Evidence of a local needs assessment highlighting gaps in and barriers to accessing specialist alcohol treatment as well as prevalence of alcohol misuse. Estimated burden of alcohol misuse and uptake of specialist treatment should be broken down by key equality groups such as women, people from minority ethnic groups, people who are homeless and people in different age groups.",NA,NA,NA
3,structure,d,QS11-3-structure-d,"Evidence of audit of waiting times in specialist alcohol services from initial referral to assessment, assessment to treatment start, and total waiting time from referral to starting treatment.",NA,NA,NA
3,process,a,QS11-3-process-a,Proportion of people meeting NICE guidance criteria for referral to specialist alcohol services who are referred to specialist alcohol services.,The number of people in the denominator referred to specialist alcohol services.,The number of people meeting NICE guidance criteria for referral to specialist alcohol services.,NA
3,outcome,a,QS11-3-outcome-a,Proportion of people in the local population estimated to be dependent on alcohol who access specialist alcohol services.,The number of people in the denominator accessing specialist alcohol services.,The number of people in the local population estimated to be dependent on alcohol.,NA
3,outcome,b,QS11-3-outcome-b,Decrease in the quantity and frequency of alcohol consumption in people who misuse alcohol.,To be determined locally,To be determined locally,NA
4,structure,a,QS11-4-structure-a,Evidence of local implementation of current guidance from the Royal College of Psychiatrists and Royal College of General Practitioners on delivering quality care for drug and alcohol users: the roles and competencies of doctors.,NA,NA,NA
4,structure,b,QS11-4-structure-b,Evidence of local arrangements to ensure that all staff carrying out initial assessments in specialist alcohol services are trained in the key elements of motivational interviewing.,NA,NA,NA
4,structure,c,QS11-4-structure-c,"Evidence of local arrangements to ensure that care coordination with other agencies (for example, housing, employment and social care) is delivered by appropriately trained and competent staff working in specialist alcohol services.",NA,NA,NA
4,structure,d,QS11-4-structure-d,Evidence of local arrangements to ensure the use of competence frameworks developed from relevant treatment manuals that guide the structure and duration of psychological interventions for people who misuse alcohol.,NA,NA,NA
