statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS164-1-structure-a,Evidence of local arrangements to ensure that specialist services can provide a point of contact for adults with Parkinson's disease.,NA,NA,"Local data collection, for example, service protocols. The UK Parkinson's Excellence Network UK Parkinson's Audit identifies whether patients in elderly care and neurology services can access a Parkinson's disease nurse specialist."
1,process,a,QS164-1-process-a,Proportion of adults with Parkinson's disease who have a point of contact with specialist services.,The number in the denominator who have a point of contact with specialist services.,The number of adults with Parkinson's disease.,"Local data collection, for example, audit of electronic patient health records."
1,outcome,a,QS164-1-outcome-a,Satisfaction of adults with Parkinson's disease with ease of access to specialist services.,To be determined locally,To be determined locally,"Local data collection, for example, patient survey."
1,outcome,b,QS164-1-outcome-b,Satisfaction of adults with Parkinson's disease that they have the support and knowledge they need to self-manage their condition.,To be determined locally,To be determined locally,"Local data collection, for example, patient survey."
2,structure,a,QS164-2-structure-a,Evidence that written information about the risk of developing impulse control disorders with dopaminergic therapy is available.,NA,NA,"Local data collection, for example, information leaflets."
2,structure,b,QS164-2-structure-b,Evidence of local processes to ensure that adults with Parkinson's disease taking dopaminergic therapy have a discussion with a healthcare professional about the risk of developing impulse control disorders when starting treatment and at least annually.,NA,NA,"Local data collection, for example, service protocol."
2,process,a,QS164-2-process-a,Proportion of adults with Parkinson's disease starting dopaminergic therapy who are given written information about the risk of developing impulse control disorders.,The number in the denominator who are given written information about the risk of developing impulse control disorders.,The number of adults with Parkinson's disease starting dopaminergic therapy.,"Local data collection, for example, audit of electronic patient health records. The UK Parkinson's Excellence Network UK Parkinson's Audit includes evidence of a conversation with the patient/carer and/or provision of written information regarding potential adverse effects for any new medicines."
2,process,b,QS164-2-process-b,Proportion of adults with Parkinson's disease starting dopaminergic therapy who have a record of a discussion about the risk of developing impulse control disorders.,The number in the denominator who have a record of a discussion about the risk of developing impulse control disorders.,The number of adults with Parkinson's disease starting dopaminergic therapy.,"Local data collection, for example, audit of electronic patient health records. The UK Parkinson's Excellence Network UK Parkinson's Audit includes evidence of a conversation with the patient/carer and/or provision of written information regarding potential adverse effects for any new medicines."
2,process,c,QS164-2-process-c,Proportion of adults with Parkinson's disease taking dopaminergic therapy who have a record of a discussion within the past 12 months about the risk of developing impulse control disorders.,The number in the denominator who have a record of a discussion within the past 12 months about the risk of developing impulse control disorders.,The number of adults with Parkinson's disease taking dopaminergic therapy.,"Local data collection, for example, audit of electronic patient health records. The UK Parkinson's Excellence Network UK Parkinson's Audit includes evidence of the extent of monitoring for compulsive behaviour in people taking dopaminergic drugs."
2,outcome,a,QS164-2-outcome-a,Awareness of the risk of developing impulse control disorders among adults taking dopaminergic therapy for Parkinson's disease.,To be determined locally,To be determined locally,"Local data collection, for example, patient survey."
2,outcome,b,QS164-2-outcome-b,Awareness of the risk of developing impulse control disorders among family members and carers of adults taking dopaminergic therapy for Parkinson's disease.,To be determined locally,To be determined locally,"Local data collection, for example, survey of carers."
3,structure,a,QS164-3-structure-a,"Evidence that physiotherapy, occupational therapy, and speech and language therapy specific for Parkinson's disease are available locally.",NA,NA,"Local data collection, for example, service specifications."
3,structure,b,QS164-3-structure-b,"Evidence of local processes to identify adults with Parkinson's disease and problems with balance, motor function, activities of daily living, communication, swallowing or saliva.",NA,NA,"Local data collection, for example, service protocol. The UK Parkinson's Excellence Network UK Parkinson's Audit identifies whether reviews include a formal assessment tool or checklist for activities of daily living and the Parkinson's non-motor symptoms questionnaire or other form of checklist to screen for non-motor symptoms."
3,process,a,QS164-3-process-a,Proportion of adults with Parkinson's disease and balance or motor function problems identified within the past 12 months who are referred for physiotherapy specific for Parkinson's disease.,The number in the denominator who are referred for physiotherapy specific for Parkinson's disease.,The number of adults with Parkinson's disease and balance or motor function problems identified within the past 12 months.,"Local data collection, for example, audit of electronic patient health records. The UK Parkinson's Excellence Network UK Parkinson's Audit includes evidence of a physiotherapy referral."
3,process,b,QS164-3-process-b,Proportion of adults with Parkinson's disease and difficulties with activities of daily living identified within the past 12 months who are referred for occupational therapy specific for Parkinson's disease.,The number in the denominator who are referred for occupational therapy specific for Parkinson's disease.,The number of adults with Parkinson's disease and difficulties with activities of daily living identified within the past 12 months.,"Local data collection, for example, audit of electronic patient health records. The UK Parkinson's Excellence Network UK Parkinson's Audit includes evidence of an occupational therapy referral."
3,process,c,QS164-3-process-c,"Proportion of adults with Parkinson's disease and problems with communication, swallowing or saliva identified within the past 12 months who are referred for speech and language therapy specific for Parkinson's disease.",The number in the denominator who are referred for speech and language therapy.,"The number of adults with Parkinson's disease and problems with communication, swallowing or saliva identified within the past 12 months.","Local data collection, for example, audit of electronic patient health records. The UK Parkinson's Excellence Network UK Parkinson's Audit includes evidence of speech and language therapy referrals for communication and swallowing."
3,outcome,a,QS164-3-outcome-a,Health-related quality of life for adults with Parkinson's disease.,To be determined locally,To be determined locally,"Local data collection, for example, patient survey."
3,outcome,b,QS164-3-outcome-b,Hospital admission rate for falls among adults with Parkinson's disease.,To be determined locally,To be determined locally,"Local data collection, for example, audit of electronic patient health records."
3,outcome,c,QS164-3-outcome-c,Hospital admission rate for aspiration pneumonia among adults with Parkinson's disease.,To be determined locally,To be determined locally,"Local data collection, for example, audit of electronic patient health records."
4,structure,a,QS164-4-structure-a,Evidence of local processes to accurately document administration times for levodopa for adults with Parkinson's disease on admission to hospital or a care home to reflect timings before admission.,NA,NA,"Local data collection, for example, service protocol."
4,structure,b,QS164-4-structure-b,"Evidence of local processes to identify missed, early or late administration of levodopa for adults with Parkinson's disease in hospital or a care home.",NA,NA,"Local data collection, for example, service protocol."
4,process,a,QS164-4-process-a,Proportion of prescribed doses of levodopa for adults with Parkinson's disease in hospital or a care home that were missed.,The number in the denominator that were missed.,The number of prescribed doses of levodopa for adults with Parkinson's disease in hospital or a care home.,"Local data collection, for example, audit of medicines administration records."
4,process,b,QS164-4-process-b,Proportion of doses of levodopa for adults with Parkinson's disease in hospital or a care home that were given more than 30 minutes before the individually prescribed administration time.,The number in the denominator that were given more than 30 minutes before the individually prescribed administration time.,The number of doses of levodopa for adults with Parkinson's disease in hospital or a care home.,"Local data collection, for example, audit of medicines administration records."
4,process,c,QS164-4-process-c,Proportion of doses of levodopa for adults with Parkinson's disease in hospital or a care home that were given more than 30 minutes after the individually prescribed administration time.,The number in the denominator that were given more than 30 minutes after the individually prescribed administration time.,The number of doses of levodopa for adults with Parkinson's disease in hospital or a care home.,"Local data collection, for example, audit of medicines administration records."
4,outcome,a,QS164-4-outcome-a,Patient safety incidents related to medicines for adults with Parkinson's disease in hospital or a care home.,To be determined locally,To be determined locally,"Local data collection, for example, local records of patient safety incidents."
4,outcome,b,QS164-4-outcome-b,Length of hospital stay for adults with Parkinson's disease.,To be determined locally,To be determined locally,Local data collection. National data can be collected from NHS Digital's Hospital Episode Statistics.
5,structure,a,QS164-5-structure-a,Evidence of local pathways to provide access to clozapine and patient monitoring for treating hallucinations and delusions in adults with Parkinson's disease.,NA,NA,"Local data collection, for example, service protocol and referral pathways."
5,outcome,a,QS164-5-outcome-a,Prescribing rates of lower dose clozapine for adults with Parkinson's.,To be determined locally,To be determined locally,"Local data collection, for example, Clozaril Patient Monitoring Service."
5,outcome,b,QS164-5-outcome-b,Satisfaction with the management of hallucinations and delusions among adults with Parkinson's disease.,To be determined locally,To be determined locally,"Local data collection, for example, patient survey."
5,outcome,c,QS164-5-outcome-c,Permanent admissions to care homes for adults with Parkinson's disease and hallucinations or delusions.,To be determined locally,To be determined locally,"Local data collection, for example, audit of patient health records."
