statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS146-1-structure-a,"Evidence of local arrangements and written clinical protocols to ensure that people with cancer of the upper aerodigestive tract have their nutritional status, including the need for a prophylactic tube, assessed at diagnosis.",NA,NA,"Local data collection and HANA (Head and Neck Cancer National Audit), Saving Faces."
1,process,a,QS146-1-process-a,"Proportion of people with cancer of the upper aerodigestive tract who have their nutritional status, including the need for a prophylactic tube, assessed at diagnosis.","The number in the denominator who have their nutritional status, including the need for a prophylactic tube, assessed at diagnosis.",The number of people diagnosed with cancer of the upper aerodigestive tract.,"Local data collection and HANA (Head and Neck Cancer National Audit), Saving Faces."
1,outcome,a,QS146-1-outcome-a,Nutritional status of people with cancer of the upper aerodigestive tract.,To be determined locally,To be determined locally,"Local data collection, for example, body mass index (BMI) levels and percentage weight loss, and HANA (Head and Neck Cancer National Audit), Saving Faces."
2,structure,a,QS146-2-structure-a,Evidence of local arrangements and written clinical protocols to ensure that people with N3 upper aerodigestive tract cancer are offered systemic staging using FDG PET-CT.,NA,NA,Local data collection.
2,structure,b,QS146-2-structure-b,Evidence of local arrangements and written clinical protocols to ensure that people with T4 cancers of the hypopharynx and nasopharynx are offered systemic staging using FDG PET-CT.,NA,NA,Local data collection.
2,process,a,QS146-2-process-a,Proportion of people with N3 upper aerodigestive tract cancer who have systemic staging using FDG PET-CT.,The number in the denominator who have systemic staging using FDG PET-CT.,The number of people with N3 upper aerodigestive tract cancer.,Local data collection.
2,process,b,QS146-2-process-b,Proportion of people with T4 cancers of the hypopharynx and nasopharynx who have systemic staging using FDG PET-CT.,The number in the denominator who have systemic staging using FDG PET-CT.,The number of people with T4 cancers of the hypopharynx and nasopharynx.,Local data collection.
2,outcome,a,QS146-2-outcome-a,Rates of surgery or radiotherapy in people with advanced stage cancer of the upper aerodigestive tract.,To be determined locally,To be determined locally,Local data collection.
3,structure,a,QS146-3-structure-a,Evidence of local arrangements and written clinical protocols to ensure that people with early stage oral cavity cancer who do not need cervical access as part of surgical management are offered sentinel lymph node biopsy as an alternative to elective neck dissection.,NA,NA,"Local data collection and HANA (Head and Neck Cancer National Audit), Saving Faces."
3,process,a,QS146-3-process-a,Proportion of people with early stage oral cavity cancer who do not need cervical access as part of surgical management who have sentinel lymph node biopsy as an alternative to elective neck dissection.,The number in the denominator who do not need cervical access as part of surgical management who have sentinel lymph node biopsy as an alternative to elective neck dissection.,The number of people with early stage oral cavity cancer.,"Local data collection and HANA (Head and Neck Cancer National Audit), Saving Faces."
3,outcome,a,QS146-3-outcome-a,Surgery-related morbidity for people with early stage oral cavity cancer.,To be determined locally,To be determined locally,Local data collection.
3,outcome,b,QS146-3-outcome-b,Length of hospital stay for people with early stage oral cavity cancer.,To be determined locally,To be determined locally,Local data collection.
4,structure,a,QS146-4-structure-a,Evidence of local arrangements and written clinical protocols to ensure that people with cancer of the upper aerodigestive tract are given a choice of either radiotherapy or surgery if both are suitable options for their type of cancer.,NA,NA,"Local data collection, National Peer Review: Head and neck cancer services, National Peer Review Programme and HANA (Head and Neck Cancer National Audit), Saving Faces."
4,process,a,QS146-4-process-a,Proportion of people with newly diagnosed T1b–T2 squamous cell carcinoma of the glottic larynx who are given a choice of surgery or radiotherapy.,The number in the denominator who are given a choice of surgery or radiotherapy.,The number of people with newly diagnosed T1b–T2 squamous cell carcinoma of the glottic larynx.,"Local data collection, National Peer Review: Head and neck cancer services, National Peer Review Programme and HANA (Head and Neck Cancer National Audit), Saving Faces."
4,process,b,QS146-4-process-b,Proportion of people with newly diagnosed T1–T2 squamous cell carcinoma of the supraglottic larynx who are given a choice of surgery or radiotherapy.,The number in the denominator who are given a choice of surgery or radiotherapy.,The number of people with newly diagnosed T1–T2 squamous cell carcinoma of the supraglottic larynx.,"Local data collection, National Peer Review: Head and neck cancer services, National Peer Review Programme and HANA (Head and Neck Cancer National Audit), Saving Faces."
4,process,c,QS146-4-process-c,Proportion of people with T1–2 N0 tumours of the oropharynx who are given a choice of surgery or radiotherapy.,The number in the denominator who are given a choice of surgery or radiotherapy.,The number of people with T1–2 N0 tumours of the oropharynx.,"Local data collection, National Peer Review: Head and neck cancer services, National Peer Review Programme and HANA (Head and Neck Cancer National Audit), Saving Faces."
4,process,d,QS146-4-process-d,"Proportion of people with T3 squamous cell carcinoma of the larynx who are given a choice of either radiotherapy with concomitant chemotherapy or surgery with adjuvant radiotherapy, with or without concomitant chemotherapy.","The number in the denominator who are given a choice of either radiotherapy with concomitant chemotherapy or surgery with adjuvant radiotherapy, with or without concomitant chemotherapy.",The number of people with T3 squamous cell carcinoma of the larynx.,"Local data collection, National Peer Review: Head and neck cancer services, National Peer Review Programme and HANA (Head and Neck Cancer National Audit), Saving Faces."
4,outcome,a,QS146-4-outcome-a,Satisfaction with treatment for people with cancers of the upper aerodigestive tract that have similar outcomes from radiotherapy and surgery.,To be determined locally,To be determined locally,Local data collection and the NHS England National Cancer Patient Experience Survey.
