statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS180-1-structure-a,Evidence of the availability of equipment for performing the additional tests needed before referral for further investigation and diagnosis of COAG or related conditions.,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, service specifications."
1,structure,b,QS180-1-structure-b,Evidence of the availability of staff trained to perform the additional tests needed before referral for further investigation and diagnosis of COAG or related conditions.,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, staff rotas and staff training records."
1,process,a,QS180-1-process-a,Proportion of adults with signs of possible glaucoma on a routine sight test who had additional tests before referral for further investigation and diagnosis of COAG or related conditions.,The number in the denominator who had additional tests before referral for further investigation and diagnosis of COAG or related conditions.,The number of adults with signs of possible glaucoma on a routine sight test referred for further investigation and diagnosis of COAG or related conditions.,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, patient records and referral records."
1,outcome,a,QS180-1-outcome-a,Rates of false-positive referrals for further investigation and diagnosis of COAG or related conditions.,To be determined locally,To be determined locally,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, patient records and referral records."
2,structure,a,QS180-2-structure-a,Evidence of local agreements to include vision difficulties affecting quality of life in the criteria for referral and access to cataract surgery. The same criteria should be used for first- and second-eye cataract surgery.,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, service specifications and local commissioning agreements for cataract surgery."
2,process,a,QS180-2-process-a,Proportion of presentations of cataract where the person has a discussion about how their vision affects their quality of life.,The number in the denominator where the person has a discussion about how their vision affects their quality of life.,The number of presentations of cataract.,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, patient records."
2,process,b,QS180-2-process-b,Proportion of presentations of cataract that are refused referral for surgery based on visual acuity alone.,The number in the denominator that are refused referral for surgery based on visual acuity alone.,The number of presentations of cataract.,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, patient records or referral records."
2,process,c,QS180-2-process-c,Proportion of referrals for cataract surgery that are not accepted based on visual acuity alone.,The number in the denominator that are not accepted based on visual acuity alone.,The number of referrals for cataract surgery.,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, patient records or referral records."
2,outcome,a,QS180-2-outcome-a,Related quality of life for adults with cataracts.,To be determined locally,To be determined locally,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, results from a questionnaire or patient-reported outcome measure on self-reported improvement after surgery, such as the Cat-PROM5 questionnaire."
3,structure,a,QS180-3-structure-a,Evidence of local arrangements and clinical protocols to ensure that adults with late AMD (wet active) start treatment within 14 days of referral to the macular service.,NA,NA,"No routinely collected national data for this measure has been identified. Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, referral pathways."
