statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS149-1-structure-a,"Evidence of local arrangements to ensure that adults who have had a fragility fracture, use systemic glucocorticoids or have a history of falls, have an assessment of their fracture risk.",NA,NA,"Local data collection, for example, service specifications. The Royal College of Physicians' Fracture Liaison Service Database collects data on whether there is a dedicated fracture liaison service."
1,process,a,QS149-1-process-a,Proportion of adults who have had a fragility fracture who have an assessment of their fracture risk.,The number in the denominator who have an assessment of their fracture risk.,The number of adults who have had a fragility fracture.,"Local data collection, for example, local audit of patient records. The NHS Quality and Outcomes Framework captures data on patients aged 50 to 74 with a record of a fragility fracture and a diagnosis of osteoporosis confirmed on dual-energy X-ray absorptiometry (DXA) scan, and aged 75 or over with a record of a fragility fracture and a diagnosis of osteoporosis. The Royal College of Physicians' Fracture Liaison Service Database collects data on people aged 50 years and over who have had a fragility fracture, including whether the risk of fracture was assessed using FRAX or Q-Fracture."
1,process,b,QS149-1-process-b,Proportion of adults who use systemic glucocorticoids who have an assessment of their fracture risk.,The number in the denominator who have an assessment of their fracture risk.,The number of adults who use systemic glucocorticoids.,"Local data collection, for example, local audit of patient records."
1,process,c,QS149-1-process-c,Proportion of adults aged 50 and over who have a history of falls who have an assessment of their fracture risk.,The number in the denominator who have an assessment of their fracture risk.,The number of adults aged 50 and over who have a history of falls.,"Local data collection, for example, local audit of patient records."
1,outcome,a,QS149-1-outcome-a,Incidence of fragility fractures.,To be determined locally,To be determined locally,"Local data collection, for example, local audit of patient records. The Royal College of Physicians' Fracture Liaison Service Database collects data on people aged 50 years and over who have had a fragility fracture."
2,structure,a,QS149-2-structure-a,Evidence of local arrangements to ensure that adults at high risk of fragility fracture are offered drug treatment to reduce fracture risk.,NA,NA,"Local data collection, for example, local protocols. The Fracture Liaison Service Database (FLS-DB) collects data on which interventions can be recommended or started by the fracture liaison service."
2,process,a,QS149-2-process-a,Proportion of adults at high risk of fragility fracture receiving drug treatment to reduce fracture risk.,The number in the denominator who receive drug treatment to reduce fracture risk.,The number of adults at high risk of fragility fracture.,"Local data collection, for example, local audit of patient records. The NHS Quality and Outcomes Framework captures data on patients aged 50 to 74 with a record of a fragility fracture and a diagnosis of osteoporosis confirmed on dual-energy X-ray absorptiometry (DXA) scan, and aged 75 or over with a record of a fragility fracture and a diagnosis of osteoporosis, who are currently treated with an appropriate bone-sparing agent. The Royal College of Physicians' Fracture Liaison Service Database collects data on people aged 50 years and over who have had a fragility fracture, and records if drug treatment to reduce fracture risk is recommended and, if so, which treatment."
2,outcome,a,QS149-2-outcome-a,Incidence of fragility fractures.,To be determined locally,To be determined locally,"Local data collection, for example, local audit of patient records. The Royal College of Physicians' Fracture Liaison Service Database collects data on people aged 50 years and over who have had a fragility fracture."
2,outcome,b,QS149-2-outcome-b,Hospital admission rates for fragility fractures.,To be determined locally,To be determined locally,"Local data collection, for example, NHS Digital's Hospital episode statistics."
3,structure,a,QS149-3-structure-a,Evidence of local arrangements to ensure that adults prescribed drug treatment to reduce fracture risk are asked about adverse effects and adherence to treatment at each medication review.,NA,NA,"Local data collection, for example, service specifications."
3,process,a,QS149-3-process-a,Proportion of medication reviews for adults prescribed drug treatment to reduce fracture risk that include a record of adverse effects and adherence to treatment.,The number in the denominator that include a record of adverse effects and adherence to treatment.,The number of medication reviews for adults prescribed drug treatment to reduce fracture risk.,"Local data collection, for example, local audit of patient records."
3,outcome,a,QS149-3-outcome-a,Adults adhering to drug treatment to reduce fracture risk.,To be determined locally,To be determined locally,"Local data collection, for example, local audit of patient records. The Royal College of Physicians' Fracture Liaison Service Database records adherence to drug treatment at 52 weeks."
3,outcome,b,QS149-3-outcome-b,Incidence of fragility fracture.,To be determined locally,To be determined locally,"Local data collection, for example, local audit of patient records. The Royal College of Physicians' Fracture Liaison Service Database collects data on people aged 50 years and over who have had a fragility fracture."
4,structure,a,QS149-4-structure-a,Evidence of local arrangements to ensure that adults taking zoledronic acid for 3 years have a review of the need for continuing treatment.,NA,NA,"Local data collection, for example, local protocols."
4,structure,b,QS149-4-structure-b,"Evidence of local arrangements to ensure that adults taking alendronate, ibandronate or risedronate for 5 years have a review of the need for continuing treatment.",NA,NA,"Local data collection, for example, local protocols."
4,process,a,QS149-4-process-a,Proportion of adults taking zoledronic acid for 3 years who have a review of the need for continuing treatment.,The number in the denominator who have a review of the need for continuing treatment.,The number of adults taking zoledronic acid for 3 years.,"Local data collection, for example, local audit of patient records."
4,process,b,QS149-4-process-b,"Proportion of adults taking alendronate, ibandronate or risedronate for 5 years who have a review of the need for continuing treatment.",The number in the denominator who have a review of the need for continuing treatment.,"The number of adults taking alendronate, ibandronate or risedronate for 5 years.","Local data collection, for example, local audit of patient records."
4,outcome,a,QS149-4-outcome-a,Patient satisfaction with long-term bisphosphonate therapy.,To be determined locally,To be determined locally,"Local data collection, for example, patient surveys."
4,outcome,b,QS149-4-outcome-b,Health-related quality of life for adults having long-term bisphosphonate therapy.,To be determined locally,To be determined locally,"Local data collection, for example, patient surveys."
