statement_number,measure_type,point,measure_id,measure,numerator,denominator
1,structure,a,QS55-1-structure-a,"Evidence of local arrangements for all young people (aged 16–24 years) with cancer to have their diagnosis, treatment and support agreed and delivered by a cancer-site-specific multidisciplinary team and a teenage and young adult multidisciplinary team.",NA,NA
1,process,a,QS55-1-process-a,"The proportion of young people (aged 16–24 years) diagnosed with cancer who have their diagnosis, treatment and support agreed by a cancer-site-specific multidisciplinary team and a teenage and young adult multidisciplinary team.","The number of people in the denominator who have their diagnosis, treatment and support agreed by a cancer-site-specific multidisciplinary team and a teenage and young adult multidisciplinary team.",The number of young people (aged 16–24 years) diagnosed with cancer.
1,process,b,QS55-1-process-b,The proportion of young people (aged 16–24 years) with cancer who have their treatment and support delivered by a cancer-site-specific multidisciplinary team and a teenage and young adult multidisciplinary team.,The number of people in the denominator who have their treatment and support delivered by a cancer-site-specific multidisciplinary team and a teenage and young adult multidisciplinary team.,The number of young people (aged 16–24 years) with cancer.
2,structure,a,QS55-2-structure-a,Evidence of local arrangements to ensure that children and young people (aged 0–24 years) are assessed for eligibility for relevant clinical trials and offered the opportunity to take part.,NA,NA
2,process,a,QS55-2-process-a,The proportion of children and young people (aged 0–24 years) with cancer and eligible for a clinical trial who are offered the opportunity to take part.,The number of people in the denominator offered the opportunity to take part.,Children and young people (aged 0–24 years) with cancer and eligible for a clinical trial.
2,process,b,QS55-2-process-b,The proportion of children and young people (aged 0–24 years) with cancer who are recruited into a clinical trial for which they are eligible.,The number of people in the denominator recruited into the clinical trial.,The number of children and young people (aged 0–24 years) with cancer and eligible for a clinical trial.
3,structure,a,QS55-3-structure-a,Evidence of local arrangements to ensure that all children and young people (aged 0–24 years) receiving chemotherapy have it prescribed using an electronic prescribing system.,NA,NA
3,outcome,a,QS55-3-outcome-a,The number of patient safety incidents in children and young people (aged 0–24 years) related to chemotherapy prescriptions.,NA,NA
4,structure,a,QS55-4-structure-a,"Evidence of local arrangements to ensure that children and young people (aged 0–24 years) with cancer, and their families and carers, have their psychological and social needs assessed at key points on their care pathway.",NA,NA
4,structure,b,QS55-4-structure-b,"Evidence of local arrangements to ensure that children and young people (aged 0–24 years) with cancer, and their families and carers, can access services delivering psychological and social support.",NA,NA
4,process,a,QS55-4-process-a,The proportion of children and young people (aged 0–24 years) with cancer reaching a key point in their care pathway who have their psychological and social needs assessed.,The number of people in the denominator who have their psychological and social needs assessed.,The number of children and young people (aged 0–24 years) with cancer reaching a key point in their care pathway.
4,process,b,QS55-4-process-b,The proportion of children and young people (aged 0–24 years) with cancer reaching a key point in their care pathway whose family and carers have their psychological and social needs assessed.,The number of people in the denominator whose family and carers have their psychological and social needs assessed.,The number of children and young people (aged 0–24 years) with cancer reaching a key point in their care pathway.
4,process,c,QS55-4-process-c,The proportion of children and young people (aged 0–24 years) with cancer reaching a key point in their care pathway who receive support with identified psychological or social needs.,The number of people in the denominator receiving psychological or social support.,The number of children and young people (aged 0–24 years) with cancer reaching a key point in their care pathway with identified psychological or social needs.
4,process,d,QS55-4-process-d,The proportion of children and young people (aged 0–24 years) with cancer reaching a key point in their care pathway whose family and carers receive support with identified psychological and social needs.,The number of people in the denominator receiving psychological or social support.,The number of children and young people (aged 0–24 years) with cancer reaching a key point in their care pathway whose family and carers have identified psychological or social needs.
4,outcome,a,QS55-4-outcome-a,"Children and young people with cancer, and their families and carers, feel supported during their care.",NA,NA
5,structure,a,QS55-5-structure-a,Evidence of local arrangements to ensure that all children and young people (aged 0–24 years) who have had a central nervous system malignancy receive a specialist neuro-rehabilitation care package.,NA,NA
5,process,a,QS55-5-process-a,The proportion of children and young people (aged 0–24 years) who have had treatment for a central nervous system malignancy who receive a specialist neuro-rehabilitation care package.,The number of people in the denominator receiving a specialist neuro-rehabilitation care package.,The number of children and young people (aged 0–24 years) who have had treatment for a central nervous system malignancy.
6,structure,a,QS55-6-structure-a,Evidence of local arrangements to ensure that children and young people (aged 0–24 years) who have been treated for cancer have an end-of-treatment summary and care plan that includes agreed follow-up and monitoring arrangements.,NA,NA
6,process,a,QS55-6-process-a,The proportion of children and young people (aged 0–24 years) completing treatment for cancer who have an end-of-treatment summary and care plan.,The number of people in the denominator who have an end-of-treatment summary and care plan.,The number of children and young people (aged 0–24 years) completing treatment for cancer.
6,process,b,QS55-6-process-b,The proportion of children and young people (aged 0–24 years) treated for cancer who have their end-of-treatment summary and care plan reviewed 5 years after the end of their initial treatment.,The number of people in the denominator who have their end-of-treatment summary and care plan reviewed 5 years after the end of their initial treatment.,The number of children and young people (aged 0–24 years) treated for cancer with an end-of-treatment summary and care plan.
7,structure,a,QS55-7-structure-a,Evidence of local arrangements to ensure that children and young people (0–24 years) with cancer are assessed for potential future fertility problems and advised about their options for fertility preservation before treatment is started.,NA,NA
7,process,a,QS55-7-process-a,The proportion of children and young people (aged 0–24 years) with cancer who are assessed for potential future fertility problems and advised about their options for fertility preservation before treatment is started.,The number of people in the denominator who are assessed for potential future fertility problems before treatment and are advised about their options for fertility preservation.,The number of children and young people (aged 0–24 years) diagnosed with cancer.
