statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS186-1-structure-a,Evidence that healthcare professionals are trained to recognise symptoms of Lyme disease.,NA,NA,"Local data collection, for example, audits of annual performance reviews and records of continuing professional development, such as completion of the Royal College of General Practitioners (RCGP) e-learning course, participating in events or using resources for education, training and quality improvement (such the RCGP Lyme disease toolkit: resources for education, training and quality improvement)."
1,process,a,QS186-1-process-a,Proportion of people diagnosed with Lyme disease based on erythema migrans without laboratory testing.,The number in the denominator who did not have laboratory testing.,The number of people diagnosed with Lyme disease who had erythema migrans.,"Local data source, for example, an audit of patient records."
2,structure,a,QS186-2-structure-a,Evidence of local arrangements to provide repeat ELISA tests 4 to 6 weeks after an initial negative ELISA test result for people without erythema migrans in whom Lyme disease is still suspected.,NA,NA,"Local data collection, for example, service specifications and written clinical protocols."
2,process,a,QS186-2-process-a,"Proportion of people without erythema migrans who had a negative initial ELISA test within 4 weeks of symptoms starting, and in whom Lyme disease is still suspected, who have a repeat ELISA test 4 to 6 weeks after the first test.",The number in the denominator who have a repeat ELISA test 4 to 6 weeks after the first test.,"The number of people without erythema migrans who had a negative initial ELISA test within 4 weeks of symptoms starting, and in whom Lyme disease is still suspected.","Local data collection, for example, an audit of patient records."
3,structure,a,QS186-3-structure-a,"Evidence that local formularies align with NICE's recommendations on antibiotic treatment for Lyme disease, so that healthcare professionals in primary and secondary care prescribe an antibiotic to people with Lyme disease according to their symptoms.",NA,NA,"Local data collection, for example, local formularies."
3,process,a,QS186-3-process-a,Proportion of people diagnosed with Lyme disease who are given the initial antibiotic recommended by NICE for their symptoms.,The number in the denominator who are given the antibiotic recommended by NICE for their symptoms.,The number of people diagnosed with Lyme disease.,"Local data collection, for example, a case note review of patient records."
3,process,b,QS186-3-process-b,Proportion of people diagnosed with Lyme disease who are given the initial antibiotic recommended by NICE for their symptoms at the recommended dosage.,The number in the denominator who are given the antibiotic recommended by NICE for their symptoms at the recommended dosage.,The number of people diagnosed with Lyme disease.,"Local data collection, for example, a case note review of patient records."
3,process,c,QS186-3-process-c,Proportion of people diagnosed with Lyme disease who are given the initial antibiotic recommended by NICE for their symptoms for the recommended duration.,The number in the denominator who are given the antibiotic recommended by NICE for their symptoms for the recommended duration.,The number of people diagnosed with Lyme disease.,"Local data collection, for example, a case note review of patient records."
4,structure,a,QS186-4-structure-a,Evidence that local authorities have organised activities to promote awareness of how to prevent Lyme disease.,NA,NA,"Local data collection, for example, records of implementation plans, which could include using material from Public Health England's toolkit and resources for local authorities."
4,structure,b,QS186-4-structure-b,Evidence that local authorities have worked with organisations in their area to promote awareness of how to prevent Lyme disease.,NA,NA,"Local data collection, for example, records of agreements with organisations, which could include agreeing to display material from Public Health England's toolkit and resources for local authorities."
4,outcome,a,QS186-4-outcome-a,Levels of public awareness of how to prevent Lyme disease after locally driven health promotion activities.,To be determined locally,To be determined locally,"Local data collection, for example, results from surveys and questionnaires."
