statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS168-1-structure-a,"Evidence that cystic fibrosis multidisciplinary teams have professionals with specialist expertise in the condition including a paediatrician or adult physician, nurse, physiotherapist, dietitian, pharmacist and a clinical psychologist.",NA,NA,"Local data collection, for example service specifications. NHS England service specifications for cystic fibrosis cover multidisciplinary team composition and require providers to demonstrate they are meeting requirements."
1,structure,b,QS168-1-structure-b,Evidence of local systems to identify and invite people with cystic fibrosis to have comprehensive annual reviews.,NA,NA,"Local data collection, for example service specifications. NHS England service specifications for cystic fibrosis cover annual reviews and require providers to demonstrate they are meeting requirements."
1,process,a,QS168-1-process-a,Proportion of people with cystic fibrosis who have the results of all assessments they have had during the past year reviewed by a specialist multidisciplinary team.,The number in the denominator who have had the results of all assessments they have had during the past year reviewed by a specialist multidisciplinary team.,The number of people with cystic fibrosis.,"Local data collection, for example local audit of patient records."
1,outcome,a,QS168-1-outcome-a,Lung function (forced expiratory volume in 1 second [FEV1]) of people with cystic fibrosis.,To be determined locally,To be determined locally,"Local data collection, for example local audit of patient records. Appendix 2 in the UK Cystic Fibrosis Registry annual data report includes FEV1 converted from absolute litres of air blown out into a predicted percentage. The predicted percentage is based on the FEV1 expected for a person without cystic fibrosis of the same age, gender, height and ethnicity. NHS England's specialised services quality dashboard for cystic fibrosis reports the median FEV1 as a predicted percentage for cystic fibrosis clinics."
1,outcome,b,QS168-1-outcome-b,Health-related quality of life scores of people with cystic fibrosis.,To be determined locally,To be determined locally,"Local data collection, for example a survey of people with cystic fibrosis using a cystic fibrosis quality of life questionnaire."
1,outcome,c,QS168-1-outcome-c,Median BMI percentiles in children and young people with cystic fibrosis.,To be determined locally,To be determined locally,"Local data collection, for example, local audit of patient records. The UK Cystic Fibrosis Registry annual data report presents median BMI percentiles for children and young people with cystic fibrosis (aged 2 to 19 years) in the UK."
1,outcome,d,QS168-1-outcome-d,Median BMI in adults with cystic fibrosis.,To be determined locally,To be determined locally,"Local data collection, for example, local audit of patient records. The UK Cystic Fibrosis Registry annual data report includes median BMI for adults with cystic fibrosis (aged 20 years and over) in the UK. The median BMI is compared with a target BMI of 23 for males and 22 for females."
2,structure,a,QS168-2-structure-a,Evidence of local infection control strategies that cover inpatient settings for people with cystic fibrosis.,NA,NA,"Local data collection, for example infection control policies or admission protocols. NHS England service specifications for cystic fibrosis state that services must have policies and procedures in place to protect patients from the risk of cross‑infection."
2,structure,b,QS168-2-structure-b,Evidence of inpatient wards containing individual rooms with en‑suite facilities.,NA,NA,"Local data collection, for example service specifications or ward layout plans. NHS England service specifications for cystic fibrosis states that every person with cystic fibrosis admitted as an inpatient will be in their own room with en‑suite facilities."
2,process,a,QS168-2-process-a,Proportion of inpatient admissions for people with cystic fibrosis where admission was to an individual room with en‑suite facilities.,The number in the denominator where admission was to an individual room with en‑suite facilities.,The number of inpatient admissions for people with cystic fibrosis.,"Local data collection, for example local audit of patient records. NHS England's specialised services quality dashboard for cystic fibrosis reports the percentage of patients admitted who are admitted to a single room or cubicle."
2,outcome,a,QS168-2-outcome-a,Incidence of cross‑infection in people with cystic fibrosis admitted as inpatients.,To be determined locally,To be determined locally,"Local data collection, for example local audit of patient records."
2,outcome,b,QS168-2-outcome-b,Health-related quality of life scores of people with cystic fibrosis.,To be determined locally,To be determined locally,"Local data collection, for example a survey of people with cystic fibrosis using a cystic fibrosis quality of life questionnaire."
3,structure,a,QS168-3-structure-a,Evidence of local arrangements to identify people with cystic fibrosis who have Pseudomonas aeruginosa infection.,NA,NA,"Local data collection, for example protocols for microbiological surveillance of respiratory secretions."
3,structure,b,QS168-3-structure-b,Evidence of the availability of devices for people with cystic fibrosis to take inhaled antibiotics.,NA,NA,"Local data collection, for example from service protocols. NHS England service specifications for cystic fibrosis require a comprehensive nebuliser service to provide devices that deliver drugs in a fast and efficient manner."
3,process,a,QS168-3-process-a,Proportion of people with cystic fibrosis who have chronic Pseudomonas aeruginosa infection prescribed an inhaled antibiotic.,The number in the denominator who are prescribed an inhaled antibiotic.,The number of people with cystic fibrosis who have chronic Pseudomonas aeruginosa infection.,"Local data collection, for example local audit of patient records."
3,outcome,a,QS168-3-outcome-a,Lung function (forced expiratory volume in 1 second [FEV1]) of people with cystic fibrosis.,To be determined locally,To be determined locally,"Local data collection, for example local audit of patient records. Appendix 2 of the UK Cystic Fibrosis Registry annual data report includes FEV1 converted from absolute litres of air blown out into a predicted percentage. The predicted percentage is based on the FEV1 expected for a person without cystic fibrosis of the same age, gender, height and ethnicity."
4,structure,a,QS168-4-structure-a,Evidence of the availability of devices for people with cystic fibrosis to take inhaled rhDNase.,NA,NA,"Local data collection, for example from local protocols. NHS England service specifications for cystic fibrosis require a comprehensive nebuliser service to provide devices that deliver drugs in a fast and efficient manner."
4,process,a,QS168-4-process-a,Proportion of people with cystic fibrosis and clinical evidence of lung disease who are prescribed rhDNase as the first choice of mucoactive agent.,The number in the denominator prescribed rhDNase as the first choice of mucoactive agent.,The number of people with cystic fibrosis and clinical evidence of lung disease.,"Local data collection, for example, local audit of patient records. The UK Cystic Fibrosis Registry annual data report presents the proportion of patients with cystic fibrosis on DNase."
4,outcome,a,QS168-4-outcome-a,Lung function (forced expiratory volume in 1 second [FEV1]) of people with cystic fibrosis.,To be determined locally,To be determined locally,"Local data collection, for example local audit of patient records. Appendix 2 in the UK Cystic Fibrosis Registry annual data report includes FEV1 converted from absolute litres of air blown out into a predicted percentage. The predicted percentage is based on the FEV1 expected for a person without cystic fibrosis of the same age, gender, height and ethnicity."
