statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS115-1-structure-a,,,,Local data collection.
1,process,a,QS115-1-process-a,,,,Local data collection.
1,outcome,a,QS115-1-outcome-a,,,,Local data collection.
2,structure,a,QS115-2-structure-a,,,,Local data collection.
2,process,a,QS115-2-process-a,,,,Local data collection.
3,structure,a,QS115-3-structure-a,,,,Local data collection.
3,process,a,QS115-3-process-a,,,,NA
4,structure,a,QS115-4-structure-a,,,,Local data collection.
4,process,a,QS115-4-process-a,,,,Local data collection.
4,outcome,a,QS115-4-outcome-a,,,,Local data collection. The Care Quality Commission's Maternity services survey asks women whether a midwife or health visitor had asked how they were feeling emotionally at the postnatal stage.
4,outcome,b,QS115-4-outcome-b,,,,Local data collection.
5,structure,a,QS115-5-structure-a,,,,Local data collection.
5,process,a,QS115-5-process-a,,,,Local data collection.
6,structure,a,QS115-6-structure-a,,,,Local data collection.
6,process,a,QS115-6-process-a,,,,NULL
6,process,b,QS115-6-process-b,,,,"C(""Data source: Local data collection."", ""Data source: Local data collection."")"
7,structure,a,QS115-7-structure-a,,,,NA
7,structure,b,QS115-7-structure-b,,,,NA
7,structure,c,QS115-7-structure-c,,,,Local data collection.
