statement_number,measure_type,point,measure_id,measure,numerator,denominator
1,structure,a,QS113-1-structure-a,Evidence of local arrangements for hospitals to monitor healthcare‑associated infections and other infections of local relevance.,NA,NA
1,structure,b,QS113-1-structure-b,Evidence of local arrangements for the results of monitoring healthcare‑associated infections and other infections of local relevance to be used across the organisation to inform and review objectives for quality improvement.,NA,NA
1,outcome,a,QS113-1-outcome-a,Incidence of healthcare‑associated infections.,NA,NA
2,structure,a,QS113-2-structure-a,Evidence of local arrangements for hospitals to monitor the risk of healthcare‑associated infections from incidents and outbreaks in the community.,NA,NA
2,structure,b,QS113-2-structure-b,Evidence of local arrangements for collaborative working between hospitals and other local health and social care organisations to investigate and manage the risks of healthcare‑associated infection from incidents and outbreaks in the community.,NA,NA
2,outcome,a,QS113-2-outcome-a,Incidence of healthcare‑associated infections.,NA,NA
3,structure,a,QS113-3-structure-a,Evidence of local arrangements to ensure all staff have clear objectives in relation to infection prevention and control that are linked to board‑level objectives.,NA,NA
3,structure,b,QS113-3-structure-b,Evidence of local arrangements to ensure all staff have an appraisal and development plan that cover infection prevention and control.,NA,NA
3,process,a,QS113-3-process-a,Proportion of hospital staff who have individual infection prevention and control objectives that are linked to board‑level objectives.,The number in the denominator who have individual infection prevention and control objectives that are linked to board‑level objectives.,The number of hospital staff.
3,process,b,QS113-3-process-b,Proportion of hospital staff who have an appraisal of their infection prevention and control objectives.,The number in the denominator who have an appraisal of their infection prevention and control objectives.,The number of hospital staff.
3,process,c,QS113-3-process-c,Proportion of hospital staff who have a development plan that includes infection prevention and control.,"The number in the denominator who have a development plan that addresses individual needs for knowledge, abilities and skills in infection prevention and control.",The number of hospital staff.
4,structure,a,QS113-4-structure-a,Evidence of local arrangements for involving infection prevention and control teams in the building and refurbishment of facilities in the hospital. Examples of evidence may include protocols covering infection prevention and control in the built environment; estate department procedures to engage infection prevention and control teams in new build and refurbishment projects; building and refurbishment project plans and schedules of work that show the involvement of infection prevention and control teams; and records of completed building and refurbishment works that show whether infection prevention and control requirements have been met.,NA,NA
4,structure,b,QS113-4-structure-b,Evidence of local arrangements for involving infection prevention and control teams in the maintenance of facilities in the hospital. Examples of evidence may include protocols covering infection prevention and control in the built environment; estate department procedures to engage infection prevention and control teams in maintenance works; maintenance plans and schedules that show the involvement of infection prevention and control teams; and records of completed maintenance works that show whether infection prevention and control requirements have been met.,NA,NA
5,structure,a,QS113-5-structure-a,"Evidence of local arrangements to ensure information about any infections and associated treatments for people admitted to, discharged from, or transferred between or within hospitals, is shared with the health and social care staff responsible for the ongoing care.",NA,NA
5,process,a,QS113-5-process-a,"Proportion of admissions to hospital, including transfers of patients from other hospitals, where information on infections and associated treatments is received.",The number in the denominator where information on infections and associated treatments is received.,The number of admissions to hospital of people with infections.
5,process,b,QS113-5-process-b,"Proportion of discharges from hospital, including transfers of patients to other hospitals, where information on infections and associated treatments is provided to health and social care staff responsible for ongoing care.",The number in the denominator where information on infections and associated treatments is provided.,The number of discharges from hospital of people with infections.
5,process,c,QS113-5-process-c,Proportion of transfers of patients within a hospital where information on infections and associated treatments is provided to health care staff responsible for ongoing care.,The number in the denominator where information on infections and associated treatments is provided to health care staff responsible for ongoing care.,The number of transfers of patients between wards within a hospital.
