statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
1,structure,a,QS54-1-structure-a,Evidence of identification of locally relevant groups at high risk of faecal incontinence from those listed in recommendation 1.1.2 in NICE's guideline on faecal incontinence in adults.,NA,NA,Local data collection.
1,structure,b,QS54-1-structure-b,"Evidence of local initiatives for raising awareness of faecal incontinence among staff working with groups at high risk, including training in talking openly and sensitively about the condition.",NA,NA,Local data collection.
1,structure,c,QS54-1-structure-c,"Evidence of local arrangements to ensure that when the risk factor for faecal incontinence is identified, staff ask adults in high-risk groups whether they have bowel control problems.",NA,NA,Local data collection. The National Audit of Continence Care (NACC) collects data on whether organisations ask a screening question(s) relating to bladder and bowel problems as part of initial assessment.
1,structure,d,QS54-1-structure-d,"Evidence that local care pathways relevant to the groups at high risk of faecal incontinence include prompts to ask about bowel control problems (for example, at annual review).",NA,NA,Local data collection.
1,process,a,QS54-1-process-a,Proportion of adults in locally relevant groups at high risk of faecal incontinence (from those listed in recommendation 1.1.2 in NICE's guideline on faecal incontinence in adults) who have been asked whether they have bowel control problems.,The number of people in the denominator who have been asked whether they have bowel control problems.,The number of adults in identified locally relevant groups at high risk of faecal incontinence (from those listed in recommendation 1.1.2 in NICE's guideline on faecal incontinence in adults).,Local data collection. The National Audit of Continence Care (NACC) collects data on how faecal incontinence was identified for each person in the audit.
1,outcome,a,QS54-1-outcome-a,"Feedback from adults who have been asked about whether they have bowel control problems, on whether this was done in a sensitive way.",To be determined locally,To be determined locally,Local data collection.
1,outcome,b,QS54-1-outcome-b,Incidence of faecal incontinence.,To be determined locally,To be determined locally,Local data collection.
2,structure,a,QS54-2-structure-a,Evidence of local pathways for accessing full baseline assessments when adults report bowel control problems.,NA,NA,Local data collection. The National Audit of Continence Care (NACC) collects data on whether services have a protocol or pathway that is initiated when a patient reports that they have a bladder or bowel problem. The audit also collects data on whether services have a written protocol on providing basic assessments for people who have problems with urinary and/or faecal incontinence. The APPG Continence Care survey includes a question on what pathways are available for people with incontinence within the organisation.
2,structure,b,QS54-2-structure-b,Evidence of local initiatives to raise awareness of factors contributing to faecal incontinence so that healthcare professionals carrying out full baseline assessments do not assume that symptoms are caused by existing conditions or disabilities.,NA,NA,Local data collection.
2,process,a,QS54-2-process-a,Proportion of adults reporting bowel control problems who receive a full baseline assessment.,The number of people in the denominator receiving a full baseline assessment.,The number of adults reporting bowel control problems.,"Local data collection. The National Audit of Continence Care (NACC) collects data on whether an assessment focusing on finding the cause(s) of faecal incontinence was performed, and specifically on cognitive assessments, rectal examination, medication review and impact on quality of life. The 2010 National Audit of Continence Care collected data on documented evidence of a bowel history."
