statement_number,measure_type,point,measure_id,measure,numerator,denominator
1,structure,a,QS116-1-structure-a,Evidence of local arrangements to ensure that people presenting to frontline staff with indicators of possible domestic violence or abuse are asked about their experiences in a private discussion.,NA,NA
1,process,a,QS116-1-process-a,Proportion of people presenting to frontline staff with indicators of possible domestic violence or abuse who are asked about their experiences in a private discussion.,The number in the denominator who are asked if they have experienced domestic violence or abuse in a private discussion.,The number of people presenting to frontline staff with indicators of domestic violence or abuse.
1,outcome,a,QS116-1-outcome-a,Incidence of domestic violence and abuse.,NA,NA
2,structure,a,QS116-2-structure-a,Evidence of local arrangements to ensure that staff are trained to level 1 or 2 to respond to domestic violence and abuse.,NA,NA
2,process,a,QS116-2-process-a,Proportion of people experiencing domestic violence or abuse who receive a response from level 1 or 2 trained staff.,The number in the denominator who receive a response from level 1 or 2 trained staff.,The number of people who disclose or are asked if they are experiencing domestic violence or abuse.
2,outcome,a,QS116-2-outcome-a,Safety of people experiencing domestic violence and abuse.,NA,NA
3,structure,a,QS116-3-structure-a,Evidence of local referral pathways to ensure that people experiencing domestic violence or abuse are referred to specialist support services.,NA,NA
3,structure,b,QS116-3-structure-b,Evidence of local arrangements to ensure that specialist support services are available for people experiencing domestic violence or abuse.,NA,NA
3,process,a,QS116-3-process-a,Proportion of people who disclose that they are experiencing domestic violence or abuse who are referred to specialist support services.,The number in the denominator who are referred to specialist services.,The number of people who disclose that they are experiencing domestic violence or abuse.
3,outcome,a,QS116-3-outcome-a,Satisfaction with specialist support services.,NA,NA
4,structure,a,QS116-4-structure-a,Evidence of local referral pathways to ensure that people who disclose that they are perpetrating domestic violence or abuse are referred to specialist services.,NA,NA
4,structure,b,QS116-4-structure-b,Evidence of local arrangements to ensure that specialist services are available to support people who disclose that they are perpetrating domestic violence or abuse.,NA,NA
4,process,a,QS116-4-process-a,Proportion of people who disclose that they are perpetrating domestic violence or abuse who are referred to specialist services.,The number in the denominator who are referred to specialist services.,The number of people who disclose that they are perpetrating domestic violence or abuse.
4,outcome,a,QS116-4-outcome-a,Reduction in repeated domestic violence and abuse.,NA,NA
